"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","NonVascular",0.19,0.81,292.47653,9.823105
"3","NonVascular",0.09,0.91,349.508,114.22443
"5","Vacular",0.81,0.19,780.5589,18.268446
"7","NonVascular",0,1,973.44165,10.924583
"8","NonVascular",0.04,0.96,1212.1764,120.818054
"10","NonVascular",0.11,0.89,1343.36,57.86042
"11","NonVascular",0.13,0.87,1448.4105,44.629498
"12","NonVascular",0.08,0.92,1478.1332,6.8537116
"15","NonVascular",0.02,0.98,1626.1324,16.30625
"16","NonVascular",0.03,0.97,1663.6185,43.640694
"17","NonVascular",0,1,594.87836,21.2285
"18","NonVascular",0.15,0.85,678.1591,31.011364
"19","NonVascular",0.02,0.98,1540.3989,44.7691
"20","NonVascular",0.08,0.92,1013.6083,57.83239
"21","NonVascular",0.01,0.99,217.09561,55.42633
"22","Vacular",0.93,0.07,1596.9711,55.679287
"23","NonVascular",0.15,0.85,563.60175,61.906086
"24","NonVascular",0.07,0.93,1046.3518,166.7902
"25","NonVascular",0.06,0.94,965.6894,71.3461
"26","NonVascular",0.09,0.91,615.3279,66.71487
"27","NonVascular",0.01,0.99,1374.9302,96.9428
"28","Vacular",0.96,0.04,586.4415,79.8961
"29","NonVascular",0.01,0.99,55.25313,89.25564
"30","NonVascular",0.01,0.99,1569.7849,131.30824
"32","NonVascular",0.15,0.85,633.6381,188.4055
"33","NonVascular",0.15,0.85,1455.5226,127.37822
"36","NonVascular",0.19,0.81,67.14365,109.03867
"37","NonVascular",0.06,0.94,1160.4692,107.74561
"38","NonVascular",0.19,0.81,574.24,114.41333
"39","NonVascular",0.08,0.92,630.2744,115.5
"40","NonVascular",0.08,0.92,930.9963,191.35088
"41","Vacular",0.95,0.05,606.0198,124.69877
"42","NonVascular",0,1,475.25916,166.11632
"45","NonVascular",0.04,0.96,118.552826,147.65848
"47","NonVascular",0.03,0.97,1389.1832,162.50383
"49","NonVascular",0.01,0.99,1635.6647,165.25974
"50","Vacular",0.98,0.02,900.5828,171.454
"51","NonVascular",0.01,0.99,1504.4868,194.2749
"53","NonVascular",0.04,0.96,709.3844,190.93169
"54","NonVascular",0.07,0.93,1808.3752,204.02756
"55","NonVascular",0.03,0.97,189.11153,189.92564
"56","NonVascular",0.19,0.81,830.61774,188.63481
"57","NonVascular",0.13,0.87,1440.7253,216.13689
"58","NonVascular",0.06,0.94,1590.8597,277.1754
"59","NonVascular",0.03,0.97,1178.0804,341.43536
"61","Vacular",0.84,0.16,160.39473,213.9812
"66","NonVascular",0.02,0.98,881.2938,240.37886
"67","NonVascular",0,1,94.62623,245.39583
"68","Vacular",0.95,0.05,5.7161574,237.0262
"69","NonVascular",0.01,0.99,431.15103,243.88564
"70","NonVascular",0.06,0.94,340.96454,273.59625
"72","NonVascular",0.07,0.93,394.16483,279.13187
"73","NonVascular",0.13,0.87,596.09015,264.3972
"75","NonVascular",0,1,1779.2285,271.1659
"76","Vacular",0.96,0.04,284.68298,277.62888
"77","NonVascular",0.07,0.93,467.58487,273.91122
"78","NonVascular",0.16,0.84,122.28298,357.71674
"79","NonVascular",0.02,0.98,1332.8159,346.46777
"80","NonVascular",0.19,0.81,560.6184,281.32895
"82","NonVascular",0.03,0.97,859.5308,311.74213
"83","NonVascular",0.01,0.99,946.494,313.9984
"85","Vacular",0.88,0.12,595.1211,305.37982
"86","Vacular",0.89,0.11,518.211,304.89908
"87","Vacular",0.9,0.1,1303.1234,308.36612
"89","NonVascular",0.02,0.98,1868.9347,382.69513
"91","NonVascular",0.17,0.83,1722.6337,323.45505
"92","NonVascular",0.02,0.98,363.40747,320.33078
"96","NonVascular",0.04,0.96,828.37396,340.85532
"98","NonVascular",0.07,0.93,308.9616,397.15637
"101","NonVascular",0,1,1432.6799,340.62115
"102","Vacular",0.87,0.13,1380.9203,339.92194
"105","NonVascular",0.02,0.98,1274.7959,350.96747
"109","NonVascular",0.08,0.92,785.46594,530.43396
"111","NonVascular",0.03,0.97,1821.7059,355.0059
"112","NonVascular",0.02,0.98,1667.9817,379.68207
"113","Vacular",0.92,0.08,590.18427,364.89804
"115","NonVascular",0.1,0.9,539.9928,366.41867
"116","NonVascular",0.01,0.99,1002.7495,389.28723
"117","Vacular",0.9,0.1,497.00293,386.86804
"120","NonVascular",0.1,0.9,1592.1039,398.4141
"122","NonVascular",0.02,0.98,217.6136,392.73523
"124","NonVascular",0.07,0.93,565.1766,394.00595
"125","Vacular",0.92,0.08,790.6122,394.1635
"128","NonVascular",0.17,0.83,983.6329,492.57272
"129","NonVascular",0.1,0.9,1747.2196,440.28494
"131","NonVascular",0,1,577.9881,434.35843
"135","NonVascular",0.09,0.91,1537.9562,428.5614
"137","NonVascular",0.04,0.96,1674.9056,434.04593
"138","NonVascular",0.18,0.82,1796.3882,452.8223
"143","Vacular",0.96,0.04,479.0091,444.0879
"144","NonVascular",0.04,0.96,1577.4286,445.04233
"145","NonVascular",0.14,0.86,385.3432,454.9655
"146","Vacular",0.9,0.1,736.3351,446.60208
"152","Vacular",0.98,0.02,1139.4523,462.4499
"153","NonVascular",0.03,0.97,448.42148,474.31546
"154","NonVascular",0.14,0.86,1908.4663,469.63342
"155","NonVascular",0.16,0.84,1281.6244,501.6285
"156","NonVascular",0.01,0.99,1663.438,493.3972
"158","NonVascular",0.19,0.81,1556.4706,486.75
"163","NonVascular",0.02,0.98,1746.9073,545.9025
"165","NonVascular",0.04,0.96,1132.7085,565.1412
"166","NonVascular",0.01,0.99,1874.9236,548.5413
"167","NonVascular",0.02,0.98,607.6919,535.7915
"169","NonVascular",0.01,0.99,1001.7145,539.45105
"170","NonVascular",0.01,0.99,1212.3685,533.17523
"172","Vacular",0.93,0.07,573.6232,538.6327
"173","NonVascular",0.05,0.95,521.78595,536.6
"174","NonVascular",0.14,0.86,1505.4187,540.52
"176","NonVascular",0.19,0.81,164.40323,537.8306
"177","NonVascular",0.17,0.83,252.03061,536.2041
"178","NonVascular",0.07,0.93,1463.0343,539.91174
"179","NonVascular",0.07,0.93,1385.8567,545.6958
"180","NonVascular",0.04,0.96,1251.0712,560.708
"181","NonVascular",0.18,0.82,1931.8823,556.71326
"183","Vacular",0.91,0.09,70.89531,563.72205
"184","NonVascular",0.18,0.82,908.03467,569.3333
"186","NonVascular",0.02,0.98,1596.9902,565.99023
"188","NonVascular",0.11,0.89,1781.1049,636.97687
"192","NonVascular",0.07,0.93,501.7352,571.9443
"193","NonVascular",0.04,0.96,556.0715,594.9129
"195","NonVascular",0.03,0.97,868.99054,598.46094
"196","Vacular",0.95,0.05,956.30945,592.5676
"197","NonVascular",0.03,0.97,1278.3099,597.0296
"198","NonVascular",0.16,0.84,1359.7996,619.3209
"199","NonVascular",0.17,0.83,893.38434,599.86646
"205","NonVascular",0.06,0.94,1492.6208,662.1424
"206","NonVascular",0.16,0.84,1097.2676,712.3465
"209","NonVascular",0.03,0.97,612.0931,629.0297
"210","NonVascular",0.19,0.81,363.44827,626.81036
"211","NonVascular",0.16,0.84,325.1214,641.14453
"212","NonVascular",0.02,0.98,1855.1277,668.4219
"213","Vacular",1,0,548.3315,646.8078
"216","NonVascular",0.07,0.93,448.783,696.47473
"217","NonVascular",0.04,0.96,1308.8955,672.3551
"218","NonVascular",0.06,0.94,992.23444,723.44714
"219","NonVascular",0.08,0.92,278.65524,738.7959
"220","NonVascular",0.06,0.94,546.7023,693.66473
"221","NonVascular",0,1,1260.2424,690.0152
"222","NonVascular",0.14,0.86,692.161,993.8209
"223","NonVascular",0.09,0.91,379.2081,685.64325
"224","NonVascular",0,1,723.78436,691.8055
"225","NonVascular",0.15,0.85,770.7414,713.7155
"228","NonVascular",0,1,1238.4155,742.27
"229","NonVascular",0.06,0.94,599.54034,723.9193
"230","NonVascular",0.01,0.99,1190.6818,780.29266
"231","NonVascular",0.12,0.88,225.42744,741.5928
