"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.17,0.83,463.2188,7.390597
"3","Vacular",0.96,0.04,1795.763,19.39433
"4","Vacular",0.81,0.19,199.00247,34.444305
"7","NonVascular",0.09,0.91,491.46573,42.23077
"8","NonVascular",0.02,0.98,1191.41,41.373108
"9","Vacular",0.82,0.18,376.5607,39.294796
"10","NonVascular",0.06,0.94,1170.1672,61.49204
"11","Vacular",0.84,0.16,791.20807,62.807453
"12","Vacular",0.97,0.03,1288.5885,73.57493
"13","NonVascular",0.06,0.94,516.9354,90.57181
"15","Vacular",0.88,0.12,957.67804,87.72446
"16","Vacular",0.96,0.04,1356.5488,86.913795
"18","Vacular",0.98,0.02,1468.1031,102.48942
"19","Vacular",0.92,0.08,1807.25,110.647224
"20","NonVascular",0,1,189.28583,143.92302
"21","Vacular",0.86,0.14,1206.0806,128.44456
"23","Vacular",0.96,0.04,624.70447,130.01584
"24","Vacular",1,0,412.39258,138.56764
"25","Vacular",0.91,0.09,1596.3322,135.01413
"26","NonVascular",0.01,0.99,1268.7524,160.40125
"27","Vacular",0.94,0.06,760.0171,141.19658
"28","NonVascular",0.01,0.99,810.931,170.01036
"29","Vacular",0.93,0.07,92.5831,152.2507
"30","Vacular",0.86,0.14,1036.1006,159.08232
"31","Vacular",0.81,0.19,1156.3547,160.39944
"32","Vacular",0.81,0.19,1806.6357,159.025
"33","NonVascular",0.02,0.98,1309.5258,201.55621
"34","Vacular",0.87,0.13,1793.7476,184.34406
"35","Vacular",0.81,0.19,1414.8153,196.81232
"36","Vacular",0.99,0.01,1732.0618,214.70967
"37","Vacular",0.88,0.12,487.9475,219.30904
"38","Vacular",0.84,0.16,710.4542,233.97803
"39","Vacular",0.98,0.02,1063.3168,235.12122
"41","Vacular",1,0,1627.6946,251.61876
"42","Vacular",0.98,0.02,1238.3411,255.51163
"45","Vacular",0.98,0.02,556.46234,292.02444
"46","Vacular",0.96,0.04,1756.4708,307.27274
"48","Vacular",1,0,842.86896,336.93793
"50","Vacular",0.98,0.02,1654.6493,344.28696
"51","NonVascular",0.06,0.94,942.07367,355.91086
"52","Vacular",0.98,0.02,1130.0278,368.35913
"53","Vacular",0.96,0.04,4.5358853,374.11484
"54","NonVascular",0,1,185.64488,396.98557
"56","Vacular",0.81,0.19,1927.7816,380.8396
"57","Vacular",0.99,0.01,107.85714,410.92453
"58","NonVascular",0.15,0.85,642.5139,422.04584
"59","Vacular",0.96,0.04,1251.2589,429.32425
"60","NonVascular",0,1,325.3123,478.27664
"62","Vacular",0.9,0.1,639.5739,465.68042
"63","NonVascular",0.01,0.99,586.68945,488.9686
"64","Vacular",0.95,0.05,53.636105,480.7679
"67","Vacular",0.95,0.05,1138.9626,519.08
"69","NonVascular",0.03,0.97,840.2636,563.3333
"70","Vacular",1,0,225.88857,560.1994
"71","Vacular",0.85,0.15,1687.3,586.5
"72","Vacular",0.97,0.03,44.15408,598.53174
"73","Vacular",0.96,0.04,1336.4156,606.56323
"74","Vacular",0.86,0.14,265.33493,627.45874
"75","NonVascular",0.01,0.99,224.71483,650.60974
"76","Vacular",0.82,0.18,1901.8037,631.22516
"77","Vacular",0.99,0.01,933.43353,640.82184
"78","Vacular",0.96,0.04,1605.9467,641.7116
"79","Vacular",0.88,0.12,1404.6821,645.95374
"80","Vacular",0.81,0.19,639.72186,653.2914
"81","Vacular",0.86,0.14,1139.846,658.67505
"82","Vacular",0.98,0.02,306.34875,674.96295
