"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"5","Vacular",0.87,0.13,1276.5073,3.8292682
"8","Vacular",0.99,0.01,970.8745,25.8893
"9","Vacular",0.84,0.16,634.0332,40.41706
"10","Vacular",0.89,0.11,948.67474,44.215054
"13","Vacular",0.97,0.03,442.85925,68.91358
"16","Vacular",0.97,0.03,1259.8408,110.381966
"17","Vacular",0.97,0.03,57.677853,142.89262
"18","Vacular",0.94,0.06,1430.058,141.2317
"20","Vacular",0.96,0.04,1242.7162,157.19629
"21","Vacular",0.82,0.18,462.92667,163.36671
"22","Vacular",0.87,0.13,1094.8215,155.66667
"24","NonVascular",0.18,0.82,417.3291,162.4886
"26","Vacular",0.89,0.11,928.24414,167.5786
"27","NonVascular",0.17,0.83,1926.9614,171.29825
"29","Vacular",0.95,0.05,1134.4376,172.58449
"30","Vacular",1,0,607.36975,182.64268
"31","Vacular",0.9,0.1,68.254715,184.24057
"32","NonVascular",0.03,0.97,193.62791,194.57808
"33","Vacular",0.88,0.12,1406.5281,189.83147
"34","Vacular",0.99,0.01,532.75446,203.2781
"36","Vacular",0.9,0.1,79.57619,210.07619
"37","Vacular",0.96,0.04,57.524296,224.2711
"38","NonVascular",0.04,0.96,575.7036,223.55988
"39","NonVascular",0.02,0.98,774.68463,239.88623
"40","Vacular",0.95,0.05,116.90707,238.37546
"43","Vacular",0.85,0.15,45.972973,247.2973
"44","NonVascular",0.17,0.83,751.7865,253.39326
"46","Vacular",0.95,0.05,1204.9347,267.8191
"47","Vacular",0.9,0.1,1703.9209,269.16455
"48","Vacular",0.95,0.05,747.9032,271.71774
"49","NonVascular",0.06,0.94,618.7041,275.86453
"52","Vacular",1,0,1427.9143,288.67142
"53","Vacular",0.87,0.13,723.5695,292.48395
"57","Vacular",1,0,485.80444,327.2911
"59","NonVascular",0.19,0.81,709.23035,338.5602
"60","Vacular",0.92,0.08,973.77936,349.1676
"61","Vacular",0.97,0.03,289.54062,349.61166
"63","Vacular",0.95,0.05,737.3447,356.0842
"64","NonVascular",0.03,0.97,470.57947,365.60596
"65","Vacular",0.9,0.1,307.69293,378.70953
"71","Vacular",1,0,479.16757,433.32162
"72","Vacular",0.95,0.05,972.15454,432.61224
"75","NonVascular",0.03,0.97,424.02844,456.43414
"76","Vacular",0.95,0.05,275.1677,453.7622
"78","Vacular",0.96,0.04,525.64215,466.0159
"79","Vacular",0.96,0.04,192.57558,468.75873
"81","Vacular",0.96,0.04,90.7765,482.394
"82","Vacular",0.94,0.06,145.51913,482.7271
"83","Vacular",0.99,0.01,586.67395,483.00244
"84","Vacular",0.95,0.05,776.58105,485.11826
"85","Vacular",0.96,0.04,19.626698,488.6086
"86","Vacular",0.93,0.07,1113.6921,504.36578
"87","Vacular",0.97,0.03,421.47223,511.6551
"90","Vacular",0.97,0.03,761.94635,511.57626
"91","Vacular",0.96,0.04,914.31647,517.4814
"93","NonVascular",0.1,0.9,470.2245,521.9932
"95","NonVascular",0.02,0.98,174.676,541.676
"96","Vacular",0.94,0.06,1208.2659,539.31366
"97","Vacular",0.87,0.13,986.968,542.56
"98","Vacular",1,0,483.4271,547.6823
"99","Vacular",0.81,0.19,63.398773,548.16565
"100","Vacular",0.94,0.06,631.917,561.59515
"102","Vacular",0.91,0.09,200.19589,571.164
"104","Vacular",0.98,0.02,807.84595,585.9351
"106","Vacular",0.98,0.02,935.2812,610.47675
"108","Vacular",0.99,0.01,20.457672,614.9365
"110","NonVascular",0.18,0.82,798.0471,625.1549
"114","NonVascular",0.19,0.81,233.82089,648.1522
"115","NonVascular",0.07,0.93,1908.9392,650.67474
"116","Vacular",0.91,0.09,315.0511,661.2555
"117","Vacular",1,0,1417.9666,659.6195
"119","Vacular",0.9,0.1,333.03647,667.28125
"120","Vacular",0.85,0.15,1037.1793,669.86017
"121","Vacular",0.94,0.06,371.76596,672.6673
"123","Vacular",0.89,0.11,305.64597,690.2733
"124","Vacular",1,0,1245.4667,699.39764
"125","NonVascular",0.19,0.81,251.88524,701.88525
"127","Vacular",0.91,0.09,627.5078,717.0508
"128","Vacular",0.87,0.13,1680.4076,722.8151
"129","NonVascular",0.16,0.84,335.6,719.97144
"130","Vacular",0.88,0.12,59.663002,731.11536
"131","Vacular",0.96,0.04,109.00259,732.97156
"139","Vacular",0.96,0.04,1764.7626,791.52795
"140","Vacular",0.89,0.11,1038.7799,798.1541
"141","Vacular",0.83,0.17,205.1224,803.1971
"144","Vacular",0.87,0.13,1645.8359,819.36945
"147","Vacular",1,0,1056.3982,819.9105
"148","Vacular",0.98,0.02,1717.5302,822.6717
"149","Vacular",0.82,0.18,599.9167,836.3264
"150","Vacular",0.92,0.08,756.0269,826.28253
"153","Vacular",0.9,0.1,1840.2303,846.7901
"154","Vacular",1,0,306.0792,851.19556
"157","Vacular",0.98,0.02,892.7826,870.0406
"158","NonVascular",0.06,0.94,6.0347824,886.2464
"162","Vacular",0.97,0.03,650.131,899.65955
"163","NonVascular",0.13,0.87,1022.92633,900.0263
