"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","Vacular",0.93,0.07,1362.5723,6.3493977
"2","Vacular",0.92,0.08,1407.6569,8.065089
"5","Vacular",0.87,0.13,1388.4524,11.035714
"6","NonVascular",0.03,0.97,1253.1205,35.215054
"7","NonVascular",0.08,0.92,1597.8,56.616264
"16","NonVascular",0.1,0.9,1311.3407,140.05495
"19","NonVascular",0.02,0.98,1363.9059,191.56746
"20","NonVascular",0.06,0.94,985.1488,171.56236
"22","NonVascular",0,1,1474.7887,184.244
"23","NonVascular",0.18,0.82,1423.4714,180.52856
"26","NonVascular",0.01,0.99,1425.2089,244.34952
"28","NonVascular",0.06,0.94,1557.8627,236.69171
"29","NonVascular",0.01,0.99,1363.3011,251.73459
"30","NonVascular",0.02,0.98,1169.384,250.56674
"33","NonVascular",0.1,0.9,1601.6283,262.1041
"35","NonVascular",0.13,0.87,1036.199,283.07526
"38","NonVascular",0.05,0.95,1310.478,368.5028
"41","NonVascular",0.05,0.95,988.37024,320.74762
"42","NonVascular",0.18,0.82,1447.6014,328.4778
"45","NonVascular",0.16,0.84,1084.3485,333.4091
"47","NonVascular",0.1,0.9,1118.8027,359.93634
"49","NonVascular",0.11,0.89,1502.1644,467.16537
"50","NonVascular",0.04,0.96,1415.0398,395.43536
"51","NonVascular",0.19,0.81,1060.6707,380.4748
"52","NonVascular",0.05,0.95,1260.4525,396.21518
"53","NonVascular",0.07,0.93,1509.2222,394.46667
"54","NonVascular",0.09,0.91,1219.6586,410.06207
"55","NonVascular",0.11,0.89,1292.914,421.6348
"56","NonVascular",0.09,0.91,1538.2148,433.55786
"58","NonVascular",0.04,0.96,1417.7667,454.4666
"61","NonVascular",0.1,0.9,990.32214,454.48077
"62","NonVascular",0.05,0.95,1340.0327,532.31055
"66","NonVascular",0.19,0.81,908.35486,492.35483
"67","NonVascular",0.08,0.92,983.7236,499.45844
"70","Vacular",0.91,0.09,1131.8813,527.458
"71","NonVascular",0.08,0.92,952.1779,662.22974
"72","Vacular",0.81,0.19,1375.7432,556.733
"76","NonVascular",0.03,0.97,1510.597,571.97644
"78","NonVascular",0.18,0.82,833.4314,572.6863
"79","NonVascular",0.16,0.84,788.9872,577.3205
"81","NonVascular",0.01,0.99,1551.7644,590.0334
"82","NonVascular",0.13,0.87,1845.2458,587.9798
"83","NonVascular",0,1,1751.1527,663.76196
"84","NonVascular",0.18,0.82,1652.7869,603.1967
"88","NonVascular",0.17,0.83,1310.1377,768.8678
"89","NonVascular",0.04,0.96,1249.8407,609.72906
"91","NonVascular",0.01,0.99,806.2203,652.3278
"94","NonVascular",0.09,0.91,1398.2555,715.69037
"96","NonVascular",0,1,1861.7024,670.08075
"97","NonVascular",0.06,0.94,775.79156,685.80695
"98","NonVascular",0.11,0.89,1468.8291,699.8926
"99","NonVascular",0,1,1123.3542,692.1569
"100","NonVascular",0,1,1676.3895,724.5
"106","NonVascular",0.13,0.87,1010.9417,794.1235
"107","NonVascular",0.12,0.88,1739.7356,894.3619
"111","NonVascular",0.06,0.94,1851.7339,794.2752
"115","NonVascular",0.1,0.9,1241.2844,815.8083
"119","NonVascular",0,1,1871.4602,841.7018
"121","NonVascular",0.01,0.99,947.9538,851.493
"122","NonVascular",0.15,0.85,1014.623,857.0956
"123","NonVascular",0.02,0.98,1096.8267,901.10016
"125","NonVascular",0.04,0.96,1193.8,891.929
"126","NonVascular",0.11,0.89,1046.3003,859.28784
"128","NonVascular",0.04,0.96,1928.9114,885.37274
"131","Vacular",0.93,0.07,1016.91473,890.28357
"135","NonVascular",0.18,0.82,1023.7449,940.2041
"136","NonVascular",0.19,0.81,1868.5493,945.3662
"137","NonVascular",0.12,0.88,1093.4321,990.60315
"138","NonVascular",0.06,0.94,1822.1666,983.4221
"139","NonVascular",0.03,0.97,1900.5192,1000.5362
"141","NonVascular",0.18,0.82,1132.5228,1020.9594
"144","NonVascular",0.15,0.85,1119.1461,1087.5864
"145","NonVascular",0.19,0.81,1929.479,1052.2395
"152","NonVascular",0.05,0.95,1922.7295,1150.9191
"153","NonVascular",0.15,0.85,1134.4127,1149.3334
"158","NonVascular",0.15,0.85,1893.9747,1195.2733
"160","NonVascular",0.03,0.97,1317.8099,1204.5709
"163","NonVascular",0.01,0.99,1349.9618,1305.1753
"168","NonVascular",0.12,0.88,1409.4211,1371.4282
"173","NonVascular",0.13,0.87,1196.569,1422.3793
"176","NonVascular",0.16,0.84,1370.4255,1454.2554
