"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"3","NonVascular",0,1,1001.9927,14.937042
"4","Vacular",0.97,0.03,1248.9103,4.7478633
"5","Vacular",0.95,0.05,603.9514,17.925714
"9","NonVascular",0.06,0.94,5.5429363,56.044323
"10","NonVascular",0.13,0.87,1924.8442,85.06215
"11","Vacular",0.98,0.02,969.2075,64.2392
"13","Vacular",1,0,305.38937,71.831856
"14","Vacular",1,0,1710.5687,72.71159
"15","Vacular",0.96,0.04,4.6666665,106.91892
"16","NonVascular",0.01,0.99,1576.4226,106.694336
"17","Vacular",0.98,0.02,1401.1672,119.28483
"18","Vacular",0.93,0.07,797.91016,138.40234
"21","NonVascular",0.01,0.99,1708.0278,162.9818
"23","NonVascular",0.09,0.91,1743.2477,201.07568
"24","NonVascular",0.06,0.94,921.25946,219.64111
"26","Vacular",0.94,0.06,1590.0452,219.51378
"27","NonVascular",0.01,0.99,1884.9915,230.98607
"28","Vacular",0.91,0.09,30.010025,238.57393
"29","NonVascular",0,1,1014.95264,251.56772
"30","Vacular",0.86,0.14,129.6875,247.42339
"31","Vacular",0.81,0.19,580.58685,244.95264
"32","Vacular",0.91,0.09,49.97561,312.4488
"34","NonVascular",0.19,0.81,1379.8531,338.55594
"37","Vacular",0.97,0.03,47.62864,345.05582
"39","Vacular",0.94,0.06,853.9598,365.38605
"41","Vacular",0.83,0.17,1636,381.6192
"42","Vacular",1,0,505.4084,386.29843
"44","NonVascular",0.17,0.83,703.5439,396.9737
"45","NonVascular",0.02,0.98,1188.8854,409.1242
"46","Vacular",0.97,0.03,1751.8815,408.31702
"47","NonVascular",0.16,0.84,1857.8102,406.28482
"48","Vacular",0.85,0.15,1469.739,410.6373
"50","NonVascular",0.01,0.99,641.01,434.15146
"51","NonVascular",0.03,0.97,1835.358,439.05246
"52","NonVascular",0.01,0.99,1085.9867,466.55408
"53","Vacular",0.93,0.07,154.67586,475.45288
"54","Vacular",0.82,0.18,1160.8225,486.1775
"57","Vacular",0.99,0.01,658.258,518.7804
"59","Vacular",0.85,0.15,1432.6814,551.9395
"61","NonVascular",0.07,0.93,454.53494,560.25836
"65","Vacular",0.96,0.04,81.710144,585.08936
"68","Vacular",0.96,0.04,43.087402,616.60925
"69","NonVascular",0.03,0.97,1015.3754,635.273
"70","NonVascular",0.07,0.93,85.41902,643.82263
"71","NonVascular",0.15,0.85,1060.2084,637.8333
"72","Vacular",0.94,0.06,1581.6847,647.6877
"74","NonVascular",0,1,1084.8926,674.7536
"75","Vacular",0.95,0.05,247.13857,681.07855
"76","NonVascular",0.19,0.81,918.2895,678.4868
"77","Vacular",0.82,0.18,610.6416,684.01324
"78","Vacular",0.97,0.03,483.072,695.352
"80","NonVascular",0.18,0.82,100.64237,706.861
"81","Vacular",0.99,0.01,360.28415,711.69385
"86","NonVascular",0,1,1909.0383,768.7178
"87","NonVascular",0.04,0.96,1856.2096,758.32495
"88","Vacular",0.99,0.01,121.74201,766.5434
"89","NonVascular",0,1,990.61115,805.3455
"92","NonVascular",0.16,0.84,278.32706,787.11005
"93","NonVascular",0.01,0.99,1708.5663,821.67145
"94","Vacular",0.94,0.06,471.04263,794.5
"96","NonVascular",0.02,0.98,1231.3656,813.7434
"97","NonVascular",0.17,0.83,1209.2797,839.70337
"99","NonVascular",0.11,0.89,482.2697,861.6411
"102","NonVascular",0,1,1903.0138,896.7983
"104","NonVascular",0.15,0.85,121.79798,894.1414
"105","Vacular",0.96,0.04,713.76605,906.769
"107","Vacular",0.9,0.1,175.08922,927.8485
"108","NonVascular",0.18,0.82,113.26847,935.34485
"109","Vacular",0.92,0.08,271.96667,950.275
"112","NonVascular",0.1,0.9,29.330935,983.2914
"113","NonVascular",0.01,0.99,1383.5361,1013.6583
"116","Vacular",0.93,0.07,127.85714,1007.9405
"120","Vacular",0.96,0.04,16.76458,1037.7516
"121","Vacular",1,0,540.49316,1043.8835
"122","Vacular",1,0,831.5202,1050.6176
"124","NonVascular",0.15,0.85,1930.6167,1065.1586
"125","NonVascular",0.16,0.84,1437.3268,1068.5164
"126","Vacular",0.94,0.06,275.56274,1079.2233
"127","Vacular",1,0,1202.6683,1073.259
"130","Vacular",0.92,0.08,340.7436,1085.091
"131","Vacular",0.96,0.04,1826.1498,1086.0326
"132","Vacular",0.97,0.03,56.630363,1093.2211
"133","NonVascular",0.02,0.98,1269.2079,1174.7078
"134","NonVascular",0.09,0.91,1801.0594,1118.7025
"135","NonVascular",0.15,0.85,1435.9113,1101.3691
"136","Vacular",0.98,0.02,1662.9037,1110.0056
"138","Vacular",0.91,0.09,64.92233,1114.7185
"139","Vacular",0.82,0.18,744.9167,1123.7789
"140","NonVascular",0.03,0.97,1929.8248,1123.4689
"141","NonVascular",0.19,0.81,1522.4457,1128.0217
"142","Vacular",0.91,0.09,70.58883,1135.2488
"143","Vacular",0.98,0.02,590.5357,1144.2875
"144","NonVascular",0.04,0.96,1510.1516,1148.8516
"148","Vacular",0.95,0.05,278.4141,1196.4282
"149","Vacular",0.88,0.12,260.8365,1191.4465
"150","Vacular",0.94,0.06,1620.5798,1202.5676
"152","NonVascular",0.02,0.98,1580.25,1241.5363
"154","NonVascular",0.18,0.82,1653.4474,1222.171
"155","NonVascular",0.02,0.98,1356.8707,1240.9955
"156","Vacular",1,0,570.21375,1242.2698
"157","Vacular",0.93,0.07,1420.5499,1245.5063
"158","Vacular",0.96,0.04,1617.8345,1249.3334
"159","NonVascular",0.18,0.82,76.2967,1246.3077
"160","NonVascular",0.04,0.96,941.19086,1248.9889
"161","NonVascular",0.02,0.98,1288.3667,1255.6123
"162","Vacular",0.94,0.06,1022.7936,1262.03
"164","NonVascular",0.01,0.99,1162.198,1273.073
