"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","Vacular",0.93,0.07,1389.4142,3.887574
"3","Vacular",0.95,0.05,1440.3792,8.453297
"6","NonVascular",0.1,0.9,1635.1031,5.1973095
"8","Vacular",1,0,173.80049,18.431421
"9","Vacular",0.94,0.06,1333.5739,19.056522
"11","Vacular",0.9,0.1,1351.0846,33.837208
"14","Vacular",0.97,0.03,442.3392,48.63819
"15","NonVascular",0.02,0.98,1880.1238,59.361202
"16","Vacular",0.94,0.06,203.21176,62.915295
"18","Vacular",0.86,0.14,1469.063,65.63333
"20","Vacular",0.98,0.02,414.25302,86.771255
"22","Vacular",0.94,0.06,552.59406,122.48395
"23","NonVascular",0.15,0.85,1053.7612,118.9955
"25","Vacular",0.94,0.06,610.1508,162.39386
"26","Vacular",0.97,0.03,990.36084,179.73454
"27","Vacular",1,0,272.6091,198.6341
"28","Vacular",0.91,0.09,1663.5492,199.97627
"30","Vacular",0.91,0.09,329.5748,217.94489
"31","Vacular",0.94,0.06,804.6876,221.67462
"32","Vacular",1,0,1084.5996,226.55461
"33","Vacular",0.89,0.11,1377.5249,227.76796
"36","Vacular",0.99,0.01,109.668434,255.55968
"39","Vacular",0.89,0.11,652.8147,289.0679
"41","Vacular",1,0,155.52563,299.60257
"42","Vacular",0.82,0.18,1070.6439,311.22513
"44","NonVascular",0,1,1697.4089,359.896
"45","Vacular",0.99,0.01,813.4763,323.24557
"47","Vacular",0.97,0.03,196.95833,344.1201
"48","Vacular",0.86,0.14,369.5085,344.24652
"51","Vacular",0.99,0.01,19.261845,385.93765
"52","Vacular",0.95,0.05,1411.3182,386.65625
"53","Vacular",0.96,0.04,230.1523,391.16092
"56","Vacular",0.96,0.04,1088.101,409.75534
"57","Vacular",0.99,0.01,263.88797,413.7459
"59","Vacular",0.92,0.08,1183.2012,425.54956
"61","NonVascular",0.07,0.93,293.1316,449.41147
"63","Vacular",0.91,0.09,480.1747,493.86618
"64","Vacular",0.86,0.14,707.1067,488.82608
"65","Vacular",0.97,0.03,308.12866,500.64328
"67","Vacular",0.89,0.11,877.164,531.8978
"68","Vacular",0.94,0.06,281.9314,540.6965
"70","Vacular",0.95,0.05,1165.0573,540.52747
"71","NonVascular",0.1,0.9,1355.8269,589.42474
"72","Vacular",0.95,0.05,108.57284,546.54565
"73","Vacular",0.97,0.03,373.5268,562.7296
"76","Vacular",0.94,0.06,1279.092,573.184
"78","Vacular",0.93,0.07,411.2803,593.72473
"79","Vacular",0.85,0.15,752.07776,608.67145
"81","NonVascular",0.16,0.84,1859.6666,613.2807
"84","NonVascular",0,1,1871.3356,646.04315
"85","Vacular",0.94,0.06,1179.5111,637.55334
"88","Vacular",0.98,0.02,504.64658,661.0665
"90","Vacular",0.95,0.05,1489.307,680.5326
"91","Vacular",1,0,826.28345,702.8957
"93","Vacular",0.87,0.13,427.16724,703.2867
"94","Vacular",0.99,0.01,250.02972,707.95135
"95","Vacular",0.88,0.12,616.3096,713.8019
"97","NonVascular",0.02,0.98,1240.3904,742.0618
"98","Vacular",0.85,0.15,1289.2449,745.3557
"102","Vacular",0.94,0.06,1079.9764,791.91125
"103","Vacular",0.87,0.13,382.54257,795.7956
