"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.09,0.91,99.06812,8.108992
"3","NonVascular",0.01,0.99,247.15622,22.146652
"5","NonVascular",0,1,423.0075,9.67382
"6","NonVascular",0.14,0.86,614.7463,4.2686567
"7","NonVascular",0,1,838.8331,24.212767
"9","NonVascular",0.01,0.99,1253.881,10.982436
"10","NonVascular",0.05,0.95,1356.2703,10.506757
"12","NonVascular",0.04,0.96,1452.7428,19.986515
"13","NonVascular",0.02,0.98,1841.165,29.538788
"14","Vacular",0.97,0.03,210.11082,15.170103
"17","NonVascular",0.01,0.99,1619.1847,34.418358
"18","Vacular",0.96,0.04,1738.3763,26.223684
"19","NonVascular",0,1,1136.511,41.405224
"20","Vacular",0.85,0.15,1316.3187,31.81875
"21","NonVascular",0.01,0.99,483.8589,47.963192
"24","NonVascular",0.17,0.83,1479.091,31.595959
"25","NonVascular",0.02,0.98,887.0608,50.14656
"28","Vacular",0.9,0.1,299.35974,55.223576
"29","Vacular",1,0,147.85303,49.59366
"30","NonVascular",0.08,0.92,353.18488,50.431374
"31","Vacular",0.88,0.12,401.41397,50.05985
"32","NonVascular",0.09,0.91,29.155914,48.026882
"33","NonVascular",0.13,0.87,1384.743,59.16687
"34","Vacular",1,0,1202.8154,50.681095
"36","NonVascular",0.14,0.86,1342.0415,61.1722
"40","Vacular",1,0,1434.1785,64.83465
"41","NonVascular",0.02,0.98,630.0966,80.49195
"42","NonVascular",0,1,1678.3198,94.82461
"45","Vacular",1,0,254.60156,75.75
"46","NonVascular",0.12,0.88,216.15152,74.606064
"47","NonVascular",0.09,0.91,389.28784,101.57651
"49","NonVascular",0.11,0.89,837.85205,84.67736
"50","NonVascular",0,1,1191.1161,115.73896
"51","NonVascular",0.19,0.81,784.55646,84.39113
"52","NonVascular",0.06,0.94,1129.4015,87.076645
"53","NonVascular",0.02,0.98,983.6281,85.768845
"54","NonVascular",0.04,0.96,1829.1392,86.95876
"55","NonVascular",0.01,0.99,943.03406,95.075424
"56","NonVascular",0.03,0.97,1073.6399,100.95044
"61","NonVascular",0.05,0.95,750.85315,111.605064
"64","NonVascular",0.08,0.92,1647.8501,110.83651
"65","NonVascular",0.07,0.93,794.5154,114.3948
"66","NonVascular",0.02,0.98,507.89633,114.49892
"67","Vacular",0.89,0.11,617.71893,117.97027
"68","Vacular",0.92,0.08,890.8012,121.51889
"69","Vacular",0.91,0.09,1043.476,117.16868
"70","NonVascular",0.01,0.99,1911.4166,129.89948
"71","NonVascular",0,1,40.492054,132.48793
"72","NonVascular",0.1,0.9,1266.3138,140.52141
"73","NonVascular",0.03,0.97,1432.3097,158.71082
"75","NonVascular",0,1,1828.5715,155.10356
"76","Vacular",0.89,0.11,1061.0201,142.03636
"77","NonVascular",0.05,0.95,1767.1764,143.6451
"79","Vacular",0.89,0.11,1328.307,154.26166
"85","NonVascular",0.08,0.92,1583.778,161.23236
"86","NonVascular",0,1,925.1113,172.1606
"87","NonVascular",0.03,0.97,379.6313,186.52031
"88","NonVascular",0.18,0.82,575.84955,160.6062
"89","NonVascular",0.14,0.86,1388.1472,171.86803
"90","Vacular",1,0,1551.0205,170.94135
"91","NonVascular",0.08,0.92,1019.9603,175.91858
"93","NonVascular",0.08,0.92,1048.8806,176.5144
"94","NonVascular",0.09,0.91,517.5424,181.97786
"96","NonVascular",0.18,0.82,1370.4623,174.31133
"97","NonVascular",0.1,0.9,767.88403,182.64854
"98","Vacular",1,0,619.9848,188.92152
"99","NonVascular",0.08,0.92,257.4256,193.64491
"100","NonVascular",0.16,0.84,799.4696,200.06215
"101","NonVascular",0.06,0.94,1166.5488,192.79024
"102","NonVascular",0.17,0.83,1891.5664,194.73828
"103","NonVascular",0.16,0.84,1722.5541,193.759
"104","Vacular",0.83,0.17,1462.5679,200.93086
"105","NonVascular",0.02,0.98,1534.5367,204.63461
"108","Vacular",0.95,0.05,536.3646,209.78748
"110","NonVascular",0.02,0.98,1661.3927,206.78247
"111","NonVascular",0.01,0.99,1775.3623,211.36604
