"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","NonVascular",0,1,1189.899,47.131786
"5","NonVascular",0.02,0.98,1511.9015,18.067766
"6","Vacular",0.97,0.03,1695.7303,4.4117646
"7","NonVascular",0.07,0.93,1837.1489,7.2180853
"8","Vacular",0.95,0.05,395.00305,11.143292
"9","NonVascular",0.01,0.99,866.63434,66.8223
"11","Vacular",0.98,0.02,1186.538,26.924011
"13","Vacular",0.98,0.02,1609.47,33.04
"15","Vacular",0.99,0.01,1091.2833,86.93188
"16","Vacular",1,0,581.69977,91.59287
"17","Vacular",0.91,0.09,1779.991,104.98489
"18","Vacular",0.99,0.01,8.179311,109.64483
"19","Vacular",0.97,0.03,1673.7604,112.495865
"21","Vacular",1,0,1312.05,131.5925
"23","NonVascular",0.04,0.96,897.5996,195.11302
"24","Vacular",0.99,0.01,947.46906,158.63571
"26","Vacular",0.95,0.05,1485.9814,161.3793
"27","Vacular",1,0,643.46,169.2625
"29","Vacular",0.85,0.15,1080.442,206.965
"30","Vacular",1,0,269.0602,214.42146
"31","NonVascular",0.18,0.82,1622.2217,222.67981
"33","Vacular",0.91,0.09,1767.4711,270.534
"34","Vacular",0.89,0.11,1232.1531,276.80313
"35","Vacular",1,0,672.8819,288.80493
"38","Vacular",0.94,0.06,1042.388,310.11493
"39","Vacular",0.89,0.11,36.49849,337.12085
"40","Vacular",0.88,0.12,826.3367,338.66666
"41","Vacular",1,0,1064.3953,345.91513
"43","Vacular",0.98,0.02,741.3708,371.59775
"44","Vacular",0.93,0.07,1830.1105,374.3773
"45","Vacular",1,0,1396.2473,402.58334
"46","Vacular",0.94,0.06,574.6104,406.76993
"47","Vacular",0.85,0.15,1527.8035,417.80344
"49","Vacular",1,0,232.15561,429.5357
"50","Vacular",0.94,0.06,407.46,442.94666
"51","Vacular",0.97,0.03,1461.0442,445.7873
"52","NonVascular",0.1,0.9,231.275,452.745
"53","Vacular",0.93,0.07,1606.7102,461.48407
"54","NonVascular",0.03,0.97,228.25768,486.91037
"55","NonVascular",0,1,501.58542,501.88757
"56","Vacular",0.9,0.1,895.47406,494.7736
"57","NonVascular",0,1,1014.1188,522.3215
"58","NonVascular",0.03,0.97,286.31702,504.46133
"60","NonVascular",0,1,707.6887,567.6978
"61","NonVascular",0.01,0.99,763.8801,551.2693
"63","NonVascular",0.1,0.9,261.85507,563.412
"64","NonVascular",0,1,992.0312,607.0596
"65","NonVascular",0.12,0.88,1365.1729,581.1111
"66","Vacular",0.83,0.17,628.29266,589.87396
"67","Vacular",0.85,0.15,1317.5505,601.939
"68","Vacular",0.95,0.05,285.32996,601.6218
"70","NonVascular",0.02,0.98,1186.9227,623.79755
"71","Vacular",0.9,0.1,1253.6945,622.9375
"72","Vacular",0.84,0.16,1236.1016,629.3594
"73","Vacular",0.9,0.1,893.59894,634.7588
"76","Vacular",0.87,0.13,1239.5886,647.10126
"77","NonVascular",0.19,0.81,1012.62067,654.5747
"81","Vacular",0.95,0.05,981.30646,685.6183
"82","Vacular",0.87,0.13,1307.5859,721.2306
"83","Vacular",0.97,0.03,230.51968,707.20734
"84","Vacular",0.88,0.12,1533.1897,723.80707
"85","Vacular",0.96,0.04,740.23035,731.439
"87","Vacular",0.97,0.03,1664.7855,741.9115
"88","Vacular",0.92,0.08,102.4172,748.7675
"89","Vacular",0.96,0.04,1560.4532,764.1559
"91","Vacular",0.91,0.09,42.362244,806.78314
"92","Vacular",0.99,0.01,582.3957,812.2602
"93","Vacular",0.93,0.07,77.06129,825.86774
"94","NonVascular",0,1,561.7191,845.6375
"95","NonVascular",0,1,637.15515,847.7433
"96","NonVascular",0.19,0.81,1028.5,838.4821
"97","Vacular",1,0,448.96216,853.5027
"98","Vacular",0.86,0.14,602.0791,856.70154
"99","Vacular",0.97,0.03,1019.4205,855.28973
"100","Vacular",0.92,0.08,856.2351,868.10876
"101","Vacular",0.88,0.12,74.579254,905.1781
"102","Vacular",0.83,0.17,1485.7091,921.1085
"103","Vacular",0.94,0.06,1747.8214,942.6994
"104","NonVascular",0,1,1037.8,990.6063
