"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"3","NonVascular",0.03,0.97,1456.4973,35.31944
"4","Vacular",0.99,0.01,554.01483,12.437037
"6","Vacular",1,0,1543.2407,70.5291
"7","NonVascular",0.01,0.99,1543.2987,113.133965
"8","Vacular",0.96,0.04,1727.1252,141.90497
"11","Vacular",1,0,194.91714,190.78285
"13","Vacular",0.96,0.04,23.014019,198.03271
"16","NonVascular",0.01,0.99,209.2591,221.10909
"17","Vacular",0.97,0.03,1815.664,231.14905
"19","NonVascular",0.01,0.99,10.272727,292.09286
"20","NonVascular",0,1,595.7769,302.20508
"21","NonVascular",0.15,0.85,874.9914,284.8707
"23","Vacular",0.99,0.01,1055.2534,319.01907
"24","Vacular",1,0,1288.9081,323.7701
"25","Vacular",0.94,0.06,32.335,353.5225
"27","Vacular",1,0,900.73083,378.60495
"31","NonVascular",0.03,0.97,53.591015,411.04965
"32","Vacular",0.98,0.02,1069.9019,408.57294
"37","Vacular",0.98,0.02,1347.3365,429.44308
"38","NonVascular",0.03,0.97,1070.1406,469.83627
"39","Vacular",0.83,0.17,559.5663,459.41867
"40","Vacular",1,0,903.35675,457.82162
"41","Vacular",1,0,85.06879,463.86774
"42","NonVascular",0.17,0.83,955.9315,508.78333
"44","Vacular",0.99,0.01,1057.1606,507.2022
"46","Vacular",0.89,0.11,631.62866,522.26025
"47","Vacular",0.97,0.03,1532.4331,532.151
"48","Vacular",0.82,0.18,1865.3188,536.1548
"49","Vacular",1,0,308.8101,540.9911
"50","Vacular",0.99,0.01,722.6152,549.2051
"53","Vacular",1,0,489.18826,591.5599
"54","NonVascular",0.01,0.99,202.26746,632.7721
"56","Vacular",0.96,0.04,904.3395,609.5658
"57","Vacular",0.91,0.09,1139.0358,622.9403
"59","Vacular",1,0,736.0771,632.26263
"60","Vacular",1,0,605.13434,680.07495
"61","NonVascular",0.01,0.99,709.6334,703.43835
"62","Vacular",0.96,0.04,439.9119,699.6476
"63","Vacular",0.95,0.05,625.9735,702.6894
"64","Vacular",0.97,0.03,1347.4514,706.5756
"65","Vacular",0.99,0.01,226.22939,707.2371
"66","Vacular",0.99,0.01,1273.6389,720.0286
"68","Vacular",0.99,0.01,46.2665,754.17004
"69","Vacular",0.89,0.11,1073.3162,778.1787
"70","Vacular",0.95,0.05,1011.88416,787.32996
"71","Vacular",1,0,916.15015,792.21985
"72","Vacular",0.9,0.1,566.405,792.0391
"73","Vacular",1,0,669.43335,816.5417
"74","Vacular",0.99,0.01,26.340425,831.3723
"75","Vacular",0.96,0.04,824.7874,837.2191
"76","Vacular",1,0,444.69427,844.4743
"77","Vacular",0.98,0.02,1491.7812,845.26825
"79","Vacular",1,0,555.0566,878.79694
"80","Vacular",0.96,0.04,655.11597,887.54126
"83","Vacular",0.89,0.11,376,918.3875
"85","NonVascular",0.1,0.9,1258.1094,928.2969
"86","NonVascular",0.19,0.81,1195.8667,924.7
"87","Vacular",0.97,0.03,1315.7107,936.93536
"88","Vacular",1,0,1617.6556,943.5772
"89","NonVascular",0.01,0.99,701.6264,983.9204
"90","Vacular",0.97,0.03,906.50476,948.1167
"91","Vacular",0.92,0.08,267.0683,959.1415
"92","Vacular",0.9,0.1,829.4233,966.2381
"94","Vacular",0.99,0.01,393.14795,978.6862
"95","Vacular",0.99,0.01,138.04199,979.9475
"96","Vacular",1,0,843.3404,993.92346
"97","Vacular",0.97,0.03,1733.9202,1001.61505
"98","NonVascular",0.17,0.83,582.30493,1005.82513
"99","NonVascular",0.18,0.82,1568.1111,1006.3492
"102","NonVascular",0,1,523.8856,1049.0818
"104","Vacular",0.82,0.18,1911.9381,1075.8583
"105","Vacular",0.98,0.02,1106.1871,1080.4163
"106","Vacular",1,0,1256.9521,1082.0479
"107","NonVascular",0.14,0.86,532.029,1111.343
"108","Vacular",0.95,0.05,4.259259,1108.0741
"110","NonVascular",0.17,0.83,693.19794,1164.727
"111","NonVascular",0.02,0.98,1560.6299,1178.1329
"112","NonVascular",0.02,0.98,1431.7744,1179.9059
"113","Vacular",0.98,0.02,1174.1283,1179.4169
"115","Vacular",1,0,83.28912,1192.2838
"117","Vacular",0.99,0.01,938.7772,1205.671
"118","Vacular",0.91,0.09,1507.8661,1213.3894
"119","NonVascular",0.06,0.94,1570.9269,1222
"120","Vacular",0.83,0.17,1121.3285,1228.8235
"121","Vacular",0.97,0.03,824.02356,1234.9718
"122","NonVascular",0.18,0.82,1498.2413,1281.069
"123","Vacular",0.95,0.05,306.85437,1290.3165
"124","Vacular",1,0,615.45215,1312.9976
"125","Vacular",0.99,0.01,19.1684,1324.4781
"128","NonVascular",0.08,0.92,1359,1333.6752
"129","Vacular",0.86,0.14,908.95245,1334.9078
"131","Vacular",0.97,0.03,1121.2612,1343.4438
"132","NonVascular",0.07,0.93,936.894,1396.9749
"136","Vacular",1,0,495.42822,1412.635
"137","Vacular",1,0,341.57935,1418.126
"138","Vacular",0.9,0.1,118.17463,1424.3732
"139","Vacular",0.99,0.01,1614.447,1436.0051
"140","NonVascular",0.15,0.85,999.7677,1454.8654
"141","Vacular",0.97,0.03,1137.1008,1455.0504
