"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","Vacular",0.96,0.04,1131.6307,4.966805
"3","Vacular",0.88,0.12,724.8668,31.72397
"4","Vacular",0.98,0.02,514.68567,37.840546
"5","Vacular",0.92,0.08,1848.456,41.11898
"6","Vacular",0.89,0.11,713.86035,50.343468
"7","NonVascular",0.04,0.96,554.65955,79.2796
"8","Vacular",0.84,0.16,4.5707765,57.255707
"9","NonVascular",0.17,0.83,766.86206,54.942528
"10","Vacular",0.96,0.04,690.0453,69.33798
"11","Vacular",0.95,0.05,1258.4114,74.14414
"13","Vacular",0.93,0.07,1702.7125,90.492355
"14","Vacular",0.94,0.06,1332.0256,92.96866
"15","Vacular",0.93,0.07,914.2921,97.39045
"17","Vacular",1,0,460.31165,107.73442
"18","Vacular",0.81,0.19,1450.0997,118.33837
"19","Vacular",0.89,0.11,1114.7411,134.65695
"20","Vacular",0.96,0.04,695.0449,142.16168
"21","Vacular",0.98,0.02,1528.3765,143.74397
"22","NonVascular",0.01,0.99,1670.032,161.34848
"25","Vacular",0.99,0.01,128.67784,188.41495
"29","Vacular",0.88,0.12,837.0924,239.98973
"31","Vacular",0.91,0.09,1025.3894,238.07564
"32","Vacular",0.89,0.11,1242.392,248.71469
"33","Vacular",0.99,0.01,296.40762,254.56522
"34","Vacular",0.98,0.02,1464.3538,254.41812
"36","Vacular",1,0,36.72048,265.1976
"37","Vacular",0.93,0.07,1607.4044,267.26315
"38","Vacular",1,0,768.1055,269.525
"39","NonVascular",0.18,0.82,1160.9888,291.35956
"40","Vacular",0.98,0.02,1193.5454,294.22995
"41","NonVascular",0.02,0.98,1825.0688,297.9431
"42","NonVascular",0,1,1086.1488,327.71024
"43","Vacular",0.93,0.07,1844.4329,314.52014
"44","NonVascular",0.19,0.81,719.4286,316.52856
"46","Vacular",0.95,0.05,1754.7289,342.10843
"47","Vacular",0.99,0.01,1335.0404,352.20215
"48","Vacular",1,0,862.60187,359.71066
"49","Vacular",0.94,0.06,1655.7051,357.14325
"50","NonVascular",0.19,0.81,1876.3518,354.94446
"52","Vacular",1,0,522.2281,385.82956
"53","Vacular",0.97,0.03,228.37173,392.87695
"55","NonVascular",0.09,0.91,308.44073,410.1289
"56","Vacular",0.84,0.16,937.4431,417.88623
"57","Vacular",0.82,0.18,200.52992,421.85034
"59","Vacular",0.98,0.02,253.7719,432.62903
"61","Vacular",0.86,0.14,333.4521,435.25497
"62","NonVascular",0.17,0.83,1829.8788,444.87878
"63","Vacular",0.94,0.06,843.147,496.01837
"64","Vacular",0.88,0.12,1464.9698,496.22055
"65","Vacular",0.94,0.06,1213.0674,497.0773
"66","Vacular",0.98,0.02,558.38116,501.33176
"67","Vacular",0.95,0.05,1342.1055,499.87186
"69","Vacular",0.92,0.08,1406.6396,546.9717
"70","NonVascular",0,1,1907.9258,578.23706
"71","Vacular",1,0,467.38028,567.92017
"72","Vacular",0.97,0.03,652.2722,593.30835
"74","Vacular",0.92,0.08,891.10736,620.3531
"75","NonVascular",0.05,0.95,1762.1663,627.49194
"76","Vacular",1,0,1366.4403,667.8977
"77","Vacular",0.94,0.06,985.9539,672.7534
"78","Vacular",1,0,664.8639,675.5
"79","Vacular",1,0,552.5202,686.45087
"80","Vacular",0.85,0.15,1519.6934,690.00665
"81","Vacular",0.97,0.03,772.3315,728.44385
"82","Vacular",0.87,0.13,203.80481,739.2222
"83","Vacular",0.85,0.15,1717.7643,742.86945
"85","Vacular",0.87,0.13,595.6184,783.4145
"86","Vacular",0.93,0.07,423.73294,795.18994
"87","Vacular",0.99,0.01,690.8284,814.3284
"88","Vacular",0.92,0.08,717.9632,816.8405
"89","Vacular",0.97,0.03,736.0891,845.3203
"91","Vacular",0.99,0.01,964.76337,852.6033
"92","Vacular",0.89,0.11,1718.0825,871.42224
"94","Vacular",1,0,209.7874,878.25195
"96","Vacular",0.95,0.05,291.20355,922.51917
"98","Vacular",0.89,0.11,1376.6171,950.41455
"99","Vacular",0.85,0.15,1307.858,965.7006
"100","Vacular",0.95,0.05,420.86447,974.33435
"102","NonVascular",0.18,0.82,1851.6833,1000.25
"103","Vacular",0.99,0.01,164.46634,1011.2644
"107","Vacular",0.94,0.06,465.77808,1042.2646
"111","Vacular",0.9,0.1,924.779,1097.5746
"112","Vacular",0.96,0.04,1157.4553,1102.0029
"113","Vacular",1,0,429.8731,1110.302
"114","Vacular",0.87,0.13,1094.8595,1124.6882
"115","NonVascular",0.05,0.95,1820.3607,1142.7078
"116","NonVascular",0.02,0.98,451.11218,1173.2645
"118","Vacular",0.95,0.05,1235.7805,1168.125
"119","NonVascular",0.19,0.81,1806.2355,1189.3369
"120","Vacular",0.99,0.01,964.928,1207.7396
"121","NonVascular",0.02,0.98,818.85205,1253.0443
"123","Vacular",1,0,81.27521,1225.4796
"124","Vacular",0.82,0.18,598.72516,1298.6273
"126","Vacular",0.99,0.01,789.2029,1311.1971
"127","Vacular",0.99,0.01,1437.073,1375.6678
"128","NonVascular",0.09,0.91,673.7174,1391.6992
"130","Vacular",0.98,0.02,992.9741,1396.1523
"132","Vacular",1,0,688.8484,1423.8538
"135","Vacular",0.96,0.04,1129.0769,1454.1868
