"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.01,0.99,118.18563,19.642216
"2","Vacular",0.96,0.04,182.70816,5.154506
"4","Vacular",0.94,0.06,275.60355,7.715976
"5","NonVascular",0,1,1737.0079,25.997038
"6","NonVascular",0.07,0.93,145.57939,29.601671
"7","NonVascular",0.16,0.84,28.476988,34.953976
"8","Vacular",0.98,0.02,177.94493,29.295652
"10","Vacular",0.99,0.01,74.78132,41.10828
"12","Vacular",1,0,1713.887,52.24623
"13","NonVascular",0,1,916.92316,67.46206
"14","Vacular",0.99,0.01,1349.8376,61.51594
"15","Vacular",1,0,375.13635,65.39091
"18","NonVascular",0.16,0.84,107.42803,77.26515
"20","NonVascular",0.08,0.92,172.28043,101.835976
"22","Vacular",0.94,0.06,1019.6049,96.40872
"23","Vacular",0.99,0.01,1560.0735,98.32353
"24","Vacular",0.99,0.01,72.07534,103.70091
"25","NonVascular",0.05,0.95,106.941376,111.44827
"27","Vacular",0.87,0.13,141.34117,143.13782
"29","NonVascular",0.04,0.96,92.62898,140.24638
"30","Vacular",0.96,0.04,185.68813,159.51733
"31","Vacular",0.91,0.09,479.90448,174.93495
"33","Vacular",0.86,0.14,133.89473,177.9919
"34","Vacular",0.99,0.01,1262.5466,180.40515
"35","NonVascular",0.19,0.81,618.9298,212.29825
"38","Vacular",0.91,0.09,143.62366,245.26881
"39","Vacular",0.96,0.04,164.03625,248.64955
"40","Vacular",0.96,0.04,84.80313,252.55481
"41","Vacular",0.97,0.03,110.13546,272.0458
"43","Vacular",0.97,0.03,167.37209,279.43927
"45","Vacular",0.94,0.06,29.994884,305.56265
"46","Vacular",0.92,0.08,4.408377,307.7958
"47","Vacular",0.99,0.01,534.12024,307.34973
"48","NonVascular",0.01,0.99,1161.9,338.7089
"49","Vacular",0.95,0.05,715.2316,336.47705
"51","Vacular",1,0,192.40942,344.9702
"52","Vacular",1,0,932.1844,350.987
