"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","Vacular",0.94,0.06,120.819855,6.8602943
"2","Vacular",1,0,451.66382,13.378918
"3","Vacular",0.96,0.04,534.57764,5.902527
"4","Vacular",0.96,0.04,793.4204,9.621622
"5","NonVascular",0.01,0.99,1365.0658,11.0676155
"6","NonVascular",0.17,0.83,1928.3364,3.3364487
"7","Vacular",0.98,0.02,712.02545,24.898306
"11","Vacular",0.99,0.01,1111.1287,96.68713
"13","Vacular",0.98,0.02,595.8681,115.85224
"14","Vacular",1,0,886.37,121.68096
"16","Vacular",0.98,0.02,341.67126,153.47638
"17","Vacular",0.86,0.14,1681.302,155.57256
"18","Vacular",0.97,0.03,1262.4893,166.45454
"19","NonVascular",0.09,0.91,1535.076,190.26086
"20","Vacular",0.95,0.05,367.2444,220.7942
"21","Vacular",0.97,0.03,1182.2065,228.26358
"22","Vacular",0.98,0.02,473.75653,240.7644
"23","Vacular",0.95,0.05,723.3842,246.13158
"24","Vacular",0.98,0.02,365.45428,252.92572
"27","Vacular",0.9,0.1,350.9916,283.07983
"29","Vacular",0.91,0.09,1538.6548,293.8006
"30","Vacular",0.98,0.02,1767.4159,309.63943
"33","Vacular",0.95,0.05,682.3644,338.87125
"34","Vacular",0.95,0.05,1344.594,338.40054
"35","Vacular",0.81,0.19,1887.7402,356.59818
"36","NonVascular",0.13,0.87,699.37256,367.01962
"38","Vacular",0.99,0.01,1023.6061,385.0909
"39","Vacular",1,0,55.4477,391.2594
"40","Vacular",0.99,0.01,707.4263,400.34317
"43","Vacular",0.97,0.03,489.50836,429.0907
"45","Vacular",0.89,0.11,260.27945,431.24017
"46","Vacular",0.98,0.02,1346.4407,431.49603
"47","Vacular",0.92,0.08,101.77024,436.56018
"48","Vacular",0.9,0.1,1661.0989,437.64124
"49","Vacular",0.9,0.1,224.33333,441.88333
"53","Vacular",1,0,721.26605,497.76022
"55","Vacular",0.87,0.13,153.16516,512.51355
"56","Vacular",0.99,0.01,1704.0265,519.2596
"57","Vacular",0.92,0.08,1415.4915,522.50854
"58","NonVascular",0.1,0.9,313.96484,547.8147
"59","Vacular",0.83,0.17,1838.7424,531.5151
"61","NonVascular",0,1,348.94437,583.14264
"62","Vacular",0.92,0.08,3.1858974,556.5833
"63","NonVascular",0.13,0.87,770.8525,611.5468
"64","Vacular",0.93,0.07,6.7148438,590.8672
"67","Vacular",0.99,0.01,1250.2861,618.18695
"69","Vacular",1,0,477.05032,625.8134
"70","NonVascular",0.05,0.95,721.746,624.9351
"71","Vacular",0.92,0.08,228.47379,636.2379
"72","Vacular",0.88,0.12,249.29411,630.5546
"73","Vacular",0.81,0.19,1878.2235,632.20917
"74","NonVascular",0.01,0.99,6.5376487,657.83093
"75","Vacular",1,0,1646.5842,636.13586
"76","NonVascular",0.03,0.97,807.3083,635.5188
"77","Vacular",0.99,0.01,662.6,647.7375
"78","Vacular",0.92,0.08,1789.5779,648.3654
"80","Vacular",0.93,0.07,1670.9288,664.59924
"81","NonVascular",0.17,0.83,249.75261,683.33075
"82","Vacular",0.89,0.11,1072.1564,682.53595
"84","Vacular",0.9,0.1,870.6732,695.77185
"85","Vacular",0.9,0.1,1328.7166,705.1845
"87","NonVascular",0.11,0.89,158.16924,716.3538
"88","Vacular",0.86,0.14,284.54254,711.09576
"89","Vacular",0.87,0.13,270.27194,712.3246
"90","NonVascular",0.1,0.9,7.604839,720.5887
"91","Vacular",0.97,0.03,1755.7565,729.91284
"92","NonVascular",0.05,0.95,115.95483,745.8111
"98","Vacular",0.98,0.02,110.46229,798.34064
"99","Vacular",0.96,0.04,1684.6625,798.0775
"101","Vacular",0.99,0.01,930.24316,801.6011
"104","Vacular",0.81,0.19,1901.7617,807.1472
"105","Vacular",0.95,0.05,1734.209,807.64954
"106","NonVascular",0.18,0.82,1700.625,821.2375
"107","Vacular",1,0,796.2897,841.50574
"108","Vacular",0.95,0.05,304.44983,853.31714
"109","Vacular",0.98,0.02,161.03044,856.1803
"110","Vacular",0.98,0.02,1179.3057,885.0943
"112","Vacular",0.96,0.04,1070.631,911.55115
"116","Vacular",0.99,0.01,267.0095,963.2589
"117","Vacular",0.93,0.07,1846.2963,961.1196
"119","Vacular",0.92,0.08,359.62906,984.13574
"120","Vacular",0.97,0.03,1488.3523,986.2977
"122","NonVascular",0.09,0.91,62.144577,1016.19275
"123","Vacular",0.98,0.02,1614.0518,1033.9973
"124","Vacular",0.97,0.03,535.3168,1046.5792
"128","Vacular",0.94,0.06,837.0266,1097.3752
"129","NonVascular",0.19,0.81,1751.4357,1102.6534
"130","Vacular",0.89,0.11,1372.121,1108.2484
"131","Vacular",0.98,0.02,330.1849,1129.3177
"133","Vacular",0.98,0.02,683.2284,1136.0363
"134","Vacular",0.91,0.09,1740.3419,1148.437
"136","Vacular",0.98,0.02,534.5683,1149.7186
"139","Vacular",1,0,1259.0709,1172.2025
"142","Vacular",0.97,0.03,1546.8235,1228.9105
"144","Vacular",0.93,0.07,1811.3833,1253.0405
"147","Vacular",0.95,0.05,1343.0244,1273.5055
"148","NonVascular",0.1,0.9,13.595,1276.565
"149","Vacular",0.93,0.07,70.06326,1298.9246
"154","Vacular",0.99,0.01,405.44864,1387.5243
"155","NonVascular",0.14,0.86,448.32144,1389.9777
"157","Vacular",0.91,0.09,896.8931,1409.7483
"158","Vacular",1,0,298.6054,1431.0487
