"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"3","NonVascular",0.03,0.97,575.87506,46.047184
"4","NonVascular",0,1,761.1156,43.71736
"5","NonVascular",0.02,0.98,849.6156,11.686537
"6","NonVascular",0.05,0.95,954.1356,5.195584
"7","NonVascular",0,1,1090.2164,49.208656
"8","NonVascular",0.02,0.98,1243.6046,11.534141
"10","NonVascular",0.02,0.98,670.31305,23.031883
"11","NonVascular",0.05,0.95,1169.1069,80.46071
"15","NonVascular",0.02,0.98,1405.4829,40.03767
"16","NonVascular",0.19,0.81,1044.0273,25.03653
"17","NonVascular",0,1,623.3709,41.721535
"20","Vacular",0.93,0.07,1315.2222,36.178295
"22","NonVascular",0,1,950.00446,71.015366
"23","Vacular",0.99,0.01,869.22076,44.42857
"24","NonVascular",0.09,0.91,1231.554,49.73709
"26","NonVascular",0.07,0.93,1358.5388,69.93462
"28","Vacular",0.99,0.01,1324.937,61.8986
"31","Vacular",0.97,0.03,1623.0376,68.68817
"33","NonVascular",0,1,408.70987,111.17917
"34","NonVascular",0.05,0.95,890.78064,90.99663
"36","Vacular",0.99,0.01,260.481,87.185684
"37","NonVascular",0.14,0.86,236.54958,102.84588
"38","NonVascular",0.1,0.9,3.447059,91.72941
"39","NonVascular",0,1,1026.0182,147.81383
"40","Vacular",0.82,0.18,1261.1935,109.6026
"41","NonVascular",0.01,0.99,1322.7828,165.77864
"42","NonVascular",0,1,280.43536,126.66219
"44","NonVascular",0.05,0.95,101.87133,130.92728
"46","Vacular",0.86,0.14,1227.5886,120.72152
"47","NonVascular",0.03,0.97,775.8924,126.24683
"48","NonVascular",0.19,0.81,200.1826,131.1826
"49","NonVascular",0.02,0.98,903.40466,148.6187
"50","NonVascular",0,1,839.6198,175.70314
"51","NonVascular",0,1,942.2778,220.62389
"54","NonVascular",0.01,0.99,347.15475,155.91965
"55","NonVascular",0.04,0.96,512.3641,157.71875
"59","NonVascular",0,1,1129.5007,178.98422
"61","Vacular",0.99,0.01,1601.0385,172.42308
"62","NonVascular",0.09,0.91,1785.4076,176.74431
"63","NonVascular",0.01,0.99,29.069252,181.10527
"65","NonVascular",0.08,0.92,904.9122,200.6982
"66","NonVascular",0.06,0.94,1748.742,193.07742
"68","NonVascular",0.02,0.98,690.6995,228.83293
"70","Vacular",0.98,0.02,897.43274,232.8158
"71","NonVascular",0.06,0.94,1137.7302,234.52559
"72","NonVascular",0.03,0.97,84.14415,263.998
"73","NonVascular",0.1,0.9,215.87071,255.77045
"74","NonVascular",0.11,0.89,1280.8403,259.33612
"75","Vacular",0.96,0.04,443.41125,269.19717
"76","NonVascular",0.05,0.95,767.0304,269.1851
"77","NonVascular",0,1,578.3574,295.51172
"79","NonVascular",0,1,821.01416,287.80807
"81","NonVascular",0.04,0.96,1427.7446,282.69785
"82","NonVascular",0,1,1275.3284,304.21887
"83","Vacular",0.88,0.12,445.5747,288.83908
"84","NonVascular",0.05,0.95,1053.8304,297.03888
"85","NonVascular",0.15,0.85,1008.3523,301.0909
"87","NonVascular",0.09,0.91,610.9445,319.42044
"88","NonVascular",0,1,430.28458,365.22302
"89","NonVascular",0.03,0.97,253.23769,321.23767
"90","NonVascular",0.06,0.94,703,321.18637
"91","NonVascular",0.01,0.99,99.25823,336.51965
"92","Vacular",0.93,0.07,299.61554,324.36502
"93","NonVascular",0.01,0.99,1392.2316,346.1083
"94","NonVascular",0.16,0.84,789.5154,342.04395
"98","NonVascular",0.18,0.82,326.6793,355.1722
"99","NonVascular",0,1,1275.4458,377.20847
"100","NonVascular",0.15,0.85,631.3458,359.96527
"103","NonVascular",0.02,0.98,1047.2021,369.8734
"104","NonVascular",0.09,0.91,1470.4487,358.50854
"105","NonVascular",0.06,0.94,832.6922,400.2154
"107","NonVascular",0.05,0.95,1006.89233,389.97308
"108","NonVascular",0.02,0.98,633.7305,404.15854
"109","NonVascular",0,1,271.5493,394.33704
"114","NonVascular",0,1,718.12274,418.11877
"116","NonVascular",0.01,0.99,366.62735,461.5759
"117","Vacular",0.85,0.15,139.04857,432.90067
"118","NonVascular",0.03,0.97,318.71054,468.3275
"120","NonVascular",0.03,0.97,1252.7611,444.17007
"121","NonVascular",0.04,0.96,192.35442,454.28043
"122","NonVascular",0.03,0.97,833.3037,495.4976
"123","NonVascular",0,1,1039.5948,462.74698
"125","NonVascular",0.05,0.95,595.54535,485.91376
"126","Vacular",0.97,0.03,926.56305,459.32214
"127","NonVascular",0.17,0.83,255.28767,453.57535
"130","NonVascular",0,1,170.1819,508.93732
"132","Vacular",0.84,0.16,1676.6437,492.35632
"133","NonVascular",0.17,0.83,1482.9556,499.00192
"134","NonVascular",0.04,0.96,994.9487,492.46155
"135","NonVascular",0,1,946.04614,517.90607
"138","NonVascular",0,1,1268.0446,538.63715
"140","NonVascular",0.19,0.81,770.9053,509.0316
"141","NonVascular",0,1,1051.6274,520.3798
"142","NonVascular",0.02,0.98,1327.284,522.1447
"145","NonVascular",0,1,726.3358,558.8062
"146","NonVascular",0.03,0.97,589.12195,548.9561
"148","Vacular",0.86,0.14,1077.044,562.1805
"149","NonVascular",0.19,0.81,767.57367,559.3953
"152","NonVascular",0.02,0.98,935.05426,576.9408
"155","NonVascular",0.06,0.94,1118.455,576.44073
"156","NonVascular",0.03,0.97,768.5654,582.7468
"158","NonVascular",0.03,0.97,203.54344,608.38727
"159","NonVascular",0.03,0.97,882.6093,603.49274
"163","NonVascular",0,1,1253.3582,635.53235
"167","NonVascular",0.03,0.97,169.50562,625.09735
"169","NonVascular",0.18,0.82,568,618.908
"170","NonVascular",0.06,0.94,910.99664,711.7841
"171","NonVascular",0.01,0.99,1162.2662,636.85065
"173","NonVascular",0.06,0.94,368.0661,627.84296
"175","NonVascular",0.06,0.94,1008.38544,631.5
"176","Vacular",0.97,0.03,332.33994,645.3201
"177","NonVascular",0.02,0.98,642.79236,668.9148
"179","NonVascular",0.04,0.96,1094.2063,663.31934
"180","Vacular",0.98,0.02,1195.0065,651.91003
"181","NonVascular",0.01,0.99,526.92285,720.42804
"182","NonVascular",0.02,0.98,1335.7866,656.2857
"183","NonVascular",0.02,0.98,293.144,659.6834
"184","NonVascular",0.05,0.95,512.20966,650.7634
"185","NonVascular",0.19,0.81,425.0249,672.0227
"186","NonVascular",0.18,0.82,1060,650.6984
