"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"3","NonVascular",0,1,1130.9298,18.923723
"10","NonVascular",0.01,0.99,1699.2008,10.236787
"13","NonVascular",0.02,0.98,1455.6072,109.56519
"14","NonVascular",0.03,0.97,932.0362,42.861237
"16","NonVascular",0.02,0.98,1082.2609,37.556522
"17","NonVascular",0.14,0.86,1623.8464,49.527557
"18","NonVascular",0.04,0.96,1687.2411,43.982143
"26","NonVascular",0,1,1717.588,130.29521
"27","NonVascular",0.13,0.87,1358.3278,108.99353
"28","NonVascular",0.07,0.93,1009.90594,100.576805
"36","NonVascular",0.13,0.87,1143.642,161.77043
"41","NonVascular",0.01,0.99,1541.2898,200.98918
"43","NonVascular",0.01,0.99,859.46985,206.41702
"44","NonVascular",0.07,0.93,1525.1564,285.64603
"48","Vacular",0.83,0.17,822.83887,259.1033
"56","NonVascular",0.09,0.91,684.2302,291.20233
"60","NonVascular",0.02,0.98,1799.9227,340.63916
"63","NonVascular",0.1,0.9,662.86456,418.9443
"66","NonVascular",0.11,0.89,1653.686,364.10538
"67","NonVascular",0.02,0.98,1910.0773,376.5658
"70","NonVascular",0.02,0.98,1442.6659,376.89017
"74","NonVascular",0,1,724.116,391.22345
"78","NonVascular",0.09,0.91,1842.0652,425.67224
"81","NonVascular",0.06,0.94,1930.9833,426.89944
"82","NonVascular",0.03,0.97,1796.7227,451.07565
"83","NonVascular",0.16,0.84,700.4428,440.89407
"97","NonVascular",0.04,0.96,816.5297,529.1432
"101","NonVascular",0,1,1240.4232,565.47125
"106","NonVascular",0.04,0.96,1638.2858,559.63324
"110","NonVascular",0.08,0.92,1621.384,589.221
"114","NonVascular",0.1,0.9,1906.1028,621.6142
"124","NonVascular",0.03,0.97,1913.1244,655.42395
"126","NonVascular",0.02,0.98,1315.7963,703.7356
"127","NonVascular",0.19,0.81,1266.9753,657.3457
"132","NonVascular",0.15,0.85,1218.7817,678.993
"133","NonVascular",0.02,0.98,1904.7788,698.7732
"137","NonVascular",0.13,0.87,1612.3348,704.95154
"141","NonVascular",0.03,0.97,1384.9686,717.9624
"148","NonVascular",0.03,0.97,1397.7347,806.9058
"154","NonVascular",0.03,0.97,1544.7213,816.9416
"156","NonVascular",0.19,0.81,1324.0834,834.9167
"158","NonVascular",0.17,0.83,1911.1438,860.3273
"165","NonVascular",0.11,0.89,1558.6027,944.8318
"166","NonVascular",0.04,0.96,1905.711,904.18414
"168","NonVascular",0.11,0.89,1586.4736,929.5482
"170","NonVascular",0.01,0.99,1451.6135,942.19214
"172","NonVascular",0.19,0.81,1407.4788,944.5273
"174","NonVascular",0.01,0.99,1926.9733,981.05707
"177","NonVascular",0.04,0.96,1895.9028,1014.4901
"178","NonVascular",0.1,0.9,1716.2598,1061.34
"183","NonVascular",0.11,0.89,1931.631,1068.3021
"186","NonVascular",0.06,0.94,1570.8654,1123.9763
"188","NonVascular",0,1,1499.806,1120.2653
"189","NonVascular",0.16,0.84,1930.8667,1107.5333
"195","NonVascular",0.02,0.98,1748.5404,1169.104
"198","NonVascular",0.03,0.97,1620.837,1200.583
"200","NonVascular",0.09,0.91,1458.0647,1206.8647
"201","NonVascular",0.04,0.96,1669.6495,1240.4025
"212","NonVascular",0.04,0.96,1528.4667,1300.5
"214","NonVascular",0.03,0.97,1698.5978,1354.5354
"217","NonVascular",0.04,0.96,1784.2009,1419.6116
