"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.14,0.86,498.18018,26.439713
"3","NonVascular",0.01,0.99,700.9033,17.77845
"4","NonVascular",0.15,0.85,883.7311,9.399159
"5","NonVascular",0.16,0.84,933.44446,3.762963
"6","NonVascular",0.03,0.97,1324.6106,19.262436
"7","NonVascular",0.03,0.97,1383.9882,5.612426
"8","NonVascular",0.18,0.82,1787.572,8.114786
"11","NonVascular",0,1,643.1101,31.366629
"12","NonVascular",0.16,0.84,1437.3933,30.095505
"13","NonVascular",0.19,0.81,1927.5524,33.372093
"14","NonVascular",0.19,0.81,329.4189,27.45946
"15","NonVascular",0,1,1406.9861,37.85284
"16","NonVascular",0,1,789.78894,39.56073
"17","NonVascular",0.09,0.91,1737.1342,29.719513
"18","NonVascular",0.1,0.9,847.0818,43.58839
"19","Vacular",1,0,1357.9924,43.498745
"20","NonVascular",0.03,0.97,1885.801,41.267
"21","Vacular",0.84,0.16,1146.7653,42.127537
"22","NonVascular",0,1,897.515,47.69957
"23","Vacular",0.9,0.1,579.5553,46.980343
"26","NonVascular",0.02,0.98,612.32935,59.973053
"27","Vacular",1,0,1049.4404,58.576176
"30","NonVascular",0.04,0.96,439.1749,76.09632
"32","NonVascular",0.04,0.96,1013.5121,78.33024
"33","Vacular",0.97,0.03,697.6437,72.6989
"36","NonVascular",0.12,0.88,1356.8788,72.92929
"37","NonVascular",0.02,0.98,1262.1874,84.87558
"38","NonVascular",0.02,0.98,803.2912,96.65294
"39","NonVascular",0.01,0.99,1727.6115,95.288605
"40","NonVascular",0.01,0.99,670.18646,89.013985
"41","NonVascular",0.06,0.94,1634.6816,96.65437
"42","NonVascular",0,1,1827.5771,102.93772
"43","Vacular",0.85,0.15,1042.2042,106.631386
"44","NonVascular",0.11,0.89,1898.7063,94.92857
"45","NonVascular",0.01,0.99,1374.0742,104.704666
"46","Vacular",0.98,0.02,216.89679,101.48754
"47","Vacular",0.97,0.03,757.22955,112.691826
"49","Vacular",0.98,0.02,1300.6415,114.99777
"51","NonVascular",0.18,0.82,707.1589,111.38318
"53","NonVascular",0.03,0.97,599.35895,124.28846
"55","Vacular",0.94,0.06,717.1166,133.06995
"59","NonVascular",0.12,0.88,106.957146,132.08571
"60","NonVascular",0.1,0.9,805.4709,139.11893
"62","NonVascular",0.12,0.88,68.537476,147.5192
"63","NonVascular",0.13,0.87,340.92856,149.92647
"64","NonVascular",0.12,0.88,1212.9911,220.80553
"65","NonVascular",0.18,0.82,41.129498,144.3741
"67","NonVascular",0.02,0.98,1331.0796,149.86136
"68","Vacular",0.98,0.02,893.39343,147.0918
"69","NonVascular",0.03,0.97,1122.7944,162.59567
"72","NonVascular",0.02,0.98,492.6624,178.23567
"74","NonVascular",0,1,317.10837,182.01837
"76","Vacular",0.93,0.07,884.0121,171.02823
"77","Vacular",0.82,0.18,428.31512,183.40337
"78","NonVascular",0.05,0.95,963.32526,253.47653
"79","NonVascular",0.01,0.99,1651.0889,201.96759
"80","Vacular",1,0,606.38916,189.78818
"81","NonVascular",0.19,0.81,183.0608,187.61487
"83","Vacular",1,0,1268.5459,195.1
"84","NonVascular",0.19,0.81,787.4231,199.57692
"87","Vacular",1,0,656.3262,208.9353
"88","Vacular",0.93,0.07,367.75653,211.91522
"89","Vacular",0.98,0.02,493.21884,219.68193
"92","NonVascular",0.04,0.96,1513.3865,247.68544
"93","NonVascular",0.04,0.96,1303.4062,234.69376
"95","Vacular",0.98,0.02,764.3173,241.79327
"96","NonVascular",0.01,0.99,503.23196,257.3756
"97","NonVascular",0.07,0.93,1606.2441,252.64268
"99","NonVascular",0.01,0.99,1073.3893,263.33383
"100","NonVascular",0.02,0.98,409.7154,291.63632
"101","NonVascular",0.17,0.83,1538.4396,266.95605
"102","NonVascular",0.16,0.84,917.84454,286.68066
"103","NonVascular",0.03,0.97,1722.6083,278.87222
"106","NonVascular",0.13,0.87,636.8519,281.80167
