"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"3","Vacular",0.95,0.05,1489.0278,5.3564816
"4","Vacular",1,0,132.824,16.906666
"5","NonVascular",0.15,0.85,494.18103,40.885777
"7","Vacular",0.84,0.16,879.7347,80.106125
"8","Vacular",0.98,0.02,1089.3627,82.63063
"10","NonVascular",0.01,0.99,1367.2333,125.926956
"11","Vacular",0.96,0.04,1346.7458,159.55042
"12","NonVascular",0.01,0.99,1394.3071,207.7102
"13","NonVascular",0.16,0.84,1902.2264,175.30188
"14","Vacular",0.97,0.03,150.67654,182.66037
"15","Vacular",0.97,0.03,229.3978,193.6326
"16","Vacular",0.96,0.04,1120.9799,200.78448
"17","Vacular",1,0,999.96625,230.89351
"18","Vacular",0.96,0.04,865.78015,244.47517
"19","Vacular",0.85,0.15,1824.5535,246.07861
"21","Vacular",0.98,0.02,362.5916,263.73297
"22","NonVascular",0.01,0.99,817.2198,289.85522
"23","Vacular",0.96,0.04,868.513,277.96536
"24","Vacular",0.86,0.14,1197.8539,286.73035
"26","NonVascular",0.07,0.93,784.04895,304.6154
"27","NonVascular",0.1,0.9,821.8511,381.6069
"29","Vacular",0.92,0.08,880.5959,324.6536
"30","Vacular",0.92,0.08,1676.4062,335.6875
"31","Vacular",0.94,0.06,623.0927,362.1554
"32","Vacular",0.96,0.04,900.46924,374.65384
"34","NonVascular",0.12,0.88,892.53845,402.01282
"36","Vacular",0.95,0.05,1156.6488,405.17392
"37","Vacular",0.85,0.15,163.90909,407.94595
"38","NonVascular",0.07,0.93,1416.1482,464.47983
"41","Vacular",0.92,0.08,1761.4829,480.33646
"42","NonVascular",0.02,0.98,1603.6193,505.44507
"43","Vacular",0.98,0.02,1638.6421,498.03278
"45","Vacular",0.97,0.03,802.4,521.864
"48","Vacular",0.9,0.1,3.6415095,571.9151
"50","Vacular",0.97,0.03,1736.4286,603.2245
"52","Vacular",0.99,0.01,989.06683,627.6992
"57","Vacular",1,0,111.91284,694.29816
"58","Vacular",1,0,630.87823,700.82385
"59","Vacular",0.96,0.04,1616.5253,703.86395
"62","Vacular",0.95,0.05,1317.0535,754.22644
"63","Vacular",0.86,0.14,440.21866,767.7458
"65","Vacular",0.99,0.01,666.21655,772.17377
"67","Vacular",0.87,0.13,1436.8408,795.2973
"68","Vacular",0.99,0.01,231.99545,805.1114
"69","NonVascular",0.04,0.96,753.50616,811.1572
"70","Vacular",0.86,0.14,1582.5416,812.9757
"71","Vacular",1,0,919.5915,825.6992
"73","Vacular",1,0,491.14255,854.78735
"74","NonVascular",0.08,0.92,1857.7802,867.4291
"76","Vacular",0.98,0.02,1808.8503,875.7638
"77","Vacular",0.87,0.13,137.22023,881.04047
"78","Vacular",0.87,0.13,381.14243,882.19244
"79","Vacular",0.99,0.01,859.43225,902.5274
"81","Vacular",0.92,0.08,164.7963,947.66205
"82","Vacular",0.85,0.15,1636.1854,945.0662
"83","Vacular",1,0,1020.55273,962.14575
"85","Vacular",0.98,0.02,427.13513,973.77704
"87","Vacular",0.91,0.09,152.4,975.05817
"88","Vacular",0.97,0.03,937.326,985.19855
"89","NonVascular",0.03,0.97,1109.9862,990.2627
"92","NonVascular",0.17,0.83,716.399,1017.6234
"93","Vacular",0.91,0.09,1557.0419,1027.1787
"94","NonVascular",0,1,1492.795,1043.5361
"95","Vacular",0.9,0.1,1842.9427,1038.2833
"97","NonVascular",0.04,0.96,1044.4783,1115.5354
"98","NonVascular",0.09,0.91,735.76514,1091.1423
"99","Vacular",0.99,0.01,878.71594,1092.6033
"100","Vacular",0.9,0.1,59.711025,1099.2927
"101","NonVascular",0.18,0.82,104.12739,1104.1783
"103","Vacular",0.89,0.11,794.288,1118.6685
"104","Vacular",1,0,380.15247,1143.9955
"105","NonVascular",0.18,0.82,128.63333,1141.5723
"107","NonVascular",0.18,0.82,434.45834,1152.3889
"108","Vacular",0.97,0.03,1201.0792,1159.7698
"110","Vacular",0.92,0.08,1815.5337,1165.2141
"111","NonVascular",0.01,0.99,806.15454,1182.8832
"113","Vacular",1,0,424.2021,1182.3386
"115","NonVascular",0.03,0.97,352.00275,1195.011
"116","NonVascular",0.19,0.81,662.0901,1189.2433
"118","Vacular",0.97,0.03,390.66098,1205.4159
"120","Vacular",0.9,0.1,949.2857,1223.5048
"121","NonVascular",0.17,0.83,332.45724,1265.0298
"122","Vacular",0.98,0.02,1477.6694,1233.1328
"123","NonVascular",0.02,0.98,1882.7491,1270.1146
"124","NonVascular",0.02,0.98,897.47656,1262.9464
"125","NonVascular",0.03,0.97,590.27106,1273.4205
"127","Vacular",0.99,0.01,1303.3912,1293.298
"128","NonVascular",0.03,0.97,839.082,1342.5428
"129","NonVascular",0.03,0.97,950.45605,1330.201
"130","NonVascular",0.13,0.87,1015.3649,1311.6737
"131","NonVascular",0.08,0.92,501.14246,1358.625
"132","NonVascular",0.03,0.97,119.52522,1321.5044
"133","NonVascular",0.08,0.92,32.64954,1359.4751
"135","Vacular",1,0,149.63544,1332.4785
"136","Vacular",1,0,1107.843,1335.3645
"137","NonVascular",0.04,0.96,729.921,1356.7534
"138","NonVascular",0.17,0.83,665.3275,1347.1989
"140","NonVascular",0.03,0.97,127.66406,1362.7389
"141","Vacular",1,0,261.5339,1362.3829
"142","NonVascular",0.03,0.97,72.629745,1362.8196
"143","Vacular",0.81,0.19,687.09454,1398.9508
"144","NonVascular",0.01,0.99,412.97104,1399.4313
"146","NonVascular",0.1,0.9,241.18361,1405.9492
"147","Vacular",0.81,0.19,662.7093,1397.3372
"148","Vacular",0.94,0.06,357.02338,1412.9977
"149","Vacular",0.96,0.04,808.50146,1421.2347
"152","Vacular",0.99,0.01,282.39285,1431.5476
"154","Vacular",1,0,540.01605,1446.4872
"155","Vacular",0.9,0.1,828.692,1451.552
"156","Vacular",0.96,0.04,1028.8,1450.1306
"158","NonVascular",0.14,0.86,102.169495,1452.2203
"159","Vacular",0.93,0.07,853.0143,1453.3191
"160","NonVascular",0.18,0.82,393.51135,1453.9489
"161","NonVascular",0.12,0.88,147.09494,1454.288
