"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.05,0.95,200.62086,26.25191
"3","NonVascular",0.02,0.98,1840.1089,27.695667
"4","Vacular",0.84,0.16,1605.7103,21.067461
"6","NonVascular",0.02,0.98,1151.042,83.45296
"8","NonVascular",0.01,0.99,1814.0907,155.74179
"10","Vacular",1,0,805.32184,129.62654
"11","NonVascular",0,1,980.1429,151.39583
"13","Vacular",1,0,361.54285,148.5738
"14","NonVascular",0.02,0.98,40.787403,167.41289
"15","Vacular",0.82,0.18,1861.4336,162.24484
"16","Vacular",0.97,0.03,1325.5533,176.50562
"17","Vacular",0.95,0.05,1056.3513,179.87819
"21","NonVascular",0.04,0.96,920.64044,234.79935
"23","Vacular",1,0,737.40857,214.03563
"26","Vacular",0.82,0.18,1898.2156,262.6792
"27","NonVascular",0.14,0.86,478.6979,287.25
"28","Vacular",0.95,0.05,505.8,330.73715
"30","Vacular",0.95,0.05,1409.3231,336.18942
"31","Vacular",0.93,0.07,1146.7804,338.92593
"32","NonVascular",0.08,0.92,936.12805,340.9939
"34","NonVascular",0.15,0.85,885.30896,385.99228
"35","NonVascular",0.03,0.97,1064.6632,413.62097
"36","Vacular",0.98,0.02,1781.4072,386.86597
"37","NonVascular",0.19,0.81,529.7049,384.459
"38","Vacular",0.96,0.04,284.3802,404.1214
"39","Vacular",1,0,574.9632,410.1813
"41","Vacular",0.82,0.18,1907.608,419.7323
"42","NonVascular",0.16,0.84,833.4545,444.53638
"44","NonVascular",0.05,0.95,1916.2124,478.44476
"45","NonVascular",0.06,0.94,168.14673,492.3014
"46","Vacular",0.93,0.07,8.766739,478.2851
"47","Vacular",0.99,0.01,1108.7921,475.6316
"48","Vacular",0.93,0.07,1585.5096,478.53168
"49","Vacular",1,0,422.10138,482.29263
"50","Vacular",0.95,0.05,756.2672,480.44254
"51","NonVascular",0.03,0.97,133.92285,486.92856
"52","NonVascular",0.13,0.87,59.6262,569.4082
"54","Vacular",0.97,0.03,609.30133,508.44702
"55","Vacular",1,0,886.53406,511.03403
"56","Vacular",0.95,0.05,1746.4581,517.9609
"57","Vacular",0.98,0.02,118.8547,523.0641
"58","Vacular",0.95,0.05,1505.9277,530.31726
"60","Vacular",0.94,0.06,1812.7941,542.70056
"61","NonVascular",0.06,0.94,57.445087,546.67633
"62","NonVascular",0,1,159.48653,565.5984
"63","NonVascular",0.1,0.9,47.97619,560.6071
"65","NonVascular",0.01,0.99,1758.9779,592.8597
"66","Vacular",1,0,214.10791,589.5252
"67","Vacular",0.98,0.02,1562.3295,601.2264
"69","Vacular",1,0,1092.5298,621.7784
"70","Vacular",0.95,0.05,1445.0394,624.6846
"71","Vacular",0.99,0.01,114.922905,632.84143
"72","Vacular",0.99,0.01,83.89167,635.29724
"73","Vacular",1,0,1654.9169,650.5935
"74","Vacular",0.99,0.01,649.3238,652.7679
"76","Vacular",0.91,0.09,51.125,663.83276
"77","Vacular",0.97,0.03,445.04532,661.5081
"78","Vacular",0.99,0.01,778.1937,664.5995
"79","Vacular",0.99,0.01,319.10846,732.08997
"80","NonVascular",0.03,0.97,470.2831,757.62585
"81","Vacular",0.9,0.1,1502.2579,753.5789
"82","Vacular",0.9,0.1,806.1496,759.2133
"85","Vacular",0.96,0.04,1267.3594,774.5913
"86","Vacular",1,0,895.79944,779.59625
"87","Vacular",0.98,0.02,1014.79584,786.2181
"89","Vacular",0.99,0.01,18.132744,805.11505
"90","Vacular",0.91,0.09,118.09557,809.39624
"92","Vacular",1,0,494.51065,824.08246
"93","Vacular",0.97,0.03,1629.9736,834.7297
"95","Vacular",1,0,758.4966,881.63385
"96","Vacular",0.99,0.01,878.8746,886.15436
"98","Vacular",1,0,352.33957,892.9485
"100","NonVascular",0.17,0.83,1139.0667,913.5714
"101","Vacular",0.96,0.04,1161.3855,918.4525
"103","Vacular",1,0,1722.7493,926.41223
"104","NonVascular",0.17,0.83,1301.3383,932.91174
"106","Vacular",0.87,0.13,1593.3793,938.83386
"108","Vacular",0.98,0.02,1023.08527,954.6559
"109","Vacular",0.86,0.14,391.09338,959.144
"110","Vacular",1,0,273.38345,967.1328
"111","Vacular",1,0,888.6807,978.88654
"112","Vacular",0.92,0.08,129.033,997.60114
"114","Vacular",1,0,808.5547,1016.66406
"119","Vacular",1,0,1083.9474,1037.7756
"121","Vacular",0.99,0.01,344.576,1041.6907
"123","Vacular",0.98,0.02,429.16794,1060.6157
"124","Vacular",0.88,0.12,1576.6211,1065.6296
"125","Vacular",0.93,0.07,1383.5157,1071.0687
"127","Vacular",0.89,0.11,555.28064,1116.9613
"128","Vacular",0.94,0.06,1471.4595,1133.6997
"129","Vacular",0.82,0.18,1902.6222,1138.7671
"132","Vacular",0.97,0.03,756.766,1163.3179
"133","Vacular",1,0,351.91516,1165.9203
"135","Vacular",0.95,0.05,1335.0732,1199.1338
"136","NonVascular",0.17,0.83,1565.9312,1239.2191
"137","NonVascular",0.02,0.98,367.34808,1229.6443
"138","Vacular",0.93,0.07,61.770752,1212.0039
"140","NonVascular",0.02,0.98,247.4731,1234.4193
"141","Vacular",1,0,90.00755,1230.7683
"142","NonVascular",0.02,0.98,293.87027,1239.5
"143","Vacular",1,0,549.5625,1244.307
"144","Vacular",1,0,1719.9457,1254.1389
"146","NonVascular",0.08,0.92,170.617,1269.1031
"149","NonVascular",0.02,0.98,1787.245,1298.2916
"150","Vacular",0.98,0.02,440.85056,1289.2473
"151","Vacular",0.89,0.11,307.19644,1304.0397
"154","Vacular",0.95,0.05,1143.107,1339.4177
"156","Vacular",0.93,0.07,1372.4202,1344.4468
"157","Vacular",1,0,493.0991,1362.9324
"159","Vacular",0.99,0.01,717.127,1373.7369
"161","Vacular",0.95,0.05,79.97818,1378.8563
"162","Vacular",1,0,665.11957,1388.223
"163","Vacular",0.97,0.03,1716.6909,1392.5685
"165","NonVascular",0.18,0.82,1054.924,1426.5326
"166","NonVascular",0.02,0.98,500.10455,1445.0095
"167","NonVascular",0.01,0.99,1103.2467,1448.3019
"168","Vacular",0.95,0.05,1035.737,1453.2988
"170","NonVascular",0.06,0.94,410.46127,1454.6584
"171","Vacular",0.82,0.18,156.67949,1454.8846
