"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","NonVascular",0.04,0.96,979.474,23.447557
"3","NonVascular",0.01,0.99,1398.3594,29.552334
"4","Vacular",0.99,0.01,1262.5042,24.540167
"5","NonVascular",0.01,0.99,307.29706,39.549313
"6","NonVascular",0.05,0.95,1063.4125,33.016197
"7","NonVascular",0.19,0.81,1292.7539,36.053627
"8","NonVascular",0,1,1616.5582,58.405796
"9","NonVascular",0,1,1891.195,57.495735
"10","NonVascular",0.18,0.82,170.48314,56.179775
"11","Vacular",0.99,0.01,993.6082,60.739765
"13","Vacular",0.83,0.17,531.089,66.32199
"15","NonVascular",0.19,0.81,397.0306,96.77551
"16","NonVascular",0.06,0.94,1792.0549,156.61172
"17","NonVascular",0,1,375.4009,166.0635
"18","Vacular",1,0,741.7751,158.91057
"19","NonVascular",0.07,0.93,999.36975,167.43698
"20","Vacular",0.88,0.12,1828.3398,177.42618
"23","Vacular",0.98,0.02,159.86783,193.97507
"24","Vacular",0.96,0.04,1347.8672,200.6504
"27","Vacular",1,0,578.25256,209.68878
"28","NonVascular",0.18,0.82,1720.386,237.55147
"29","NonVascular",0.16,0.84,1494.5677,244.62288
"30","NonVascular",0.02,0.98,834.9405,284.2357
"33","NonVascular",0.05,0.95,1677.5912,261.9562
"38","Vacular",0.96,0.04,1552.5071,332.74506
"39","Vacular",0.99,0.01,1175.8375,342.3967
"40","NonVascular",0.02,0.98,12.910844,353.4771
"41","Vacular",0.92,0.08,913.9659,357.9344
"42","NonVascular",0.05,0.95,1541.0348,368.02448
"43","Vacular",1,0,708.1648,379.45532
"44","Vacular",0.98,0.02,322.46033,406.9709
"45","NonVascular",0.01,0.99,1190.9355,425.36105
"46","NonVascular",0.05,0.95,9.866843,448.7513
"47","Vacular",0.99,0.01,850.087,430.87228
"49","Vacular",0.95,0.05,968.8225,462.47324
"50","Vacular",1,0,1090.5228,467.00912
"51","Vacular",1,0,1186.8818,474.93085
"52","NonVascular",0.11,0.89,1159.75,477.25
"55","NonVascular",0.13,0.87,931.0958,492.1557
"56","Vacular",1,0,1606.6244,496.52646
"57","NonVascular",0.02,0.98,1550.6449,533.6117
"58","Vacular",1,0,23.856422,504.4257
"59","NonVascular",0.16,0.84,1589.9259,501.18518
"60","Vacular",0.99,0.01,1486.1396,521.3818
"61","NonVascular",0.13,0.87,1614.4725,532.8509
"63","NonVascular",0.02,0.98,250.58942,556.58386
"64","Vacular",0.99,0.01,811.4233,544.8551
"65","Vacular",0.99,0.01,988.28326,582.1272
"66","Vacular",0.99,0.01,679.728,587.29865
"67","Vacular",0.82,0.18,1907.7236,586.87634
"69","Vacular",0.98,0.02,1600.409,591.7032
"70","NonVascular",0.15,0.85,1781.6207,596.36206
"71","NonVascular",0.19,0.81,267.54544,607.75757
"72","Vacular",0.98,0.02,1801.1952,618.01056
"73","Vacular",0.98,0.02,1676.2618,626.85803
"74","NonVascular",0.05,0.95,918.3939,634.9731
"75","NonVascular",0.18,0.82,807.784,659.0682
"76","NonVascular",0.01,0.99,1105.1166,686.8906
"77","Vacular",0.97,0.03,1577.3047,656.72595
"78","Vacular",0.97,0.03,1008.2278,657.25
"79","Vacular",0.95,0.05,900.93524,662.53107
"80","NonVascular",0.14,0.86,1854.6471,676.7647
"82","NonVascular",0.16,0.84,1888.8208,679.99054
"83","Vacular",0.95,0.05,248.42857,689.02637
"84","NonVascular",0.02,0.98,205.58252,691.29126
"85","Vacular",0.88,0.12,343.4244,692.2849
"86","Vacular",0.98,0.02,517.74023,702.84674
"88","Vacular",0.9,0.1,1240.6848,706.8052
"89","Vacular",0.91,0.09,243.95267,708.3432
"90","Vacular",0.9,0.1,325.779,718.0083
"91","Vacular",0.98,0.02,1713.4136,725.45044
"92","NonVascular",0.02,0.98,734.9216,782.3392
"93","Vacular",1,0,958.1667,756.7715
"94","Vacular",0.95,0.05,884.5924,769.43207
"95","Vacular",0.84,0.16,850.34424,770.01483
"96","Vacular",0.99,0.01,648.38464,772.8698
"98","Vacular",0.98,0.02,1173.9402,783.67804
"99","Vacular",1,0,1253.2521,785.68146
"100","NonVascular",0.03,0.97,1034.9105,792.1105
"102","Vacular",0.94,0.06,1832.1809,788.9742
"103","NonVascular",0.15,0.85,596.6365,801.23444
"105","Vacular",0.98,0.02,968.5583,829.0244
"106","NonVascular",0,1,117.02317,872.0258
"107","NonVascular",0,1,1058.4473,921.893
"108","Vacular",0.98,0.02,50.69399,865.36066
"109","NonVascular",0.08,0.92,1125.9575,882.6503
"110","NonVascular",0.06,0.94,1681.0515,884.4351
"112","NonVascular",0.19,0.81,118.28571,909.8036
"114","NonVascular",0.16,0.84,789.25714,914.59283
"115","NonVascular",0.19,0.81,4.9195404,929.7012
"118","Vacular",0.92,0.08,806.50696,954.2153
"120","NonVascular",0.15,0.85,33.724136,960.31036
"121","NonVascular",0.01,0.99,634.76514,972.4324
"123","Vacular",0.96,0.04,593.0847,979.13385
"124","Vacular",0.98,0.02,261.0054,985.30457
"125","Vacular",0.95,0.05,1681.8217,994.0465
"126","Vacular",0.98,0.02,673.811,995.98474
"127","Vacular",0.92,0.08,1378.6064,1008.95966
"129","Vacular",0.99,0.01,882.33606,1011.6776
"131","Vacular",0.98,0.02,1248.8291,1056.8851
"133","Vacular",1,0,1068.6912,1084.9292
"134","NonVascular",0.15,0.85,733.75,1080.5
