"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.01,0.99,35.941265,18.636456
"5","NonVascular",0,1,1895.1576,30.452229
"7","Vacular",0.85,0.15,424.00403,77.05221
"12","NonVascular",0.05,0.95,704.79047,149.86267
"13","Vacular",0.81,0.19,1690.6913,122.48875
"14","NonVascular",0.19,0.81,1104.25,136.4375
"16","NonVascular",0.01,0.99,1576.0486,152.62466
"17","NonVascular",0.13,0.87,1675.7584,147.81041
"20","NonVascular",0.19,0.81,1026.0315,183.63438
"21","NonVascular",0,1,34.145203,207.32283
"22","NonVascular",0,1,1738.3761,227.99333
"23","NonVascular",0.17,0.83,113.583336,202.55263
"24","NonVascular",0.06,0.94,257.46252,226.62935
"30","NonVascular",0.03,0.97,1061.4302,313.42093
"34","NonVascular",0.17,0.83,278.14783,337.13043
"35","Vacular",0.87,0.13,3.0738256,354.8188
"36","NonVascular",0.03,0.97,1020.4139,377.0614
"37","NonVascular",0.02,0.98,391.0848,378.6798
"38","NonVascular",0.06,0.94,1720.58,377.18222
"39","NonVascular",0,1,1485.4384,370.98724
"40","Vacular",1,0,340.30582,379.68204
"42","NonVascular",0.02,0.98,126.69244,437.86972
"44","Vacular",0.85,0.15,477.08206,417.2718
"45","NonVascular",0.05,0.95,446.88132,417.31158
"47","NonVascular",0.02,0.98,165.01895,456.74408
"49","Vacular",0.95,0.05,550.1831,465.56058
"51","NonVascular",0.02,0.98,1168.6539,565.6304
"52","NonVascular",0.02,0.98,349.5094,489.91022
"53","NonVascular",0.01,0.99,23.537037,490.11682
"56","NonVascular",0.07,0.93,196.43373,491.8554
"57","NonVascular",0.14,0.86,1376.0575,491.86783
"58","NonVascular",0.02,0.98,237.0009,523.4754
"59","NonVascular",0.18,0.82,425.12106,518.33685
"60","Vacular",0.85,0.15,138.71936,528.63635
"62","NonVascular",0.01,0.99,1370.3932,541.7632
"64","NonVascular",0.01,0.99,467.45258,569.63184
"65","Vacular",0.96,0.04,184.93866,556.504
"68","NonVascular",0.01,0.99,323.18408,594.65784
"69","Vacular",0.85,0.15,1724.8934,567.87866
"70","NonVascular",0.16,0.84,149.67378,659.8346
"71","NonVascular",0.03,0.97,809.085,581.08
"72","NonVascular",0.04,0.96,1662.8699,591.06165
"73","Vacular",0.83,0.17,1030.0583,598.1661
"74","Vacular",0.97,0.03,588.8865,597.14655
"76","NonVascular",0.16,0.84,1630.8429,607.95715
"77","NonVascular",0.09,0.91,454.1245,630.2549
"78","Vacular",0.89,0.11,569.1125,611.0375
"79","Vacular",0.9,0.1,608.94244,619.07196
"80","NonVascular",0.18,0.82,347.77725,640.4423
"81","Vacular",0.93,0.07,543.8219,634.8459
"82","Vacular",0.95,0.05,293.7054,641.2067
"83","NonVascular",0.03,0.97,640.23456,644.91406
"85","NonVascular",0.02,0.98,748.64087,644.62714
"87","Vacular",0.98,0.02,273.22223,659.74866
"90","NonVascular",0.12,0.88,1357.8722,679.9185
"91","NonVascular",0.09,0.91,302.66666,675.4086
"92","NonVascular",0,1,880.50714,684.1775
"93","NonVascular",0.01,0.99,79.04438,701.64496
"94","NonVascular",0.19,0.81,754.99243,685.3106
"95","NonVascular",0.19,0.81,246.35715,684.67145
"96","NonVascular",0.06,0.94,338.53333,693.2303
"97","NonVascular",0.18,0.82,1321.8058,700.81555
"99","Vacular",0.92,0.08,733.7838,701.8456
"100","Vacular",0.83,0.17,1110.1483,704.79944
"104","NonVascular",0.17,0.83,1051.5905,769.9882
"105","NonVascular",0.19,0.81,716.60187,713.1111
"107","Vacular",0.94,0.06,1004.39624,720.9736
"110","Vacular",0.95,0.05,1311.8568,736.8203
"111","NonVascular",0.02,0.98,1699.494,746.9169
"112","NonVascular",0.06,0.94,1206.094,757.5814
"113","Vacular",0.83,0.17,523.6418,752.66046
"114","Vacular",0.94,0.06,610.7605,753.721
"115","NonVascular",0.08,0.92,1140.4246,759.0266
"118","Vacular",0.99,0.01,736.2739,764.90955
"119","NonVascular",0.03,0.97,175.50143,773.4011
"120","Vacular",0.97,0.03,1097.6538,775.0839
"121","Vacular",0.9,0.1,674.2992,784.6496
"123","NonVascular",0.03,0.97,459.14774,800.32007
"124","NonVascular",0.01,0.99,320.32196,817.4774
"125","NonVascular",0.01,0.99,411.24484,814.53937
"132","Vacular",0.98,0.02,560.33514,837.62396
"133","Vacular",0.92,0.08,981.7696,841.03796
"135","NonVascular",0,1,471.5055,872.18176
"137","Vacular",0.95,0.05,951.8758,864.59155
"138","NonVascular",0.1,0.9,289.0245,870.32355
"139","Vacular",0.98,0.02,1184.7972,872.05676
"140","Vacular",0.84,0.16,1515.5671,869.5423
"142","Vacular",0.84,0.16,350.80713,874.9911
"143","NonVascular",0.05,0.95,865.47296,888.7919
"148","NonVascular",0.05,0.95,1545.9958,910.01855
"149","NonVascular",0.19,0.81,433.62045,907.68616
