"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","Vacular",0.94,0.06,743.28723,3.9095745
"3","NonVascular",0.12,0.88,1026.9253,37.345455
"4","Vacular",0.89,0.11,1721.0787,58.265305
"5","NonVascular",0.19,0.81,424.42386,61.840103
"6","Vacular",0.93,0.07,1441.1547,79.2921
"7","Vacular",0.97,0.03,154.6057,84.19477
"10","NonVascular",0.08,0.92,185.23302,107.21914
"16","Vacular",0.99,0.01,891.22345,169.6285
"17","Vacular",0.91,0.09,265.80103,204.00766
"20","NonVascular",0.12,0.88,423.03946,225.8158
"22","NonVascular",0.04,0.96,143.86026,261.04584
"23","Vacular",0.87,0.13,1642.4532,255.32014
"24","Vacular",0.94,0.06,954.6177,281.09805
"25","Vacular",0.93,0.07,97.181816,289.9378
"26","Vacular",0.95,0.05,416.46268,287.40298
"27","Vacular",0.95,0.05,640.1724,307.55173
"28","Vacular",0.93,0.07,1269.7523,334.4799
"29","Vacular",0.99,0.01,1674.7762,363.40884
"30","Vacular",0.9,0.1,1490.1415,369.9446
"31","NonVascular",0.01,0.99,1773.2667,395.04367
"37","Vacular",0.99,0.01,782.7778,466.27777
"39","Vacular",0.91,0.09,536.0125,509.05957
"41","Vacular",0.93,0.07,1022.0659,545.1576
"42","NonVascular",0.06,0.94,302.64743,543.10254
"44","NonVascular",0.01,0.99,885.07166,557.3584
"45","Vacular",0.99,0.01,104.608925,597.20996
"46","NonVascular",0.03,0.97,1856.6088,605.6946
"47","Vacular",0.94,0.06,451.31656,602.79376
"48","Vacular",0.95,0.05,1733.4067,602.87573
"49","NonVascular",0.19,0.81,1627.2588,620.15686
"50","Vacular",0.83,0.17,1599.6561,623.8333
"53","Vacular",0.88,0.12,365.35504,779.39087
"54","Vacular",0.86,0.14,34.70625,803.2438
"55","Vacular",0.94,0.06,271.53262,820.9761
"56","Vacular",0.95,0.05,1420.0098,824.23303
"57","NonVascular",0.03,0.97,1890.8248,842.1095
"58","Vacular",0.84,0.16,471.5428,841.2773
"59","Vacular",0.95,0.05,274.48172,871.7561
"61","Vacular",0.96,0.04,1691.7303,900.14215
"64","Vacular",0.92,0.08,209.7626,916.787
"65","Vacular",0.89,0.11,372.6048,916.19763
"67","NonVascular",0.12,0.88,856.47,935.6913
"69","Vacular",0.89,0.11,1478.3994,934.93475
"72","Vacular",0.86,0.14,1051.8523,947.4773
"76","NonVascular",0.05,0.95,785.4363,989.8407
"77","Vacular",0.87,0.13,629.7294,994.5688
"78","Vacular",0.91,0.09,844.51227,999.18256
"79","Vacular",0.92,0.08,670.72516,1014.09064
"80","NonVascular",0.1,0.9,819.6915,1009.0051
"81","NonVascular",0.19,0.81,1407.3448,1013.68964
"82","NonVascular",0,1,1922.4211,1029.276
"84","Vacular",0.95,0.05,166.73157,1051.2272
"86","Vacular",0.98,0.02,1552.2656,1057.5463
"87","Vacular",0.83,0.17,369.88025,1071.7036
"88","Vacular",0.94,0.06,729.1887,1077.9132
"94","NonVascular",0.13,0.87,268.67075,1105.6464
"95","NonVascular",0.11,0.89,731.4286,1142.8488
"97","NonVascular",0.15,0.85,1597.9324,1153.8379
"98","NonVascular",0,1,1638.9741,1171.568
"99","Vacular",0.94,0.06,763.7263,1165.7161
"102","NonVascular",0.17,0.83,1931.821,1187.6737
"103","Vacular",0.82,0.18,1918.3271,1201.751
"104","NonVascular",0.12,0.88,707.62805,1246.783
"105","Vacular",1,0,486.67035,1222.5013
"106","Vacular",0.82,0.18,1911.8748,1236.8514
"107","Vacular",0.98,0.02,176.16331,1252.3467
"109","Vacular",0.98,0.02,1494.1469,1274.4181
"110","NonVascular",0.14,0.86,666.19366,1290.4937
"111","NonVascular",0.03,0.97,1868.7208,1274.3401
"112","NonVascular",0.15,0.85,1825.2866,1320.4336
"114","NonVascular",0.17,0.83,643.3669,1354.6769
"117","Vacular",0.94,0.06,1219.9938,1351.0219
"118","Vacular",0.95,0.05,1291.6094,1374.3568
"122","NonVascular",0.01,0.99,1875.935,1421.2206
"124","Vacular",0.99,0.01,1433.93,1434.2858
"126","NonVascular",0.13,0.87,556.09375,1451.8656
