"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","Vacular",0.98,0.02,124.04594,9.0848055
"4","NonVascular",0.01,0.99,374.64316,14.7290745
"6","Vacular",0.88,0.12,483.82404,5.9270387
"7","NonVascular",0.01,0.99,529.40845,29.920464
"8","NonVascular",0.18,0.82,610.55414,5.942675
"9","NonVascular",0.05,0.95,680.3226,31.041487
"10","NonVascular",0.03,0.97,1330.6003,8.654784
"11","NonVascular",0.08,0.92,1543.484,6.658363
"12","NonVascular",0.06,0.94,1668.0247,30.129084
"13","Vacular",0.96,0.04,1829.4286,4.9721255
"15","NonVascular",0.04,0.96,308.21796,14.07265
"16","Vacular",0.99,0.01,245.55069,25.961643
"17","NonVascular",0.15,0.85,147.76033,24.958677
"18","Vacular",0.99,0.01,1709.0051,29.542635
"19","NonVascular",0.01,0.99,733.21216,46.75088
"21","NonVascular",0.16,0.84,1131.0906,32.815437
"23","NonVascular",0.03,0.97,258.56604,66.07501
"28","NonVascular",0.19,0.81,613.7857,43.464287
"30","NonVascular",0.14,0.86,1441.3356,76.26447
"33","NonVascular",0.03,0.97,847.18646,100.72323
"34","NonVascular",0.01,0.99,1371.7184,68.16403
"35","NonVascular",0.03,0.97,1861.8674,59.802868
"36","NonVascular",0.02,0.98,1225.331,68.425385
"39","NonVascular",0.19,0.81,1895.9048,76.507935
"41","NonVascular",0,1,198.58499,124.69231
"42","NonVascular",0.07,0.93,530.4109,133.97058
"43","NonVascular",0.03,0.97,284.11877,172.77557
"44","NonVascular",0,1,28.495132,99.518776
"46","Vacular",1,0,1159.3733,102.67778
"47","NonVascular",0.14,0.86,1368.6151,124.03981
"48","Vacular",1,0,467.23465,109.02235
"49","NonVascular",0.02,0.98,595.0983,123.30867
"50","NonVascular",0.05,0.95,431.039,121.16844
"51","NonVascular",0.01,0.99,778.5937,142.16779
"52","NonVascular",0.05,0.95,1232.0902,131.59293
"54","NonVascular",0.16,0.84,283.84616,118.26923
"56","Vacular",0.93,0.07,124.40098,131.38387
"57","NonVascular",0.01,0.99,1842.7053,140.58662
"58","Vacular",0.97,0.03,389.98938,138.3687
"60","NonVascular",0,1,1078.8152,157.60443
"62","NonVascular",0.02,0.98,1716.7764,148.86882
"65","Vacular",0.99,0.01,1192.3346,157.39207
"68","NonVascular",0.01,0.99,1334.0979,185.16272
"69","NonVascular",0.04,0.96,174.37695,167.01869
"71","NonVascular",0.13,0.87,742.5625,246.44005
"72","NonVascular",0.13,0.87,69.15286,168.3121
"73","NonVascular",0.06,0.94,104.64288,226.24272
"76","NonVascular",0.01,0.99,625.00757,197.19318
"77","Vacular",0.96,0.04,88.16824,185.48578
"78","NonVascular",0.01,0.99,872.4623,196.6437
"79","NonVascular",0.01,0.99,1891.64,188.25092
"80","NonVascular",0,1,1051.1761,190.8
"81","NonVascular",0.15,0.85,1274.8628,191.43137
"82","NonVascular",0,1,33.09237,202.90361
"84","NonVascular",0.16,0.84,1414.5984,208.22131
"86","NonVascular",0.17,0.83,973.20807,222.38557
"87","Vacular",0.89,0.11,670.6004,233.16765
"88","NonVascular",0.01,0.99,1444.8252,239.19174
"92","NonVascular",0.01,0.99,139.65727,268.5957
"93","NonVascular",0.16,0.84,1506.52,240.552
"94","NonVascular",0,1,844.923,258.4888
"95","NonVascular",0,1,1851.071,262.06897
"96","Vacular",0.96,0.04,375.6229,265.31567
"98","Vacular",0.93,0.07,348.01303,269.28262
"99","Vacular",0.99,0.01,596.49,270.6625
"100","NonVascular",0.03,0.97,628.49713,280.73486
"101","NonVascular",0.01,0.99,433.88507,269.93103
"103","NonVascular",0.01,0.99,980.6212,289.97147
"104","NonVascular",0.02,0.98,1820.0931,286.40372
"107","NonVascular",0.12,0.88,1899.6086,286.45963
"109","NonVascular",0.01,0.99,339.2115,327.05783
"110","NonVascular",0.02,0.98,42.33945,313.59763
"111","NonVascular",0.01,0.99,610.1091,328.93585
"113","NonVascular",0.07,0.93,1350.0671,317.4698
"114","NonVascular",0.1,0.9,841.5677,314.38428
"115","NonVascular",0.03,0.97,1465.3262,318.66666
"116","Vacular",0.82,0.18,1414.9612,325.0026
"120","Vacular",0.85,0.15,28.906752,363.88104
"121","NonVascular",0.04,0.96,285.2518,362.61456
"122","NonVascular",0.01,0.99,873.84973,365.42548
"123","NonVascular",0.02,0.98,730.4507,371.56476
"124","NonVascular",0.16,0.84,201.62637,364.36996
"126","Vacular",0.97,0.03,553.568,375.38663
"127","Vacular",1,0,163.7679,378.56296
"128","Vacular",0.92,0.08,1413.3855,374.66666
"129","NonVascular",0.01,0.99,418.01923,383.85898
"132","NonVascular",0.1,0.9,480.79413,387.02942
"135","NonVascular",0.02,0.98,862.2334,418.46817
"136","NonVascular",0.15,0.85,973.78186,402.16635
"137","NonVascular",0.18,0.82,1295.6791,398.84796
"138","NonVascular",0.01,0.99,105.36126,406.82025
"140","NonVascular",0.06,0.94,1207.3611,411.97678
"141","NonVascular",0.08,0.92,427.98853,415.8838
"142","NonVascular",0.07,0.93,540.3936,422.45755
"144","NonVascular",0.01,0.99,497.62216,435.89413
"146","NonVascular",0.03,0.97,715.30054,436.9908
"148","Vacular",0.93,0.07,179.52765,439.11752
"149","NonVascular",0.03,0.97,1701.0664,440.56088
"150","NonVascular",0.15,0.85,1583.54,441.375
"152","Vacular",0.84,0.16,1168.6335,472.7661
"153","NonVascular",0.14,0.86,79.21899,525.76917
"155","NonVascular",0.02,0.98,191.31557,484.77982
