"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","Vacular",0.94,0.06,101.564354,3.3465347
"2","NonVascular",0.06,0.94,476.0992,5.2579365
"4","NonVascular",0.01,0.99,944.3241,36.24371
"5","Vacular",0.93,0.07,987.58527,5.0697675
"6","Vacular",0.98,0.02,1177.3868,3.5720165
"10","NonVascular",0.03,0.97,1010.67114,39.076202
"11","Vacular",0.97,0.03,1545.9863,31.625683
"12","NonVascular",0.18,0.82,1401.2584,41.77917
"13","NonVascular",0.13,0.87,1665.3054,37.013035
"17","Vacular",0.86,0.14,360,48.83019
"20","Vacular",0.88,0.12,359.14966,64.68707
"21","NonVascular",0.06,0.94,159.93756,79.552475
"23","NonVascular",0.16,0.84,1058.6094,64.15625
"24","Vacular",0.89,0.11,294.74298,79.099686
"29","NonVascular",0.02,0.98,870.05334,113.653336
"31","Vacular",0.95,0.05,304.157,117.05556
"32","NonVascular",0.06,0.94,1593.7344,127.26565
"33","Vacular",0.81,0.19,1902.0665,122.68144
"34","NonVascular",0.16,0.84,336.84616,123.94017
"37","NonVascular",0.03,0.97,668.9968,136.40636
"38","Vacular",0.95,0.05,77.17871,136.82129
"40","Vacular",0.95,0.05,101.32632,149.10263
"41","Vacular",0.88,0.12,4.1581197,154.4701
"42","NonVascular",0.02,0.98,723.5,156.55128
"43","NonVascular",0,1,842.6471,196.31042
"46","NonVascular",0.04,0.96,656.12665,218.11954
"47","Vacular",1,0,1590.2864,201.89383
"48","Vacular",0.88,0.12,959.11896,207.90031
"49","Vacular",0.98,0.02,1439.3162,214.62973
"50","NonVascular",0.02,0.98,795.80615,225.40994
"51","NonVascular",0.06,0.94,209.84514,236.99115
"52","Vacular",0.85,0.15,71.137405,244.03358
"53","NonVascular",0.03,0.97,386.98456,252.47104
"55","Vacular",0.95,0.05,418.1153,272.47528
"57","NonVascular",0.05,0.95,119.49639,275.32758
"58","NonVascular",0.01,0.99,322.6972,279.41122
"61","Vacular",1,0,1551.0055,276.6421
"62","NonVascular",0.03,0.97,1582.0741,286.41595
"63","Vacular",0.81,0.19,28.269407,304.38812
"64","NonVascular",0.01,0.99,1629.6813,306.62387
"65","Vacular",0.97,0.03,1163.6149,309.44638
"66","NonVascular",0.1,0.9,542.381,321.4127
"68","NonVascular",0.14,0.86,670.1607,332.94644
"69","Vacular",0.98,0.02,1424.1158,354.06857
"70","Vacular",0.98,0.02,986.3906,365.25668
"72","NonVascular",0.04,0.96,456.33243,377.83243
"74","NonVascular",0.02,0.98,273.12952,387.0905
"76","NonVascular",0.12,0.88,210.27313,397.0632
"77","Vacular",1,0,521.9632,401.19324
"78","Vacular",1,0,933.6277,430.73746
"79","Vacular",0.91,0.09,332.4915,430.8175
"80","Vacular",0.95,0.05,401.0345,431.06897
"81","Vacular",0.96,0.04,290.61835,439.3902
"84","Vacular",0.99,0.01,1608.3629,444.08865
"85","NonVascular",0.04,0.96,866.6667,456.04544
"86","NonVascular",0.16,0.84,261.8889,456.83334
"87","Vacular",0.98,0.02,1415.3943,468.17307
"88","NonVascular",0.02,0.98,142.53833,474.7718
"89","NonVascular",0.05,0.95,71.617836,485.23566
"90","NonVascular",0.11,0.89,397.31808,504.1144
"91","NonVascular",0.01,0.99,76.5367,512.20795
"93","NonVascular",0.18,0.82,635.6607,524.2054
"95","Vacular",0.96,0.04,595.9035,563.0992
"96","NonVascular",0.05,0.95,754.57184,567.5662
"97","Vacular",0.92,0.08,386.55536,583.22144
"98","Vacular",0.96,0.04,1729.7963,586.4577
"99","Vacular",0.91,0.09,1809.5663,587.9187
"100","Vacular",0.9,0.1,396.61307,630.4414
"102","Vacular",0.95,0.05,550.0494,642.72986
"104","NonVascular",0.06,0.94,343.27322,657.8234
"106","NonVascular",0.12,0.88,381.97778,657.62964
"108","NonVascular",0.14,0.86,163.97585,664.71014
"110","NonVascular",0.18,0.82,286.5696,686.3418
"111","NonVascular",0.19,0.81,3.88,696.74
"116","NonVascular",0.03,0.97,216.38263,759.13306
"118","Vacular",0.86,0.14,1060.2925,753.0566
"119","Vacular",0.85,0.15,1660.452,765.5819
"120","Vacular",0.95,0.05,1006.466,772.3903
"123","NonVascular",0.06,0.94,260.04202,800.7324
"127","Vacular",0.83,0.17,895.1554,816.29944
"130","Vacular",0.9,0.1,864.7626,807.46045
"131","NonVascular",0.16,0.84,841.4889,819.26666
"132","Vacular",0.93,0.07,1708.7242,823.76044
"134","Vacular",1,0,610.96,832.37885
"135","NonVascular",0.04,0.96,613.1201,863.4412
"136","NonVascular",0.19,0.81,1476.8962,867.16595
"138","Vacular",0.93,0.07,206.27684,884.7778
"139","Vacular",0.88,0.12,263.88672,880.2103
"140","Vacular",0.9,0.1,1563.6354,880.41516
"142","Vacular",0.81,0.19,1008.89374,890.29095
"143","NonVascular",0.01,0.99,41.462387,893.3266
"144","Vacular",0.99,0.01,833.8735,910.5583
"145","NonVascular",0.1,0.9,181.49066,910.87384
"147","Vacular",0.89,0.11,15.235294,926.5784
"149","Vacular",0.85,0.15,155.09146,943.77814
"150","NonVascular",0.19,0.81,271.55173,944.10345
"152","Vacular",1,0,417.34042,958.3213
"153","NonVascular",0.19,0.81,911.6495,970.6701
"154","NonVascular",0.06,0.94,90.40713,984.6514
"155","NonVascular",0.17,0.83,141.34616,986.03845
"156","NonVascular",0.14,0.86,298.44827,990.6
"157","NonVascular",0.06,0.94,404.752,995.752
"158","NonVascular",0.18,0.82,934.97437,1009.4487
"159","NonVascular",0.08,0.92,854.2557,1022.29126
"161","NonVascular",0.01,0.99,871.6423,1046.8475
"163","NonVascular",0.03,0.97,939.9501,1061.8003
"164","NonVascular",0.08,0.92,820.9796,1061.148
"165","Vacular",0.98,0.02,894.00244,1065.9012
"166","Vacular",0.99,0.01,799.2576,1072.6735
"167","NonVascular",0.03,0.97,286.31863,1095.3658
"169","NonVascular",0.12,0.88,98.8764,1088.3933
"170","Vacular",0.85,0.15,148.8246,1104.2303
"171","NonVascular",0.04,0.96,1203.8824,1117.9501
"173","NonVascular",0.09,0.91,849.8333,1155.2906
"174","Vacular",0.92,0.08,829.8399,1153.4014
"175","NonVascular",0.09,0.91,1063.7374,1176.0387
"178","Vacular",0.91,0.09,217.58722,1165.9852
"179","NonVascular",0.19,0.81,1420.8903,1165.1586
"180","NonVascular",0,1,1361.364,1177.1552
"181","NonVascular",0.03,0.97,1461.777,1203.4478
"184","NonVascular",0.12,0.88,896.51013,1214.4965
"185","NonVascular",0.11,0.89,343.86884,1201.3611
"186","Vacular",0.88,0.12,1638.8856,1196.098
"187","Vacular",0.87,0.13,105.84404,1207.1101
"188","NonVascular",0.05,0.95,1298.4471,1207.0051
"192","NonVascular",0.15,0.85,1354.6974,1213.3684
"194","Vacular",0.99,0.01,118.9575,1237.5325
"195","NonVascular",0.14,0.86,200.87692,1233.9282
"197","NonVascular",0.07,0.93,536.4581,1239.8059
"198","NonVascular",0.09,0.91,1386.9412,1239.984
"199","NonVascular",0.13,0.87,967.43445,1243.0984
"200","Vacular",0.83,0.17,146.18475,1261.5981
"202","Vacular",0.99,0.01,372.6088,1261.7996
