"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"3","NonVascular",0,1,872.42664,26.076984
"5","Vacular",1,0,1233.5062,16.917294
"6","Vacular",0.91,0.09,1753.2123,19.312021
"7","NonVascular",0.03,0.97,4.60989,44.35165
"9","NonVascular",0.06,0.94,1675.7943,48.468086
"11","Vacular",1,0,1429.7756,83.70083
"12","Vacular",0.94,0.06,284.62396,92.37397
"13","Vacular",0.81,0.19,729.07,92.2
"16","NonVascular",0.17,0.83,1857.22,96.34
"17","Vacular",1,0,1520.5662,106.25926
"19","Vacular",1,0,1137.1823,111.12808
"20","Vacular",1,0,1685.2211,114.23158
"21","Vacular",0.93,0.07,915.42773,119.976875
"22","NonVascular",0.03,0.97,1843.0303,133.8091
"23","NonVascular",0.19,0.81,1046.6685,154.43684
"24","Vacular",1,0,1361.4222,172.95009
"25","Vacular",0.99,0.01,991.40344,176.69849
"27","Vacular",0.96,0.04,97.68435,195.64456
"30","Vacular",0.96,0.04,283.20444,211.85333
"32","NonVascular",0.05,0.95,1932.8342,241.32124
"33","Vacular",0.95,0.05,1174.589,245.72775
"34","NonVascular",0.01,0.99,1649.4491,250.09581
"35","NonVascular",0.11,0.89,501.0492,280.0246
"36","Vacular",0.97,0.03,10.601789,284.19687
"37","Vacular",0.98,0.02,298.7143,284.7115
"39","NonVascular",0.03,0.97,1662.9314,326.88086
"40","Vacular",1,0,115.59021,329.2603
"41","NonVascular",0.11,0.89,227.70445,335.38867
"43","NonVascular",0.01,0.99,1726.6163,356.16537
"44","NonVascular",0.19,0.81,1568.19,341.12
"48","Vacular",0.97,0.03,1799.6075,366.24557
"49","Vacular",0.98,0.02,263.33252,373.0318
"50","Vacular",0.87,0.13,730.0128,377.42654
"52","Vacular",1,0,624.5413,389.31467
"53","NonVascular",0.14,0.86,1773.3784,402.12308
"54","Vacular",0.94,0.06,151.9404,403.13907
"55","NonVascular",0,1,293.95682,449.2849
"56","Vacular",0.97,0.03,299.601,412.09973
"57","Vacular",0.92,0.08,202.72,420.68
"58","NonVascular",0.12,0.88,219.35538,429.38843
"59","Vacular",0.97,0.03,620.74634,448.13864
"60","NonVascular",0.06,0.94,1738.046,454.61493
"61","NonVascular",0.01,0.99,514.8039,470.48126
"63","NonVascular",0.06,0.94,1821.6035,479.92307
"64","Vacular",0.81,0.19,1916.7208,486.73172
"65","Vacular",0.99,0.01,67.29049,487.7532
"66","Vacular",0.99,0.01,1668.3188,491.4319
"67","NonVascular",0,1,634.77234,546.36536
"69","Vacular",1,0,1678.3297,533.12915
"72","NonVascular",0.07,0.93,43.23229,611.56433
"73","Vacular",0.99,0.01,1095,550.3229
"74","NonVascular",0.02,0.98,1690.7101,564.32135
"75","Vacular",0.98,0.02,1508.1525,576.615
"76","Vacular",0.97,0.03,849.3236,583.21356
"77","NonVascular",0,1,379.77103,608.63434
"79","NonVascular",0.03,0.97,950.8178,619.7752
"80","NonVascular",0.14,0.86,1761.3092,622.62213
"81","Vacular",1,0,1654.1122,641.6833
"83","Vacular",0.97,0.03,630.23285,645.09314
"84","NonVascular",0.18,0.82,33.443787,657.4971
"85","NonVascular",0.17,0.83,953.6,656.8
"87","NonVascular",0.17,0.83,409.52307,668.5077
"88","Vacular",0.99,0.01,1544.5149,677.0371
"89","NonVascular",0.04,0.96,1462.0194,676.93207
"90","NonVascular",0.07,0.93,1204.0221,678.53674
"91","NonVascular",0,1,497.98395,717.67883
"93","Vacular",0.99,0.01,1197.0634,704.6749
"94","NonVascular",0.07,0.93,1882.2637,714.83636
"95","NonVascular",0.05,0.95,448.43155,725.84235
"96","NonVascular",0.02,0.98,1177.5251,730.73224
"97","NonVascular",0.15,0.85,1668.1111,730.2963
"98","Vacular",1,0,707.4308,745.8433
"100","NonVascular",0.01,0.99,1838.4313,762.7454
"101","NonVascular",0,1,1004.71893,755.7778
"102","Vacular",0.95,0.05,941.38617,761.58215
"104","NonVascular",0,1,448.68784,789.6998
"105","Vacular",0.85,0.15,1120.0497,767.3398
"106","Vacular",0.98,0.02,1803.3757,766.66486
"107","Vacular",1,0,501.75467,771.024
"108","Vacular",0.94,0.06,350.92838,787.09644
"110","NonVascular",0.01,0.99,1644.516,873.20306
"112","NonVascular",0.07,0.93,10.004098,863.66394
"113","NonVascular",0,1,1681.1455,872.5989
"115","Vacular",1,0,886.1755,885.96027
"116","NonVascular",0.01,0.99,1895.7257,911.7352
"117","Vacular",0.98,0.02,525.5524,902.05884
"118","Vacular",0.96,0.04,969.57715,905.56116
"119","NonVascular",0.01,0.99,1129.459,912.2747
"120","NonVascular",0.03,0.97,1570.0537,910.82794
"121","NonVascular",0.17,0.83,904.4184,923.21936
"122","Vacular",0.93,0.07,1151.1537,931.4685
"123","NonVascular",0,1,1291.0726,943.4382
"124","NonVascular",0.15,0.85,223.68056,939.4861
"125","NonVascular",0.19,0.81,1258,946.2258
"126","NonVascular",0.16,0.84,1141.8833,953.66113
"127","Vacular",0.83,0.17,1229.0457,956.85846
"128","NonVascular",0.16,0.84,350.4049,960.69324
"129","NonVascular",0.01,0.99,1622.1515,963.1818
"130","Vacular",1,0,892.0797,984.60925
"132","NonVascular",0.08,0.92,1368.9237,984.2153
"134","NonVascular",0.01,0.99,1741.354,1008.264
"135","NonVascular",0.11,0.89,151.74133,996.3413
"136","Vacular",0.95,0.05,636.2293,1014.35126
"137","NonVascular",0.04,0.96,1205.2162,1037.4105
"138","Vacular",0.98,0.02,112.31052,1031.2078
"139","NonVascular",0.01,0.99,590.6931,1083.0201
"140","Vacular",1,0,286.9223,1040.0476
"141","Vacular",0.91,0.09,28.25201,1052.622
"142","Vacular",0.99,0.01,1167.5767,1053.7954
"143","NonVascular",0.12,0.88,1839.0394,1055.0394
"144","NonVascular",0.06,0.94,9.430267,1073.006
"145","NonVascular",0.02,0.98,1521.096,1083.0027
"146","Vacular",1,0,895.3873,1081.2279
"148","Vacular",0.98,0.02,1218.3595,1087.2332
"149","NonVascular",0.17,0.83,127.2,1087.32
"150","Vacular",0.91,0.09,1036.4982,1094.395
"151","Vacular",0.99,0.01,1557.6213,1098.816
"153","NonVascular",0.03,0.97,1777.1841,1145.0374
"154","Vacular",1,0,1375.4441,1151.9509
"159","NonVascular",0.03,0.97,1360.1298,1213.8422
"160","Vacular",0.98,0.02,1313.5667,1215.01
"162","Vacular",0.96,0.04,1697.3162,1248.244
"163","Vacular",0.99,0.01,228.43445,1252.0746
"164","NonVascular",0.04,0.96,1064.8995,1255.6025
"165","Vacular",0.96,0.04,1310.4594,1259.6995
"166","Vacular",0.95,0.05,1553.2734,1265.2955
"167","NonVascular",0.02,0.98,786.6958,1279.7614
"169","NonVascular",0.01,0.99,443.7381,1308.9005
"170","Vacular",0.92,0.08,1763.1648,1310.6619
"173","NonVascular",0.19,0.81,82.25641,1315.2179
"176","Vacular",0.97,0.03,761.5662,1345.8906
"179","Vacular",0.98,0.02,1550.204,1345.7935
"180","Vacular",0.91,0.09,1051.5178,1346.4197
"181","Vacular",0.86,0.14,905.6429,1347.375
"182","NonVascular",0.15,0.85,1926.5714,1350.254
"183","NonVascular",0.18,0.82,1671.8508,1364.6409
"184","Vacular",0.93,0.07,892.92236,1367.9543
"185","Vacular",0.97,0.03,701.1085,1370.959
"187","Vacular",0.94,0.06,1426.4907,1380.997
"188","NonVascular",0,1,1925.0144,1413.1467
"190","Vacular",1,0,655.91205,1414.8436
"192","Vacular",0.94,0.06,571.5282,1446.1244
