"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.02,0.98,20.301613,7.085484
"3","NonVascular",0.02,0.98,299.48788,12.243453
"4","NonVascular",0.03,0.97,474.2963,23.868982
"5","NonVascular",0.05,0.95,542.8638,5.3512545
"6","NonVascular",0.02,0.98,753.6513,8.611222
"7","NonVascular",0,1,960.3569,28.752375
"8","NonVascular",0,1,1023.6475,18.221731
"9","NonVascular",0.04,0.96,1079.834,19.525097
"11","NonVascular",0.15,0.85,1418.884,4.7458563
"14","Vacular",0.96,0.04,418.1,17.777779
"15","NonVascular",0.07,0.93,886.4796,19.686224
"16","NonVascular",0.19,0.81,1467.081,17.81081
"18","NonVascular",0.06,0.94,762.7628,118.7382
"19","NonVascular",0.19,0.81,1556.8438,30.359375
"21","NonVascular",0.04,0.96,1849.7747,48.048275
"22","Vacular",0.96,0.04,901.8075,61.34071
"23","NonVascular",0.01,0.99,1248.7227,65.36042
"24","NonVascular",0.03,0.97,1329.8163,144.84131
"26","NonVascular",0.01,0.99,337.1793,134.3567
"27","NonVascular",0.15,0.85,1859.3761,63.70642
"29","Vacular",1,0,267.39725,79.40822
"31","NonVascular",0.18,0.82,942.6188,79.37016
"32","NonVascular",0.18,0.82,487.9366,79.92254
"33","NonVascular",0.16,0.84,248.6,83.541176
"34","NonVascular",0.15,0.85,289.5311,86.66985
"35","NonVascular",0.15,0.85,639.34375,85.171875
"36","Vacular",0.92,0.08,117.81995,89.88643
"37","NonVascular",0,1,862.37085,111.07619
"38","Vacular",0.97,0.03,1131.5188,100.59424
"39","NonVascular",0.03,0.97,501.113,98.75
"41","NonVascular",0.01,0.99,1076.5161,109.767815
"42","NonVascular",0.15,0.85,55.675,112.57083
"43","NonVascular",0,1,1871.2272,115.422035
"45","Vacular",0.91,0.09,119.13983,117.34746
"46","NonVascular",0.19,0.81,1276.108,145.6671
"47","NonVascular",0,1,940.41797,165.6763
"48","NonVascular",0,1,1465.396,139.30096
"49","NonVascular",0.01,0.99,497.16284,144.63315
"50","NonVascular",0,1,1111.9747,184.31288
"51","NonVascular",0.09,0.91,377.38516,138.3781
"53","NonVascular",0.12,0.88,816.7161,167.41791
"56","NonVascular",0.1,0.9,1063.6108,183.20444
"58","NonVascular",0.18,0.82,440.19208,250.26787
"61","NonVascular",0.02,0.98,107.836006,211.30779
"62","NonVascular",0.13,0.87,1186.721,253.44266
"64","NonVascular",0.09,0.91,1895.031,199.34473
"65","NonVascular",0,1,35.33818,215.06789
"66","NonVascular",0.02,0.98,1033.3529,230.15025
"68","NonVascular",0.02,0.98,1577.0502,240.6407
"69","NonVascular",0.19,0.81,1811.9454,214.74545
"70","NonVascular",0,1,1451.3649,229.79659
"71","NonVascular",0.19,0.81,1312.6979,223.59375
"72","NonVascular",0.02,0.98,1870.8945,231.88179
"73","NonVascular",0.02,0.98,1766.2562,244.24416
"74","Vacular",0.93,0.07,237.95511,238.42857
"75","NonVascular",0.04,0.96,926.40393,261.1434
"76","NonVascular",0.02,0.98,777.2639,339.13013
"77","Vacular",0.95,0.05,138.98369,244.5338
"80","NonVascular",0.15,0.85,1380.2113,256.93375
"82","NonVascular",0.16,0.84,1501.8889,254.75555
"85","NonVascular",0.19,0.81,1278.96,263.49713
"86","Vacular",0.83,0.17,1793.4921,274.17383
"90","NonVascular",0.01,0.99,641.3747,285.68137
"91","Vacular",0.94,0.06,5.764192,278.3581
"92","NonVascular",0.05,0.95,1416.7252,304.52808
"93","NonVascular",0.14,0.86,615.8573,393.47964
"94","NonVascular",0.07,0.93,718.8461,282.62393
"95","NonVascular",0.07,0.93,1110.7947,300.56668
"96","Vacular",0.93,0.07,285.0613,292.05707
"97","NonVascular",0.06,0.94,1336.0083,364.03406
"99","NonVascular",0.17,0.83,1469.7168,288.86725
"100","NonVascular",0.04,0.96,241.88258,291.02835
"101","NonVascular",0.18,0.82,1046.9216,336.0439
"102","NonVascular",0.01,0.99,1894.5723,301.2376
"103","Vacular",0.96,0.04,974.298,299.16907
"104","NonVascular",0.01,0.99,1242.4122,352.12173
"105","NonVascular",0.06,0.94,1797.1394,336.37296
"106","NonVascular",0.02,0.98,1849.355,324.45633
"107","NonVascular",0,1,1583.3044,331.0839
"108","NonVascular",0.03,0.97,1919.645,366.88913
"109","NonVascular",0.03,0.97,964.7599,342.08926
"110","NonVascular",0.02,0.98,1730.9518,326.4518
"111","NonVascular",0.07,0.93,1097.8497,337.46594
"113","NonVascular",0.02,0.98,1546.6626,348.4921
"114","Vacular",0.97,0.03,414.89426,342.74017
"115","NonVascular",0.18,0.82,386.89624,338.75473
"116","NonVascular",0.03,0.97,15.100926,357.4074
"117","NonVascular",0.16,0.84,822.852,378.4719
"119","NonVascular",0.14,0.86,1869.1937,376.20593
"120","NonVascular",0.12,0.88,279.4312,361.8104
"122","NonVascular",0.14,0.86,1291,361.1081
"123","Vacular",0.92,0.08,1757.1646,365.9472
"124","NonVascular",0.18,0.82,1457.4337,368.62253
"125","NonVascular",0,1,1498.7219,397.95612
"127","NonVascular",0.15,0.85,1813.715,573.8112
"128","NonVascular",0.02,0.98,1134.3096,379.32678
"130","Vacular",0.9,0.1,1736.0083,386.52472
"132","NonVascular",0.01,0.99,1659.0175,403.10272
"136","Vacular",0.97,0.03,17.157782,412.07462
"137","NonVascular",0.14,0.86,1874.1218,410.22842
"138","Vacular",0.95,0.05,1733.009,417.4424
"140","NonVascular",0.01,0.99,330.9148,433.02933
"141","NonVascular",0.14,0.86,1110.5883,427.52942
"142","NonVascular",0.01,0.99,1334.8993,470.33307
"143","NonVascular",0.13,0.87,1849.7721,433.96518
"144","NonVascular",0.05,0.95,285.47946,437.54208
"145","NonVascular",0.08,0.92,1235.4358,547.11346
"148","NonVascular",0.01,0.99,892.6853,457.2917
"149","NonVascular",0.03,0.97,976.9397,453.38025
"150","NonVascular",0.03,0.97,1698.5083,477.86273
"151","NonVascular",0.07,0.93,741.759,448.03076
"152","NonVascular",0.05,0.95,1471.7245,465.94653
"153","Vacular",0.93,0.07,437.73782,459.51044
"155","NonVascular",0.04,0.96,1017.71063,565.91876
"157","NonVascular",0.18,0.82,808.7143,467.3985
"159","NonVascular",0,1,737.1452,480.39014
"162","NonVascular",0.03,0.97,805.9233,542.70654
"163","NonVascular",0.02,0.98,421.25494,495.6589
"164","NonVascular",0.03,0.97,1519.5275,508.46893
"165","NonVascular",0.02,0.98,297.9195,505.5306
"167","NonVascular",0.06,0.94,1606.1595,514.7107
"169","NonVascular",0.09,0.91,1655.0444,503.4111
"170","NonVascular",0.03,0.97,595.1556,516.257
"171","NonVascular",0.05,0.95,977.1132,515.80505
"172","NonVascular",0.01,0.99,541.5871,520.7837
"175","NonVascular",0.02,0.98,1569.068,534.1694
"176","Vacular",0.96,0.04,424.85123,534.21765
"177","Vacular",0.86,0.14,644.00757,535.22266
"178","NonVascular",0.15,0.85,1928.94,541.36
"180","NonVascular",0.01,0.99,380.09665,558.9057
"181","NonVascular",0.01,0.99,1447.048,579.6674
"183","NonVascular",0.03,0.97,1722.2949,587.087
"184","NonVascular",0.02,0.98,1581.5103,582.6636
"185","Vacular",0.86,0.14,645.24457,580.1712
"187","Vacular",0.98,0.02,831.05835,570.94165
"190","NonVascular",0.02,0.98,863.72833,579.1464
"191","Vacular",0.96,0.04,485.36487,577.9155
"192","NonVascular",0.04,0.96,438.17294,583.6291
"193","NonVascular",0.14,0.86,521.5969,581.2868
"194","Vacular",0.87,0.13,572.78046,596.26306
"195","NonVascular",0.17,0.83,1628.5845,688.236
"196","NonVascular",0.02,0.98,1208.8251,697.58984
"197","Vacular",0.9,0.1,605.08466,596.4234
"198","NonVascular",0,1,278.2638,607.7752
"201","Vacular",1,0,402.7399,612.51263
"202","NonVascular",0.01,0.99,766.3828,619.36786
"204","NonVascular",0.04,0.96,1922.9878,620.60486
"205","NonVascular",0.01,0.99,863.89435,635.74945
"206","Vacular",0.92,0.08,648.9087,628.03656
"207","NonVascular",0.17,0.83,1722.3412,629.2882
"209","Vacular",0.85,0.15,434.7819,653.854
"211","NonVascular",0.18,0.82,282.58188,668.04584
"215","NonVascular",0.01,0.99,1410.518,699.113
"216","NonVascular",0,1,802.75006,711.68884
"217","Vacular",0.97,0.03,970.09564,694.316
"218","NonVascular",0.02,0.98,890.6566,716.5688
"224","NonVascular",0.18,0.82,1874.0151,761.3808
"225","Vacular",0.92,0.08,437.94406,704.2098
"227","Vacular",0.83,0.17,469.30652,718.393
"228","NonVascular",0.04,0.96,677.2167,736.11285
"230","NonVascular",0.06,0.94,1298.7372,774.00275
"231","NonVascular",0.15,0.85,1770.1324,736.12555
"232","NonVascular",0.1,0.9,418.28403,754.3576
"234","NonVascular",0.06,0.94,1105.6,744.3143
"235","NonVascular",0.02,0.98,960.0758,789.2575
"236","NonVascular",0.02,0.98,1440.5654,758.6541
"237","NonVascular",0.03,0.97,1778.1053,832.49414
"239","Vacular",0.92,0.08,497.24872,778.30664
"240","NonVascular",0.01,0.99,870.425,816.10785
"241","NonVascular",0.02,0.98,1099.85,799.9625
"242","NonVascular",0.18,0.82,1612.653,787.3677
"243","NonVascular",0.03,0.97,299.25385,789.43463
"244","NonVascular",0.17,0.83,1680.2072,794.2838
"245","NonVascular",0.04,0.96,1591.7169,848.6078
"247","NonVascular",0.01,0.99,591.42065,812.0947
"249","NonVascular",0.18,0.82,1173.4429,832.06903
"250","NonVascular",0,1,318.6194,832.4207
"251","NonVascular",0.11,0.89,462.58704,816.7713
"252","NonVascular",0.12,0.88,1695.8434,863.6239
"253","NonVascular",0.12,0.88,676.7834,833.7996
"254","NonVascular",0.02,0.98,1099.8281,905.6815
"255","NonVascular",0.07,0.93,932.899,838.2196
"256","NonVascular",0.17,0.83,1472.4166,828.5417
"263","Vacular",0.98,0.02,67.790764,857.0217
"264","NonVascular",0.08,0.92,516.8734,854.35443
"265","Vacular",0.82,0.18,1388.9943,861.2695
"266","Vacular",0.95,0.05,1824.1,862.545
"268","NonVascular",0.04,0.96,1496.2252,884.84503
"269","NonVascular",0.11,0.89,815.718,865.98035
"271","NonVascular",0.08,0.92,11.041363,870.07544
