"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","NonVascular",0,1,130.466,26.621645
"4","NonVascular",0.06,0.94,223.14095,5.6744967
"7","NonVascular",0.06,0.94,448.4488,9.126829
"8","NonVascular",0.11,0.89,591.36633,16.313625
"9","NonVascular",0.18,0.82,620.16504,4.9417477
"10","Vacular",0.93,0.07,728.2374,7.575419
"11","Vacular",0.92,0.08,758.8263,3.994737
"12","NonVascular",0.02,0.98,1001.1804,26.869455
"13","NonVascular",0.01,0.99,1236.6538,9.269231
"14","NonVascular",0.17,0.83,1328.2062,12.123712
"16","Vacular",0.91,0.09,1546.8344,10.061571
"18","NonVascular",0.02,0.98,1760.3185,25.22589
"19","NonVascular",0,1,1840.0403,31.647058
"22","NonVascular",0.11,0.89,1918.9023,65.59841
"25","NonVascular",0.04,0.96,1694.7853,41.546196
"26","Vacular",0.98,0.02,814.81995,37.974277
"27","Vacular",0.98,0.02,548.01855,38.71618
"28","Vacular",0.92,0.08,1472.5977,40.34462
"29","NonVascular",0.19,0.81,1250.6528,37.770832
"30","NonVascular",0.18,0.82,731.6667,45.550137
"31","NonVascular",0.02,0.98,579.9263,53.525345
"32","NonVascular",0.07,0.93,98.14628,60.62234
"33","NonVascular",0.01,0.99,1504.7886,67.59291
"34","Vacular",0.89,0.11,1263.9064,59.996468
"35","Vacular",0.82,0.18,1321.442,62.27053
"37","NonVascular",0.18,0.82,1098.248,60.912
"41","NonVascular",0.04,0.96,1752.0684,94.932655
"43","NonVascular",0.02,0.98,1029.8525,136.31065
"44","Vacular",0.86,0.14,1432.6572,82.13002
"45","Vacular",0.95,0.05,1597.3462,82.46154
"47","NonVascular",0.01,0.99,169.0955,90.40562
"49","NonVascular",0.06,0.94,1254.6271,99.57194
"51","NonVascular",0.1,0.9,324.6989,90.95605
"52","Vacular",0.93,0.07,1315.8857,86.80817
"53","NonVascular",0.02,0.98,102.73359,114.223595
"54","NonVascular",0.11,0.89,211.05,95.108826
"55","NonVascular",0.05,0.95,1800.7708,95.03056
"57","NonVascular",0.18,0.82,435.29343,114.38443
"58","Vacular",0.87,0.13,483.1583,102.84749
"59","NonVascular",0.05,0.95,596.30347,112.343285
"60","NonVascular",0.01,0.99,891.1332,152.22351
"61","NonVascular",0.11,0.89,1931.7241,118.5
"63","NonVascular",0.01,0.99,1428.6243,179.48799
"64","NonVascular",0.12,0.88,318.884,124.727715
"65","NonVascular",0.04,0.96,1608.1898,122.350365
"67","NonVascular",0.16,0.84,720.3333,125.190475
"68","Vacular",0.9,0.1,847.5661,139.57797
"69","NonVascular",0.17,0.83,1652.2202,158.64922
"70","NonVascular",0.11,0.89,1869.5267,128.45801
"71","NonVascular",0.14,0.86,529.38586,192.84102
"72","NonVascular",0,1,1795.9794,173.26817
"73","NonVascular",0.01,0.99,145.32048,147.9641
"75","NonVascular",0.08,0.92,940.4418,229.00137
"77","NonVascular",0.19,0.81,1716.3411,163.54907
"78","NonVascular",0.06,0.94,1576.7084,159.95312
"79","NonVascular",0,1,1840.9468,180.3806
"83","NonVascular",0.13,0.87,1889.1926,193.49847
"85","NonVascular",0.03,0.97,449.8,191.912
"87","NonVascular",0.05,0.95,1673.5177,200.60461
"89","Vacular",0.85,0.15,1745.9818,205.851
"90","Vacular",0.84,0.16,275.43292,210.53455
"91","NonVascular",0,1,1925.3971,221.5724
"93","NonVascular",0.01,0.99,823.72546,216.15607
"94","NonVascular",0.03,0.97,1717.1368,215.45518
"95","NonVascular",0.04,0.96,1868.2439,246.84462
"97","NonVascular",0.08,0.92,1844.863,225.45535
"98","NonVascular",0.05,0.95,334.4531,227.27614
"100","NonVascular",0.04,0.96,1043.4359,229.13333
"101","NonVascular",0.05,0.95,1674.1356,246.69565
"103","Vacular",1,0,359.5505,238.42929
"104","NonVascular",0.07,0.93,1298.482,242.81818
"106","Vacular",0.88,0.12,640.36255,256.09164
"109","NonVascular",0.05,0.95,112.82353,270.86688
"110","Vacular",0.95,0.05,749.3382,269.57144
"111","NonVascular",0.03,0.97,1448.9573,275.3719
"113","NonVascular",0,1,545.3954,279.78775
"117","NonVascular",0.02,0.98,90.77821,292.0973
"118","Vacular",0.97,0.03,1622.6803,281.66586
"119","NonVascular",0.02,0.98,1251.2511,321.00995
"121","NonVascular",0.04,0.96,1721.2598,286.89426
"122","Vacular",1,0,458.957,284.2602
"123","NonVascular",0.11,0.89,837.59235,283.50955
"125","Vacular",0.99,0.01,355.5851,287.60638
"128","NonVascular",0.03,0.97,1650.0636,328.0039
"129","NonVascular",0.08,0.92,415.4427,310.0514
"130","Vacular",0.98,0.02,1483.5143,310.82336
"131","NonVascular",0.17,0.83,1551.92,309.74
"132","Vacular",0.93,0.07,1103.6355,316.2808
"134","NonVascular",0.07,0.93,1699.5486,380.10718
"136","Vacular",0.99,0.01,295.8957,322.07565
