"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","Vacular",0.97,0.03,429.6205,42.718376
"2","Vacular",0.98,0.02,1182.3815,55.31503
"3","NonVascular",0.1,0.9,206.9858,57.08807
"6","Vacular",0.81,0.19,1792.1514,99.49527
"7","Vacular",0.96,0.04,1280.0563,118.844505
"8","Vacular",0.99,0.01,1416.518,122.238464
"11","Vacular",0.9,0.1,295.02783,148.00398
"12","Vacular",0.86,0.14,324.17023,154.79787
"14","Vacular",0.98,0.02,895.26697,202.26477
"15","Vacular",0.96,0.04,1340.3053,227.91814
"17","Vacular",1,0,741.2971,238.40097
"19","NonVascular",0.09,0.91,883.94116,259.65128
"21","Vacular",0.99,0.01,1723.1117,270.6746
"23","Vacular",0.99,0.01,973.50226,319.16666
"24","Vacular",0.91,0.09,543.45276,329.9375
"25","Vacular",0.84,0.16,477.73438,327.67188
"27","Vacular",0.98,0.02,373.83295,351.76334
"28","Vacular",0.97,0.03,123.828224,351.44785
"29","Vacular",0.96,0.04,470.16083,356.29605
"30","Vacular",0.99,0.01,861.86884,377.5519
"31","NonVascular",0.14,0.86,331.31778,396.06415
"32","Vacular",0.93,0.07,768.20276,397.76666
"34","Vacular",0.96,0.04,1544.9889,442.22778
"35","Vacular",0.89,0.11,1391.8206,460.64584
"36","NonVascular",0.07,0.93,1666.9911,440.1607
"37","Vacular",1,0,411.57108,450.3934
"38","Vacular",0.81,0.19,1775.6666,455.08014
"39","Vacular",0.99,0.01,1293.6957,462.34784
"40","Vacular",0.93,0.07,1531.6561,464.64706
"41","NonVascular",0.06,0.94,1192.476,473.868
"42","Vacular",0.99,0.01,1053.9481,474.9033
"43","Vacular",1,0,371.16068,478.0443
"44","Vacular",1,0,1696.7,509.05896
"48","Vacular",0.91,0.09,1007.819,539.1832
"49","NonVascular",0.13,0.87,1035.7428,538.3619
"51","Vacular",0.99,0.01,892.9674,545.89404
"53","Vacular",0.96,0.04,1297.4257,554.6526
"56","Vacular",0.92,0.08,59.222958,582.7152
"57","NonVascular",0.02,0.98,941.0526,612.6711
"59","Vacular",0.99,0.01,125.76152,623.4255
"61","Vacular",0.97,0.03,859.272,643.974
"62","NonVascular",0.08,0.92,1003.3241,659
"64","NonVascular",0.12,0.88,627.886,664.9474
"65","NonVascular",0.06,0.94,616.07275,674.07275
"66","Vacular",1,0,87.557526,684.6217
"67","NonVascular",0.05,0.95,822.5736,691.9594
"68","Vacular",0.85,0.15,792.2816,724.16327
"69","Vacular",0.93,0.07,7.0588236,735.2276
"78","NonVascular",0.16,0.84,1359.4678,768.0645
"80","Vacular",1,0,1444.0995,784.3699
"82","Vacular",1,0,461.19363,875.05237
"83","Vacular",0.95,0.05,835.9799,883.4271
"85","NonVascular",0.13,0.87,380.345,956.12665
"86","NonVascular",0.05,0.95,465.46155,951.23627
"88","NonVascular",0.02,0.98,397.90695,987.6599
"90","Vacular",0.95,0.05,1026.2306,1086.7051
"91","Vacular",0.98,0.02,70.78734,1102.5012
"93","Vacular",0.99,0.01,414.37405,1114.0267
"94","Vacular",0.91,0.09,466.6027,1138.7919
"96","Vacular",1,0,136.93431,1160.0559
"97","Vacular",0.87,0.13,670.3534,1161.98
"98","Vacular",0.97,0.03,1805.7191,1201.0336
"99","NonVascular",0.14,0.86,1781.5,1218.6097
"101","NonVascular",0.01,0.99,1820.5,1229.5416
"102","Vacular",0.95,0.05,1828.6931,1271.4073
"103","Vacular",0.93,0.07,1626.1691,1294.0487
"104","Vacular",0.99,0.01,137.57674,1315.2649
"105","NonVascular",0.19,0.81,1248.7441,1312.2249
"106","NonVascular",0.16,0.84,544.6282,1359.645
"107","Vacular",1,0,1019.60645,1384.8463
"108","Vacular",0.99,0.01,1657.6837,1391.9021
"109","Vacular",0.99,0.01,604.5689,1392.6913
"110","Vacular",1,0,289.946,1415.5634
