object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Vacular,Probability of NonVascular,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Size in pixels,Center of the object_0,Center of the object_1
0,0,1,0,Vacular,0.55,0.45,116.0,67.0,27.0,0.0,2233.0,66.34707,38.06359
1,0,2,0,Vacular,0.75,0.25,541.0,24.0,526.0,0.0,201.0,532.99005,10.80597
2,0,3,0,NonVascular,0.04,0.96,1120.0,19.0,1094.0,0.0,373.0,1104.6569,8.040215
3,0,4,0,Vacular,0.64,0.36,1488.0,11.0,1469.0,0.0,176.0,1477.7727,4.2897725
4,0,5,0,Vacular,0.97,0.03,254.0,33.0,231.0,10.0,396.0,241.91919,20.782827
5,0,6,0,Vacular,1.0,0.0,833.0,34.0,810.0,14.0,365.0,820.5151,23.364384
6,0,7,0,NonVascular,0.33,0.67,18.0,31.0,0.0,18.0,125.0,6.624,24.248
7,0,8,0,Vacular,0.96,0.04,1658.0,40.0,1636.0,19.0,362.0,1647.0138,29.339779
8,0,9,0,NonVascular,0.18,0.82,1674.0,38.0,1664.0,26.0,84.0,1668.012,30.738094
9,0,10,0,Vacular,0.86,0.14,96.0,37.0,83.0,29.0,65.0,88.815384,32.67692
10,0,11,0,Vacular,1.0,0.0,536.0,55.0,508.0,34.0,423.0,520.06854,44.60993
11,0,12,0,Vacular,0.99,0.01,887.0,57.0,866.0,35.0,349.0,875.894,45.985672
12,0,13,0,NonVascular,0.21,0.79,1103.0,61.0,1074.0,37.0,473.0,1087.277,48.720932
13,0,14,0,Vacular,0.93,0.07,434.0,71.0,417.0,48.0,312.0,425.0,59.11859
14,0,15,0,NonVascular,0.22,0.78,783.0,59.0,774.0,49.0,64.0,777.7656,53.390625
15,0,16,0,Vacular,0.94,0.06,1346.0,67.0,1322.0,49.0,331.0,1333.8036,57.60725
16,0,17,0,Vacular,0.86,0.14,1791.0,74.0,1772.0,58.0,247.0,1780.7814,65.64777
17,0,18,0,Vacular,0.91,0.09,64.0,75.0,46.0,60.0,149.0,55.832214,66.13423
18,0,19,0,Vacular,0.86,0.14,1860.0,78.0,1836.0,60.0,336.0,1848.506,68.91071
19,0,20,0,Vacular,0.85,0.15,727.0,85.0,703.0,65.0,355.0,714.1183,73.76057
20,0,21,0,Vacular,0.78,0.22,140.0,77.0,131.0,67.0,51.0,135.0,71.29412
21,0,22,0,NonVascular,0.49,0.51,146.0,119.0,78.0,70.0,1269.0,117.07014,90.07329
22,0,23,0,NonVascular,0.0,1.0,704.0,129.0,645.0,70.0,1484.0,671.6287,99.06604
23,0,24,0,Vacular,1.0,0.0,329.0,99.0,306.0,79.0,367.0,317.1989,88.133514
24,0,25,0,NonVascular,0.21,0.79,1003.0,97.0,991.0,79.0,134.0,996.5,87.89552
25,0,26,0,Vacular,1.0,0.0,1144.0,105.0,1124.0,84.0,338.0,1134.0059,93.93491
26,0,27,0,Vacular,0.94,0.06,1549.0,106.0,1527.0,86.0,361.0,1536.7811,95.3795
27,0,28,0,NonVascular,0.03,0.97,643.0,141.0,609.0,91.0,758.0,623.5066,119.97757
28,0,29,0,Vacular,0.62,0.38,194.0,166.0,142.0,92.0,1384.0,167.9039,127.07948
29,0,30,0,Vacular,0.78,0.22,1863.0,114.0,1839.0,96.0,338.0,1850.7219,104.22485
