object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Vacular,Probability of NonVascular,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Size in pixels,Center of the object_0,Center of the object_1
0,0,1,0,NonVascular,0.35,0.65,756.0,9.0,738.0,0.0,128.0,745.8906,3.2578125
1,0,2,0,NonVascular,0.22,0.78,1928.0,15.0,1914.0,0.0,153.0,1921.6602,5.5816994
2,0,3,0,NonVascular,0.43,0.57,602.0,27.0,588.0,10.0,162.0,594.3765,17.191359
3,0,4,0,NonVascular,0.21,0.79,357.0,23.0,348.0,12.0,70.0,351.8857,16.985714
4,0,5,0,Vacular,1.0,0.0,994.0,32.0,973.0,12.0,338.0,983.1509,21.72781
5,0,6,0,Vacular,0.82,0.18,775.0,57.0,754.0,25.0,443.0,763.9007,42.02483
6,0,7,0,NonVascular,0.4,0.6,900.0,61.0,883.0,47.0,191.0,891.05237,53.21466
7,0,8,0,Vacular,0.79,0.21,1936.0,67.0,1920.0,51.0,197.0,1927.2081,59.375633
8,0,9,0,Vacular,0.79,0.21,1936.0,93.0,1914.0,70.0,271.0,1925.1882,83.60886
9,0,10,0,Vacular,0.87,0.13,1615.0,96.0,1596.0,77.0,292.0,1604.7568,86.130135
10,0,11,0,Vacular,0.66,0.34,412.0,95.0,401.0,82.0,99.0,406.43436,88.09091
11,0,12,0,NonVascular,0.2,0.8,1936.0,125.0,1923.0,108.0,148.0,1930.4054,117.304054
12,0,13,0,NonVascular,0.05,0.95,801.0,168.0,778.0,129.0,470.0,791.4191,151.31915
13,0,14,0,NonVascular,0.22,0.78,732.0,168.0,705.0,144.0,447.0,718.07605,156.17226
14,0,15,0,NonVascular,0.06,0.94,1759.0,165.0,1741.0,147.0,231.0,1749.5325,155.62338
15,0,16,0,NonVascular,0.21,0.79,1742.0,191.0,1712.0,158.0,591.0,1725.6903,173.32149
16,0,17,0,NonVascular,0.49,0.51,161.0,178.0,141.0,159.0,275.0,150.26909,168.06909
17,0,18,0,NonVascular,0.18,0.82,745.0,168.0,730.0,162.0,67.0,736.7761,163.98508
18,0,19,0,Vacular,0.52,0.48,901.0,181.0,880.0,164.0,268.0,890.4403,172.06717
19,0,20,0,Vacular,0.9,0.1,88.0,190.0,37.0,169.0,746.0,62.524128,179.92091
20,0,21,0,Vacular,0.78,0.22,443.0,181.0,423.0,172.0,123.0,433.79675,175.69919
21,0,22,0,Vacular,0.63,0.37,419.0,202.0,392.0,175.0,557.0,405.14722,187.60503
22,0,23,0,Vacular,0.79,0.21,1054.0,195.0,1038.0,181.0,176.0,1045.2898,187.39772
23,0,24,0,Vacular,0.91,0.09,12.0,210.0,0.0,196.0,122.0,4.4262295,202.36885
24,0,25,0,NonVascular,0.25,0.75,1306.0,225.0,1282.0,207.0,301.0,1292.8007,215.60133
25,0,26,0,NonVascular,0.47,0.53,990.0,259.0,971.0,238.0,312.0,980.21796,247.88782
26,0,27,0,NonVascular,0.3,0.7,1369.0,289.0,1338.0,265.0,471.0,1351.4182,276.3737
27,0,28,0,NonVascular,0.19,0.81,1832.0,279.0,1821.0,267.0,97.0,1825.9175,272.5258
28,0,29,0,NonVascular,0.39,0.61,171.0,293.0,152.0,271.0,283.0,161.55476,280.37808
29,0,30,0,Vacular,0.96,0.04,1080.0,305.0,1058.0,279.0,432.0,1069.4028,292.16434
30,0,31,0,Vacular,0.72,0.28,1899.0,301.0,1879.0,283.0,291.0,1888.4915,291.3574
31,0,32,0,NonVascular,0.29,0.71,374.0,303.0,360.0,287.0,145.0,367.09656,293.74484
32,0,33,0,NonVascular,0.43,0.57,195.0,308.0,176.0,291.0,234.0,185.52136,299.2906
33,0,34,0,Vacular,0.91,0.09,342.0,319.0,321.0,295.0,397.0,330.88412,306.78085
34,0,35,0,NonVascular,0.26,0.74,70.0,324.0,54.0,307.0,202.0,61.074257,315.30695
35,0,36,0,Vacular,0.68,0.32,662.0,349.0,635.0,318.0,543.0,648.2339,333.80112
36,0,37,0,NonVascular,0.22,0.78,982.0,346.0,964.0,322.0,307.0,972.49835,334.68405
37,0,38,0,Vacular,0.99,0.01,1671.0,349.0,1647.0,329.0,383.0,1658.2089,338.3264
38,0,39,0,Vacular,0.81,0.19,257.0,354.0,236.0,335.0,300.0,245.76,343.78333
39,0,40,0,NonVascular,0.39,0.61,1110.0,378.0,1084.0,353.0,463.0,1097.1317,365.2851
40,0,41,0,NonVascular,0.33,0.67,377.0,393.0,358.0,371.0,325.0,367.30768,382.19693
41,0,42,0,Vacular,0.98,0.02,847.0,440.0,825.0,415.0,407.0,834.8673,427.1376
42,0,43,0,NonVascular,0.31,0.69,358.0,426.0,350.0,416.0,61.0,354.03278,419.86887
