object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Vacular,Probability of NonVascular,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Size in pixels,Center of the object_0,Center of the object_1
0,0,1,0,NonVascular,0.44,0.56,180.0,12.0,166.0,0.0,129.0,172.93799,4.604651
1,0,2,0,Vacular,0.95,0.05,214.0,14.0,194.0,0.0,227.0,203.0793,5.5286345
2,0,3,0,NonVascular,0.18,0.82,1213.0,17.0,1198.0,0.0,180.0,1204.5778,7.0111113
3,0,4,0,Vacular,0.73,0.27,1244.0,11.0,1225.0,0.0,173.0,1233.7919,4.3410406
4,0,5,0,NonVascular,0.19,0.81,1319.0,13.0,1294.0,0.0,255.0,1305.9059,4.909804
5,0,6,0,NonVascular,0.0,1.0,1503.0,42.0,1440.0,0.0,1622.0,1467.7811,16.768805
6,0,7,0,NonVascular,0.48,0.52,1552.0,53.0,1507.0,0.0,1125.0,1530.5983,26.931555
7,0,8,0,NonVascular,0.05,0.95,1396.0,37.0,1360.0,9.0,682.0,1377.9414,20.963343
8,0,9,0,NonVascular,0.22,0.78,650.0,28.0,640.0,21.0,57.0,643.9123,24.035088
9,0,10,0,Vacular,0.98,0.02,466.0,43.0,444.0,22.0,360.0,454.53888,31.622223
10,0,11,0,NonVascular,0.0,1.0,1586.0,68.0,1542.0,24.0,1168.0,1566.3347,47.392124
11,0,12,0,NonVascular,0.19,0.81,1503.0,39.0,1493.0,26.0,97.0,1496.8145,31.350515
12,0,13,0,Vacular,0.97,0.03,138.0,49.0,116.0,30.0,310.0,126.296776,38.835484
13,0,14,0,Vacular,1.0,0.0,884.0,57.0,863.0,34.0,366.0,873.2404,45.0
14,0,15,0,NonVascular,0.4,0.6,9.0,44.0,0.0,36.0,61.0,3.4754097,39.262295
15,0,16,0,NonVascular,0.41,0.59,928.0,171.0,831.0,60.0,3077.0,883.97205,120.01755
16,0,17,0,Vacular,0.92,0.08,818.0,87.0,797.0,66.0,358.0,807.1844,75.80727
17,0,18,0,NonVascular,0.16,0.84,402.0,87.0,375.0,67.0,317.0,388.40378,76.69401
18,0,19,0,NonVascular,0.18,0.82,299.0,103.0,273.0,72.0,510.0,283.4392,88.02745
19,0,20,0,NonVascular,0.23,0.77,793.0,87.0,785.0,72.0,62.0,787.8226,79.758064
20,0,21,0,NonVascular,0.29,0.71,1529.0,101.0,1511.0,74.0,311.0,1519.3827,88.46302
21,0,22,0,NonVascular,0.19,0.81,367.0,89.0,347.0,79.0,114.0,356.0877,83.42105
22,0,23,0,Vacular,0.81,0.19,1046.0,103.0,1026.0,84.0,288.0,1035.6736,93.03472
23,0,24,0,Vacular,0.96,0.04,432.0,114.0,400.0,94.0,473.0,415.5835,103.62157
24,0,25,0,Vacular,0.73,0.27,1577.0,134.0,1535.0,98.0,762.0,1555.5997,112.55774
25,0,26,0,NonVascular,0.01,0.99,393.0,161.0,356.0,110.0,1132.0,374.29504,132.1864
26,0,27,0,NonVascular,0.38,0.62,1614.0,140.0,1584.0,118.0,366.0,1599.9836,128.5601
27,0,28,0,NonVascular,0.06,0.94,1098.0,169.0,1071.0,135.0,480.0,1083.327,153.06667
28,0,29,0,NonVascular,0.14,0.86,663.0,325.0,524.0,142.0,7785.0,602.3198,228.9124
29,0,30,0,Vacular,0.58,0.42,597.0,166.0,574.0,150.0,235.0,586.73615,157.57872
30,0,31,0,Vacular,0.95,0.05,1123.0,178.0,1098.0,155.0,417.0,1110.8705,165.34293
31,0,32,0,NonVascular,0.23,0.77,1626.0,197.0,1569.0,156.0,1219.0,1593.2822,172.88762
32,0,33,0,NonVascular,0.1,0.9,240.0,203.0,185.0,157.0,1444.0,212.34834,180.1932
33,0,34,0,Vacular,0.93,0.07,1275.0,175.0,1256.0,157.0,258.0,1265.0349,165.59302
34,0,35,0,NonVascular,0.19,0.81,407.0,210.0,340.0,158.0,1269.0,377.32782,183.54373
35,0,36,0,NonVascular,0.02,0.98,889.0,184.0,869.0,161.0,291.0,878.14777,171.2371
36,0,37,0,NonVascular,0.12,0.88,1174.0,195.0,1149.0,169.0,351.0,1162.8774,180.7151
37,0,38,0,NonVascular,0.15,0.85,1143.0,198.0,1123.0,175.0,275.0,1132.4146,187.29091
38,0,39,0,Vacular,0.89,0.11,1401.0,199.0,1381.0,179.0,313.0,1390.7092,188.39297
39,0,40,0,NonVascular,0.05,0.95,1565.0,206.0,1547.0,184.0,219.0,1555.589,194.84932
40,0,41,0,NonVascular,0.01,0.99,304.0,225.0,270.0,190.0,869.0,286.1358,206.95972
41,0,42,0,NonVascular,0.02,0.98,1667.0,293.0,1528.0,195.0,4937.0,1609.316,247.51894
42,0,43,0,NonVascular,0.05,0.95,848.0,224.0,825.0,205.0,259.0,834.12354,215.19305
43,0,44,0,NonVascular,0.15,0.85,173.0,242.0,156.0,223.0,251.0,164.33466,232.74503
44,0,45,0,Vacular,0.82,0.18,249.0,252.0,226.0,227.0,436.0,236.94266,239.37386
45,0,46,0,NonVascular,0.02,0.98,1490.0,268.0,1450.0,237.0,985.0,1469.7838,252.12082
46,0,47,0,Vacular,0.92,0.08,1387.0,274.0,1364.0,252.0,392.0,1375.5332,261.71173
47,0,48,0,NonVascular,0.01,0.99,1419.0,287.0,1388.0,253.0,770.0,1401.9585,269.71817
48,0,49,0,NonVascular,0.03,0.97,1315.0,371.0,1239.0,292.0,2784.0,1277.0693,329.8064
49,0,50,0,Vacular,0.95,0.05,929.0,329.0,908.0,308.0,329.0,918.1337,317.64743
50,0,51,0,NonVascular,0.07,0.93,1703.0,340.0,1685.0,317.0,305.0,1693.0623,326.88852
51,0,52,0,NonVascular,0.21,0.79,537.0,349.0,511.0,326.0,245.0,522.7184,336.91428
52,0,53,0,NonVascular,0.17,0.83,576.0,353.0,542.0,331.0,443.0,558.3409,341.54626
53,0,54,0,Vacular,0.98,0.02,1362.0,354.0,1343.0,335.0,285.0,1351.6385,343.32632
54,0,55,0,NonVascular,0.16,0.84,301.0,356.0,287.0,338.0,144.0,292.55554,345.0
55,0,56,0,NonVascular,0.28,0.72,1533.0,375.0,1508.0,347.0,420.0,1520.1047,359.6024
56,0,57,0,Vacular,0.97,0.03,223.0,382.0,204.0,360.0,344.0,212.61046,370.3343
57,0,58,0,NonVascular,0.01,0.99,1166.0,392.0,1146.0,362.0,430.0,1155.8651,377.98138
58,0,59,0,Vacular,0.98,0.02,144.0,387.0,122.0,366.0,360.0,132.08333,375.71667
59,0,60,0,NonVascular,0.08,0.92,1127.0,452.0,995.0,375.0,4051.0,1060.8575,408.95978
60,0,61,0,NonVascular,0.0,1.0,1872.0,491.0,1767.0,395.0,4031.0,1815.8733,435.3019
61,0,62,0,Vacular,0.96,0.04,503.0,420.0,479.0,400.0,376.0,490.0053,409.60107
62,0,63,0,Vacular,0.64,0.36,1180.0,435.0,1128.0,402.0,772.0,1150.8394,418.807
63,0,64,0,NonVascular,0.08,0.92,1498.0,432.0,1473.0,409.0,418.0,1483.8948,419.23685
64,0,65,0,Vacular,0.96,0.04,695.0,441.0,676.0,417.0,362.0,684.81213,428.56076
65,0,66,0,NonVascular,0.14,0.86,1525.0,442.0,1500.0,418.0,375.0,1514.0054,429.976
66,0,67,0,Vacular,0.92,0.08,456.0,453.0,437.0,430.0,338.0,445.83432,440.70117
67,0,68,0,Vacular,0.95,0.05,1194.0,459.0,1174.0,437.0,328.0,1182.811,447.5884
68,0,69,0,NonVascular,0.21,0.79,1387.0,453.0,1377.0,444.0,64.0,1381.3125,447.51562
69,0,70,0,NonVascular,0.2,0.8,1538.0,456.0,1525.0,444.0,96.0,1531.7604,449.7604
70,0,71,0,NonVascular,0.3,0.7,1857.0,586.0,1698.0,444.0,7296.0,1767.7478,529.76904
71,0,72,0,Vacular,1.0,0.0,27.0,474.0,5.0,453.0,360.0,15.913889,463.40555
72,0,73,0,NonVascular,0.24,0.76,1390.0,463.0,1382.0,455.0,54.0,1385.7778,458.5
