object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Vacular,Probability of NonVascular,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Size in pixels,Center of the object_0,Center of the object_1
0,0,1,0,NonVascular,0.09,0.91,563.0,17.0,545.0,0.0,176.0,552.767,5.1363635
1,0,2,0,NonVascular,0.03,0.97,836.0,200.0,660.0,0.0,9964.0,757.49084,75.1934
2,0,3,0,NonVascular,0.24,0.76,909.0,76.0,830.0,0.0,1769.0,873.7875,37.903336
3,0,4,0,Vacular,0.68,0.32,991.0,6.0,977.0,0.0,64.0,983.6719,1.90625
4,0,5,0,Vacular,0.98,0.02,1167.0,14.0,1144.0,0.0,284.0,1155.2571,6.147887
5,0,6,0,Vacular,0.84,0.16,1237.0,7.0,1217.0,0.0,119.0,1226.7983,2.6470587
6,0,7,0,Vacular,0.54,0.46,543.0,52.0,482.0,5.0,1198.0,513.24457,26.01085
7,0,8,0,Vacular,0.96,0.04,1017.0,41.0,998.0,8.0,488.0,1006.7295,24.780737
8,0,9,0,Vacular,0.8,0.2,1679.0,24.0,1659.0,8.0,235.0,1668.7787,15.293617
9,0,10,0,NonVascular,0.09,0.91,954.0,29.0,935.0,11.0,251.0,943.93225,18.69721
10,0,11,0,NonVascular,0.05,0.95,412.0,44.0,388.0,15.0,454.0,399.57928,27.865639
11,0,12,0,Vacular,1.0,0.0,476.0,41.0,456.0,20.0,342.0,465.73978,30.181286
12,0,13,0,Vacular,0.97,0.03,663.0,42.0,640.0,23.0,332.0,650.5512,32.17771
13,0,14,0,Vacular,0.98,0.02,991.0,55.0,967.0,32.0,421.0,979.0309,42.710213
14,0,15,0,Vacular,0.9,0.1,1315.0,52.0,1292.0,35.0,310.0,1303.2516,42.958065
15,0,16,0,NonVascular,0.02,0.98,1192.0,141.0,1087.0,43.0,3528.0,1131.3881,100.96173
16,0,17,0,NonVascular,0.19,0.81,459.0,59.0,436.0,44.0,174.0,447.7069,50.833332
17,0,18,0,NonVascular,0.02,0.98,687.0,126.0,616.0,52.0,2013.0,648.34076,91.48435
18,0,19,0,NonVascular,0.01,0.99,1075.0,83.0,1033.0,54.0,709.0,1057.7052,66.689705
19,0,20,0,NonVascular,0.01,0.99,169.0,83.0,125.0,55.0,584.0,139.86473,68.770546
20,0,21,0,NonVascular,0.39,0.61,121.0,86.0,94.0,57.0,587.0,107.77172,72.22828
21,0,22,0,Vacular,1.0,0.0,436.0,85.0,415.0,59.0,384.0,424.2604,71.67448
