object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Vacular,Probability of NonVascular,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Size in pixels,Center of the object_0,Center of the object_1
0,0,1,0,NonVascular,0.18,0.82,47.0,15.0,34.0,0.0,132.0,40.477272,7.3333335
1,0,2,0,NonVascular,0.4,0.6,71.0,12.0,58.0,0.0,132.0,64.38636,4.7651515
2,0,3,0,NonVascular,0.13,0.87,183.0,134.0,36.0,0.0,5395.0,117.15311,65.489525
3,0,4,0,NonVascular,0.22,0.78,1617.0,11.0,1608.0,0.0,53.0,1611.2075,3.2830188
4,0,5,0,Vacular,1.0,0.0,1405.0,36.0,1384.0,14.0,352.0,1394.1222,24.12216
5,0,6,0,Vacular,0.93,0.07,1652.0,56.0,1635.0,37.0,246.0,1643.0895,46.09756
6,0,7,0,Vacular,0.94,0.06,51.0,77.0,25.0,56.0,415.0,37.763855,65.520485
7,0,8,0,NonVascular,0.19,0.81,26.0,180.0,0.0,84.0,960.0,11.208333,134.17188
8,0,9,0,Vacular,0.95,0.05,1676.0,108.0,1659.0,86.0,299.0,1667.0302,96.16722
9,0,10,0,NonVascular,0.03,0.97,213.0,162.0,163.0,109.0,1290.0,186.9248,135.05814
10,0,11,0,NonVascular,0.2,0.8,141.0,136.0,126.0,131.0,52.0,133.13461,133.17308
11,0,12,0,Vacular,0.95,0.05,1419.0,157.0,1397.0,138.0,340.0,1407.3383,147.26176
12,0,13,0,Vacular,0.91,0.09,1604.0,167.0,1585.0,147.0,303.0,1594.0924,156.63696
13,0,14,0,Vacular,0.78,0.22,70.0,173.0,46.0,155.0,335.0,57.28955,163.21194
14,0,15,0,Vacular,0.97,0.03,775.0,179.0,755.0,157.0,332.0,764.3313,167.58736
15,0,16,0,NonVascular,0.48,0.52,490.0,195.0,474.0,181.0,165.0,481.34546,187.39394
16,0,17,0,Vacular,1.0,0.0,1219.0,206.0,1200.0,184.0,323.0,1209.2725,194.34366
17,0,18,0,NonVascular,0.21,0.79,276.0,207.0,254.0,188.0,292.0,264.71576,197.07191
18,0,19,0,Vacular,0.89,0.11,868.0,239.0,849.0,216.0,330.0,858.23334,226.70303
19,0,20,0,Vacular,0.92,0.08,674.0,240.0,655.0,221.0,274.0,664.3066,229.95256
20,0,21,0,Vacular,0.73,0.27,1582.0,236.0,1571.0,228.0,71.0,1576.2394,231.19719
21,0,22,0,NonVascular,0.17,0.83,98.0,265.0,84.0,252.0,127.0,90.937004,257.58267
22,0,23,0,Vacular,0.85,0.15,1054.0,283.0,1036.0,265.0,261.0,1044.3257,273.47125
23,0,24,0,NonVascular,0.49,0.51,343.0,290.0,327.0,274.0,197.0,334.48224,281.44162
24,0,25,0,Vacular,0.94,0.06,1747.0,303.0,1728.0,282.0,311.0,1736.6399,291.6656
25,0,26,0,Vacular,0.89,0.11,1334.0,315.0,1313.0,295.0,328.0,1322.5122,304.89938
26,0,27,0,Vacular,0.63,0.37,83.0,317.0,63.0,299.0,269.0,72.185875,307.52417
27,0,28,0,Vacular,0.93,0.07,1560.0,340.0,1540.0,318.0,353.0,1549.3824,328.37393
28,0,29,0,Vacular,0.99,0.01,683.0,364.0,664.0,339.0,366.0,672.3579,350.80875
29,0,30,0,NonVascular,0.4,0.6,1376.0,361.0,1367.0,339.0,159.0,1371.0251,348.95596
30,0,31,0,NonVascular,0.0,1.0,1290.0,416.0,1223.0,350.0,2646.0,1251.1168,380.78458
31,0,32,0,NonVascular,0.19,0.81,496.0,360.0,484.0,353.0,54.0,488.94446,355.66666
32,0,33,0,NonVascular,0.01,0.99,1202.0,390.0,1165.0,354.0,867.0,1184.9181,373.28604
33,0,34,0,Vacular,0.98,0.02,1162.0,379.0,1141.0,359.0,335.0,1151.1194,368.4179
34,0,35,0,Vacular,0.91,0.09,1840.0,409.0,1820.0,381.0,398.0,1829.985,393.9975
35,0,36,0,Vacular,0.85,0.15,128.0,409.0,108.0,390.0,292.0,117.36644,399.3904
