object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Vacular,Probability of NonVascular,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Size in pixels,Center of the object_0,Center of the object_1
0,0,1,0,NonVascular,0.28,0.72,867.0,15.0,849.0,0.0,206.0,857.8495,6.3203883
1,0,2,0,Vacular,0.95,0.05,1743.0,32.0,1725.0,12.0,273.0,1733.4762,21.164835
2,0,3,0,NonVascular,0.43,0.57,1886.0,29.0,1871.0,14.0,182.0,1878.0385,20.912088
3,0,4,0,Vacular,0.95,0.05,1144.0,40.0,1125.0,18.0,305.0,1134.2656,28.209837
4,0,5,0,Vacular,0.89,0.11,1604.0,57.0,1588.0,41.0,205.0,1595.5658,48.15122
5,0,6,0,Vacular,0.89,0.11,1803.0,61.0,1784.0,42.0,291.0,1793.0413,51.285225
6,0,7,0,Vacular,0.98,0.02,284.0,77.0,264.0,51.0,405.0,273.2247,63.246914
7,0,8,0,Vacular,0.96,0.04,158.0,87.0,133.0,65.0,435.0,145.0046,76.07356
8,0,9,0,Vacular,0.81,0.19,344.0,119.0,324.0,95.0,376.0,333.40958,106.57447
9,0,10,0,Vacular,0.62,0.38,1539.0,120.0,1523.0,101.0,243.0,1530.7202,110.18107
10,0,11,0,Vacular,0.67,0.33,728.0,126.0,707.0,104.0,342.0,716.97955,114.52631
11,0,12,0,NonVascular,0.49,0.51,976.0,159.0,943.0,131.0,509.0,957.4794,142.91159
12,0,13,0,NonVascular,0.27,0.73,991.0,182.0,972.0,149.0,366.0,981.153,167.75957
13,0,14,0,Vacular,0.83,0.17,1616.0,177.0,1599.0,156.0,274.0,1606.5073,166.12408
14,0,15,0,Vacular,0.8,0.2,30.0,177.0,9.0,157.0,307.0,18.30293,167.0391
15,0,16,0,NonVascular,0.33,0.67,1420.0,184.0,1398.0,164.0,360.0,1408.275,173.53612
16,0,17,0,Vacular,0.98,0.02,386.0,200.0,367.0,177.0,329.0,376.10333,187.58966
17,0,18,0,NonVascular,0.03,0.97,1171.0,225.0,1139.0,189.0,805.0,1153.7528,207.33664
18,0,19,0,Vacular,0.87,0.13,1207.0,229.0,1196.0,216.0,106.0,1200.8019,221.9717
19,0,20,0,NonVascular,0.48,0.52,1749.0,238.0,1737.0,223.0,135.0,1742.2444,230.03703
20,0,21,0,Vacular,0.97,0.03,1219.0,251.0,1198.0,235.0,244.0,1208.2623,242.23361
21,0,22,0,Vacular,0.98,0.02,1453.0,259.0,1425.0,236.0,427.0,1439.8267,247.04918
22,0,23,0,Vacular,0.53,0.47,1061.0,260.0,1039.0,242.0,292.0,1049.25,250.54453
23,0,24,0,Vacular,0.95,0.05,1188.0,267.0,1167.0,242.0,386.0,1176.7332,254.52072
24,0,25,0,Vacular,0.95,0.05,17.0,278.0,0.0,252.0,296.0,7.1486487,263.11826
25,0,26,0,Vacular,0.96,0.04,75.0,281.0,42.0,258.0,523.0,57.592735,267.97324
26,0,27,0,Vacular,0.91,0.09,1094.0,286.0,1057.0,266.0,489.0,1074.632,275.7587
27,0,28,0,Vacular,0.92,0.08,99.0,294.0,74.0,272.0,369.0,87.14363,283.25473
28,0,29,0,NonVascular,0.22,0.78,436.0,296.0,428.0,286.0,63.0,431.57144,290.9365
29,0,30,0,Vacular,0.98,0.02,1049.0,316.0,1030.0,293.0,330.0,1038.9454,304.17273
30,0,31,0,NonVascular,0.42,0.58,1893.0,313.0,1881.0,303.0,96.0,1886.6666,307.47916
31,0,32,0,NonVascular,0.48,0.52,29.0,337.0,3.0,305.0,582.0,16.646048,321.21304
32,0,33,0,Vacular,0.91,0.09,430.0,341.0,411.0,316.0,374.0,420.03207,328.0187
33,0,34,0,Vacular,0.65,0.35,1165.0,341.0,1148.0,327.0,185.0,1155.7244,333.6973
