object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Vacular,Probability of NonVascular,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Size in pixels,Center of the object_0,Center of the object_1
0,0,1,0,NonVascular,0.02,0.98,39.0,77.0,0.0,0.0,1635.0,15.517431,41.09358
1,0,2,0,NonVascular,0.42,0.58,1129.0,10.0,1099.0,0.0,237.0,1113.7173,3.6371307
2,0,3,0,NonVascular,0.0,1.0,1416.0,75.0,1325.0,0.0,4068.0,1373.5432,38.661015
3,0,4,0,NonVascular,0.44,0.56,1543.0,20.0,1528.0,6.0,150.0,1534.6733,12.48
4,0,5,0,Vacular,0.93,0.07,797.0,57.0,775.0,37.0,347.0,785.62537,47.025936
5,0,6,0,Vacular,0.98,0.02,153.0,85.0,132.0,63.0,342.0,141.61696,73.891815
6,0,7,0,NonVascular,0.41,0.59,1251.0,81.0,1237.0,63.0,194.0,1243.6907,71.28866
7,0,8,0,Vacular,0.98,0.02,613.0,88.0,591.0,64.0,406.0,601.766,75.01971
8,0,9,0,NonVascular,0.02,0.98,459.0,126.0,415.0,66.0,1081.0,433.2433,91.40056
9,0,10,0,NonVascular,0.12,0.88,66.0,94.0,56.0,80.0,107.0,60.61682,86.68224
10,0,11,0,Vacular,0.99,0.01,292.0,105.0,267.0,84.0,400.0,279.485,93.855
11,0,12,0,NonVascular,0.4,0.6,168.0,103.0,156.0,92.0,68.0,161.26471,98.10294
12,0,13,0,Vacular,0.66,0.34,201.0,132.0,170.0,92.0,382.0,185.411,109.3979
13,0,14,0,NonVascular,0.1,0.9,1170.0,252.0,1113.0,104.0,2845.0,1142.9293,168.78453
14,0,15,0,NonVascular,0.01,0.99,898.0,140.0,860.0,105.0,569.0,880.9877,120.12654
15,0,16,0,Vacular,0.82,0.18,675.0,143.0,658.0,116.0,351.0,666.4103,128.23077
16,0,17,0,Vacular,0.99,0.01,411.0,146.0,384.0,125.0,421.0,397.51068,134.59857
17,0,18,0,NonVascular,0.48,0.52,1675.0,160.0,1657.0,140.0,289.0,1665.1522,149.2526
18,0,19,0,Vacular,0.96,0.04,1554.0,164.0,1533.0,144.0,309.0,1542.7799,153.16829
19,0,20,0,NonVascular,0.41,0.59,688.0,164.0,671.0,148.0,200.0,678.9,155.9
20,0,21,0,Vacular,0.57,0.43,1441.0,190.0,1422.0,171.0,292.0,1431.1986,180.17809
21,0,22,0,Vacular,1.0,0.0,479.0,201.0,457.0,179.0,367.0,467.41144,189.8256
22,0,23,0,NonVascular,0.12,0.88,847.0,343.0,664.0,182.0,8704.0,754.6644,267.8565
23,0,24,0,NonVascular,0.42,0.58,165.0,227.0,128.0,184.0,1043.0,148.46692,205.50336
24,0,25,0,Vacular,0.96,0.04,951.0,214.0,931.0,190.0,400.0,941.0325,201.375
25,0,26,0,NonVascular,0.01,0.99,64.0,241.0,38.0,191.0,838.0,51.174225,216.51074
26,0,27,0,Vacular,0.8,0.2,1875.0,214.0,1854.0,191.0,366.0,1864.2787,202.3306
27,0,28,0,Vacular,0.87,0.13,190.0,239.0,178.0,227.0,106.0,183.62263,232.22641
28,0,29,0,Vacular,0.62,0.38,195.0,299.0,158.0,229.0,952.0,177.3771,261.42752
