object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Vacular,Probability of NonVascular,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Size in pixels,Center of the object_0,Center of the object_1
0,0,1,0,NonVascular,0.39,0.61,1373.0,8.0,1353.0,0.0,110.0,1362.5272,3.9272728
1,0,2,0,Vacular,0.93,0.07,1400.0,11.0,1379.0,0.0,169.0,1389.4142,3.887574
2,0,3,0,Vacular,0.95,0.05,1454.0,20.0,1430.0,0.0,364.0,1440.3792,8.453297
3,0,4,0,Vacular,0.73,0.27,1515.0,24.0,1472.0,0.0,640.0,1489.6829,8.389063
4,0,5,0,NonVascular,0.25,0.75,1534.0,19.0,1519.0,0.0,209.0,1525.8564,9.301435
5,0,6,0,NonVascular,0.1,0.9,1647.0,17.0,1625.0,0.0,223.0,1635.1031,5.1973095
6,0,7,0,Vacular,0.8,0.2,1051.0,43.0,1024.0,7.0,567.0,1037.8448,25.867725
7,0,8,0,Vacular,1.0,0.0,187.0,29.0,162.0,8.0,401.0,173.80049,18.431421
8,0,9,0,Vacular,0.94,0.06,1347.0,27.0,1323.0,11.0,230.0,1333.5739,19.056522
9,0,10,0,NonVascular,0.21,0.79,977.0,23.0,966.0,13.0,54.0,971.53705,17.925926
10,0,11,0,Vacular,0.9,0.1,1364.0,50.0,1338.0,16.0,473.0,1351.0846,33.837208
11,0,12,0,Vacular,0.79,0.21,833.0,29.0,825.0,19.0,67.0,828.61194,23.761194
12,0,13,0,NonVascular,0.31,0.69,1080.0,47.0,1062.0,30.0,235.0,1070.5021,38.578724
13,0,14,0,Vacular,0.97,0.03,454.0,59.0,429.0,37.0,398.0,442.3392,48.63819
14,0,15,0,NonVascular,0.02,0.98,1889.0,71.0,1870.0,48.0,299.0,1880.1238,59.361202
15,0,16,0,Vacular,0.94,0.06,214.0,77.0,193.0,49.0,425.0,203.21176,62.915295
16,0,17,0,Vacular,0.8,0.2,427.0,68.0,415.0,57.0,100.0,420.95,61.32
17,0,18,0,Vacular,0.86,0.14,1481.0,74.0,1459.0,58.0,270.0,1469.063,65.63333
18,0,19,0,NonVascular,0.43,0.57,1084.0,76.0,1069.0,60.0,176.0,1076.5966,67.306816
19,0,20,0,Vacular,0.98,0.02,426.0,102.0,403.0,74.0,494.0,414.25302,86.771255
20,0,21,0,NonVascular,0.47,0.53,1189.0,108.0,1176.0,95.0,118.0,1181.822,101.144066
21,0,22,0,Vacular,0.94,0.06,567.0,135.0,542.0,108.0,436.0,552.59406,122.48395
22,0,23,0,NonVascular,0.15,0.85,1063.0,128.0,1045.0,111.0,222.0,1053.7612,118.9955
23,0,24,0,NonVascular,0.21,0.79,178.0,125.0,164.0,117.0,74.0,171.02702,120.16216
24,0,25,0,Vacular,0.94,0.06,621.0,174.0,600.0,151.0,358.0,610.1508,162.39386
25,0,26,0,Vacular,0.97,0.03,1002.0,191.0,979.0,169.0,388.0,990.36084,179.73454
26,0,27,0,Vacular,1.0,0.0,283.0,212.0,262.0,186.0,440.0,272.6091,198.6341
27,0,28,0,Vacular,0.91,0.09,1673.0,211.0,1655.0,190.0,295.0,1663.5492,199.97627
28,0,29,0,Vacular,0.55,0.45,522.0,212.0,504.0,198.0,190.0,512.3842,204.4579
29,0,30,0,Vacular,0.91,0.09,339.0,231.0,322.0,208.0,254.0,329.5748,217.94489
30,0,31,0,Vacular,0.94,0.06,817.0,234.0,793.0,210.0,461.0,804.6876,221.67462
31,0,32,0,Vacular,1.0,0.0,1100.0,238.0,1072.0,215.0,467.0,1084.5996,226.55461
32,0,33,0,Vacular,0.89,0.11,1388.0,240.0,1368.0,216.0,362.0,1377.5249,227.76796
33,0,34,0,NonVascular,0.36,0.64,332.0,259.0,312.0,236.0,306.0,321.5,246.59804
34,0,35,0,NonVascular,0.25,0.75,1648.0,258.0,1641.0,243.0,81.0,1644.2963,249.96297
35,0,36,0,Vacular,0.99,0.01,121.0,267.0,100.0,244.0,377.0,109.668434,255.55968
36,0,37,0,NonVascular,0.44,0.56,392.0,270.0,380.0,261.0,78.0,385.42307,264.85898
37,0,38,0,Vacular,0.65,0.35,502.0,292.0,476.0,269.0,300.0,489.56332,279.86
38,0,39,0,Vacular,0.89,0.11,669.0,303.0,640.0,274.0,545.0,652.8147,289.0679
39,0,40,0,NonVascular,0.37,0.63,129.0,295.0,117.0,281.0,115.0,122.791306,287.44348
40,0,41,0,Vacular,1.0,0.0,170.0,310.0,143.0,290.0,390.0,155.52563,299.60257
