object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Vacular,Probability of NonVascular,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Size in pixels,Center of the object_0,Center of the object_1
0,0,1,0,NonVascular,0.25,0.75,282.0,5.0,270.0,0.0,57.0,275.42105,1.8947369
1,0,2,0,NonVascular,0.19,0.81,301.0,23.0,285.0,0.0,277.0,292.47653,9.823105
2,0,3,0,NonVascular,0.09,0.91,546.0,243.0,196.0,0.0,21290.0,349.508,114.22443
3,0,4,0,Vacular,0.56,0.44,699.0,21.0,673.0,0.0,468.0,685.29486,9.190171
4,0,5,0,Vacular,0.81,0.19,798.0,38.0,759.0,0.0,637.0,780.5589,18.268446
5,0,6,0,NonVascular,0.21,0.79,929.0,113.0,661.0,0.0,8169.0,797.2817,59.60191
6,0,7,0,NonVascular,0.0,1.0,1019.0,32.0,933.0,0.0,1379.0,973.44165,10.924583
7,0,8,0,NonVascular,0.04,0.96,1337.0,237.0,1036.0,0.0,13383.0,1212.1764,120.818054
8,0,9,0,NonVascular,0.42,0.58,1151.0,42.0,1112.0,0.0,739.0,1131.954,18.341002
9,0,10,0,NonVascular,0.11,0.89,1404.0,106.0,1300.0,0.0,2658.0,1343.36,57.86042
10,0,11,0,NonVascular,0.13,0.87,1509.0,89.0,1391.0,0.0,3668.0,1448.4105,44.629498
11,0,12,0,NonVascular,0.08,0.92,1495.0,17.0,1461.0,0.0,458.0,1478.1332,6.8537116
12,0,13,0,NonVascular,0.43,0.57,1575.0,21.0,1523.0,0.0,825.0,1548.6764,8.232727
13,0,14,0,NonVascular,0.34,0.66,1594.0,8.0,1576.0,0.0,100.0,1584.48,3.05
14,0,15,0,NonVascular,0.02,0.98,1642.0,37.0,1607.0,0.0,800.0,1626.1324,16.30625
15,0,16,0,NonVascular,0.03,0.97,1687.0,94.0,1643.0,0.0,1848.0,1663.6185,43.640694
16,0,17,0,NonVascular,0.0,1.0,614.0,37.0,579.0,3.0,814.0,594.87836,21.2285
17,0,18,0,NonVascular,0.15,0.85,685.0,39.0,674.0,26.0,88.0,678.1591,31.011364
18,0,19,0,NonVascular,0.02,0.98,1568.0,60.0,1515.0,34.0,589.0,1540.3989,44.7691
19,0,20,0,NonVascular,0.08,0.92,1025.0,77.0,1003.0,40.0,531.0,1013.6083,57.83239
20,0,21,0,NonVascular,0.01,0.99,232.0,70.0,201.0,41.0,638.0,217.09561,55.42633
21,0,22,0,Vacular,0.93,0.07,1606.0,74.0,1588.0,41.0,449.0,1596.9711,55.679287
22,0,23,0,NonVascular,0.15,0.85,577.0,83.0,554.0,43.0,575.0,563.60175,61.906086
