object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Vacular,Probability of NonVascular,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Size in pixels,Center of the object_0,Center of the object_1
0,0,1,0,NonVascular,0.17,0.83,426.0,15.0,409.0,0.0,170.0,415.74707,7.2235293
1,0,2,0,Vacular,0.99,0.01,449.0,29.0,424.0,10.0,345.0,436.12173,18.84348
2,0,3,0,NonVascular,0.05,0.95,371.0,28.0,348.0,12.0,282.0,358.7837,19.67376
3,0,4,0,Vacular,1.0,0.0,815.0,60.0,794.0,37.0,381.0,804.31494,47.855644
4,0,5,0,Vacular,0.88,0.12,1148.0,63.0,1127.0,46.0,275.0,1136.8691,54.203636
5,0,6,0,NonVascular,0.32,0.68,1493.0,68.0,1462.0,47.0,478.0,1476.5062,57.596233
6,0,7,0,Vacular,1.0,0.0,1536.0,100.0,1512.0,79.0,400.0,1523.9675,89.2475
7,0,8,0,NonVascular,0.27,0.73,52.0,110.0,33.0,92.0,259.0,41.432434,100.02702
8,0,9,0,Vacular,0.99,0.01,82.0,144.0,55.0,121.0,506.0,68.158104,132.95258
9,0,10,0,Vacular,1.0,0.0,1593.0,157.0,1572.0,134.0,377.0,1581.7083,144.9894
10,0,11,0,Vacular,0.97,0.03,850.0,178.0,827.0,157.0,349.0,837.81946,166.28366
11,0,12,0,Vacular,0.84,0.16,1130.0,175.0,1116.0,161.0,150.0,1122.7667,167.43333
12,0,13,0,Vacular,1.0,0.0,593.0,200.0,568.0,176.0,436.0,579.7684,187.8555
13,0,14,0,NonVascular,0.1,0.9,13.0,212.0,0.0,192.0,233.0,5.5493565,202.33047
14,0,15,0,Vacular,0.58,0.42,537.0,218.0,517.0,198.0,313.0,526.3163,207.77316
15,0,16,0,Vacular,1.0,0.0,1415.0,227.0,1389.0,204.0,444.0,1400.8671,215.14189
16,0,17,0,Vacular,0.96,0.04,378.0,271.0,351.0,248.0,449.0,364.1537,258.24277
17,0,18,0,NonVascular,0.25,0.75,1508.0,275.0,1499.0,267.0,60.0,1502.6666,270.26666
18,0,19,0,NonVascular,0.21,0.79,70.0,332.0,50.0,308.0,286.0,59.0979,318.46503
19,0,20,0,NonVascular,0.16,0.84,416.0,334.0,399.0,318.0,126.0,407.39682,324.2857
20,0,21,0,Vacular,0.96,0.04,1689.0,353.0,1666.0,325.0,464.0,1676.1207,339.46335
21,0,22,0,NonVascular,0.09,0.91,38.0,354.0,18.0,329.0,349.0,27.424068,340.71347
22,0,23,0,Vacular,0.84,0.16,1561.0,394.0,1538.0,369.0,410.0,1549.3123,380.7756
23,0,24,0,NonVascular,0.46,0.54,423.0,388.0,407.0,370.0,224.0,414.31696,378.19644
24,0,25,0,Vacular,0.67,0.33,1936.0,401.0,1925.0,384.0,147.0,1930.9524,391.65985
25,0,26,0,NonVascular,0.46,0.54,1142.0,430.0,1127.0,409.0,240.0,1133.6625,418.85834
26,0,27,0,NonVascular,0.18,0.82,533.0,436.0,522.0,425.0,63.0,527.9365,430.2381
27,0,28,0,Vacular,0.99,0.01,25.0,459.0,8.0,433.0,352.0,16.056818,445.27274
28,0,29,0,Vacular,0.89,0.11,1213.0,472.0,1191.0,451.0,362.0,1201.1326,461.0746
29,0,30,0,Vacular,0.86,0.14,976.0,473.0,962.0,458.0,160.0,968.4625,465.3125
30,0,31,0,Vacular,0.74,0.26,19.0,478.0,0.0,459.0,327.0,8.394495,468.2477
31,0,32,0,Vacular,0.66,0.34,1516.0,554.0,1499.0,531.0,271.0,1507.2767,542.58673
