object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Vacular,Probability of NonVascular,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Size in pixels,Center of the object_0,Center of the object_1
0,0,1,0,NonVascular,0.0,1.0,509.0,53.0,400.0,0.0,2552.0,456.98865,26.827978
1,0,2,0,NonVascular,0.26,0.74,790.0,57.0,705.0,0.0,2091.0,750.8737,17.615017
2,0,3,0,NonVascular,0.33,0.67,1305.0,8.0,1294.0,0.0,68.0,1299.25,2.8529413
3,0,4,0,Vacular,0.99,0.01,1622.0,39.0,1601.0,18.0,342.0,1610.9679,27.780703
4,0,5,0,Vacular,0.97,0.03,611.0,41.0,590.0,22.0,315.0,600.3365,31.003174
5,0,6,0,NonVascular,0.0,1.0,356.0,59.0,310.0,30.0,708.0,329.6723,43.19774
6,0,7,0,Vacular,0.69,0.31,381.0,52.0,354.0,42.0,150.0,364.46667,46.38
7,0,8,0,Vacular,0.95,0.05,956.0,66.0,931.0,48.0,364.0,942.74725,56.975273
8,0,9,0,Vacular,0.82,0.18,1339.0,73.0,1318.0,52.0,326.0,1327.6687,61.567486
9,0,10,0,Vacular,0.75,0.25,1647.0,77.0,1617.0,58.0,462.0,1631.4849,66.80303
10,0,11,0,Vacular,0.92,0.08,1250.0,88.0,1234.0,70.0,219.0,1241.2786,78.74429
11,0,12,0,NonVascular,0.0,1.0,389.0,123.0,307.0,82.0,1917.0,350.494,101.38184
12,0,13,0,Vacular,0.95,0.05,127.0,118.0,103.0,98.0,355.0,114.00563,107.723946
13,0,14,0,Vacular,0.51,0.49,778.0,124.0,766.0,112.0,109.0,771.7156,117.2844
14,0,15,0,Vacular,1.0,0.0,1627.0,150.0,1605.0,126.0,367.0,1615.6049,138.01363
15,0,16,0,NonVascular,0.2,0.8,397.0,157.0,377.0,146.0,100.0,387.65,151.37
16,0,17,0,Vacular,0.88,0.12,912.0,175.0,892.0,156.0,281.0,901.3701,165.08897
17,0,18,0,NonVascular,0.03,0.97,602.0,283.0,517.0,179.0,4973.0,555.59564,233.60849
18,0,19,0,NonVascular,0.44,0.56,185.0,191.0,173.0,180.0,90.0,178.58888,184.64444
19,0,20,0,Vacular,0.95,0.05,1097.0,209.0,1077.0,188.0,332.0,1086.1295,198.2259
20,0,21,0,Vacular,0.82,0.18,1896.0,217.0,1874.0,195.0,356.0,1884.2809,205.17134
