object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Vacular,Probability of NonVascular,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Size in pixels,Center of the object_0,Center of the object_1
0,0,1,0,NonVascular,0.44,0.56,142.0,11.0,117.0,0.0,239.0,129.60669,4.514644
1,0,2,0,NonVascular,0.46,0.54,191.0,9.0,181.0,0.0,82.0,185.21951,3.695122
2,0,3,0,NonVascular,0.0,1.0,1058.0,41.0,959.0,0.0,2319.0,1001.9927,14.937042
3,0,4,0,Vacular,0.97,0.03,1261.0,12.0,1238.0,0.0,234.0,1248.9103,4.7478633
4,0,5,0,Vacular,0.95,0.05,617.0,29.0,594.0,7.0,350.0,603.9514,17.925714
5,0,6,0,Vacular,0.67,0.33,788.0,50.0,767.0,33.0,272.0,777.05145,40.72059
6,0,7,0,NonVascular,0.22,0.78,121.0,50.0,107.0,35.0,153.0,113.43791,41.411766
7,0,8,0,NonVascular,0.43,0.57,166.0,44.0,150.0,35.0,102.0,156.64706,39.068626
8,0,9,0,NonVascular,0.06,0.94,15.0,75.0,0.0,42.0,361.0,5.5429363,56.044323
9,0,10,0,NonVascular,0.13,0.87,1936.0,116.0,1906.0,44.0,1239.0,1924.8442,85.06215
10,0,11,0,Vacular,0.98,0.02,981.0,75.0,959.0,54.0,347.0,969.2075,64.2392
11,0,12,0,NonVascular,0.42,0.58,68.0,63.0,57.0,55.0,69.0,62.188404,58.333332
12,0,13,0,Vacular,1.0,0.0,319.0,81.0,293.0,63.0,339.0,305.38937,71.831856
13,0,14,0,Vacular,1.0,0.0,1723.0,84.0,1700.0,63.0,371.0,1710.5687,72.71159
14,0,15,0,Vacular,0.96,0.04,12.0,118.0,0.0,95.0,222.0,4.6666665,106.91892
15,0,16,0,NonVascular,0.01,0.99,1588.0,117.0,1565.0,98.0,265.0,1576.4226,106.694336
16,0,17,0,Vacular,0.98,0.02,1411.0,131.0,1393.0,108.0,323.0,1401.1672,119.28483
17,0,18,0,Vacular,0.93,0.07,808.0,147.0,788.0,131.0,256.0,797.91016,138.40234
18,0,19,0,Vacular,0.77,0.23,1881.0,154.0,1859.0,134.0,367.0,1869.5668,143.3079
19,0,20,0,NonVascular,0.47,0.53,158.0,149.0,143.0,135.0,148.0,150.02026,141.66216
20,0,21,0,NonVascular,0.01,0.99,1737.0,185.0,1688.0,148.0,934.0,1708.0278,162.9818
21,0,22,0,NonVascular,0.32,0.68,1829.0,161.0,1820.0,151.0,80.0,1824.225,155.75
22,0,23,0,NonVascular,0.09,0.91,1774.0,233.0,1716.0,173.0,1308.0,1743.2477,201.07568
23,0,24,0,NonVascular,0.06,0.94,948.0,240.0,901.0,193.0,1187.0,921.25946,219.64111
24,0,25,0,NonVascular,0.41,0.59,706.0,217.0,687.0,202.0,211.0,696.19434,208.76303
25,0,26,0,Vacular,0.94,0.06,1602.0,231.0,1579.0,207.0,399.0,1590.0452,219.51378
26,0,27,0,NonVascular,0.01,0.99,1911.0,247.0,1856.0,212.0,933.0,1884.9915,230.98607
27,0,28,0,Vacular,0.91,0.09,43.0,251.0,19.0,227.0,399.0,30.010025,238.57393
28,0,29,0,NonVascular,0.0,1.0,1059.0,280.0,973.0,228.0,2850.0,1014.95264,251.56772
29,0,30,0,Vacular,0.86,0.14,141.0,264.0,120.0,232.0,496.0,129.6875,247.42339
30,0,31,0,Vacular,0.81,0.19,593.0,255.0,569.0,234.0,380.0,580.58685,244.95264
31,0,32,0,Vacular,0.91,0.09,59.0,321.0,42.0,305.0,205.0,49.97561,312.4488
32,0,33,0,NonVascular,0.33,0.67,1832.0,333.0,1815.0,318.0,203.0,1822.9163,324.3399
33,0,34,0,NonVascular,0.19,0.81,1387.0,354.0,1372.0,325.0,286.0,1379.8531,338.55594
34,0,35,0,NonVascular,0.21,0.79,608.0,342.0,601.0,330.0,76.0,604.0263,335.35526
35,0,36,0,Vacular,0.71,0.29,162.0,364.0,125.0,331.0,689.0,143.3048,347.55298
36,0,37,0,Vacular,0.97,0.03,60.0,357.0,36.0,335.0,412.0,47.62864,345.05582
37,0,38,0,NonVascular,0.21,0.79,882.0,361.0,876.0,349.0,52.0,878.9039,355.25
38,0,39,0,Vacular,0.94,0.06,866.0,376.0,842.0,356.0,373.0,853.9598,365.38605
39,0,40,0,NonVascular,0.48,0.52,26.0,394.0,4.0,367.0,443.0,13.609481,380.1535
40,0,41,0,Vacular,0.83,0.17,1647.0,392.0,1627.0,372.0,323.0,1636.0,381.6192
41,0,42,0,Vacular,1.0,0.0,515.0,401.0,496.0,374.0,382.0,505.4084,386.29843
42,0,43,0,Vacular,0.62,0.38,681.0,418.0,655.0,376.0,643.0,667.3779,397.41058
43,0,44,0,NonVascular,0.17,0.83,713.0,407.0,695.0,388.0,228.0,703.5439,396.9737
44,0,45,0,NonVascular,0.02,0.98,1199.0,421.0,1179.0,398.0,314.0,1188.8854,409.1242
45,0,46,0,Vacular,0.97,0.03,1764.0,419.0,1740.0,398.0,388.0,1751.8815,408.31702
46,0,47,0,NonVascular,0.16,0.84,1867.0,415.0,1851.0,398.0,158.0,1857.8102,406.28482
47,0,48,0,Vacular,0.85,0.15,1480.0,420.0,1460.0,402.0,295.0,1469.739,410.6373
48,0,49,0,NonVascular,0.3,0.7,1900.0,441.0,1847.0,408.0,1046.0,1873.4082,426.45795
49,0,50,0,NonVascular,0.01,0.99,664.0,453.0,620.0,415.0,898.0,641.01,434.15146
50,0,51,0,NonVascular,0.03,0.97,1845.0,453.0,1827.0,427.0,324.0,1835.358,439.05246
51,0,52,0,NonVascular,0.01,0.99,1114.0,492.0,1053.0,442.0,1507.0,1085.9867,466.55408
52,0,53,0,Vacular,0.93,0.07,168.0,488.0,143.0,465.0,435.0,154.67586,475.45288
53,0,54,0,Vacular,0.82,0.18,1170.0,495.0,1153.0,478.0,231.0,1160.8225,486.1775
54,0,55,0,NonVascular,0.44,0.56,355.0,509.0,342.0,498.0,108.0,348.12036,503.03705
55,0,56,0,Vacular,0.51,0.49,463.0,530.0,442.0,508.0,368.0,451.82065,519.31793
56,0,57,0,Vacular,0.99,0.01,675.0,529.0,642.0,510.0,469.0,658.258,518.7804
57,0,58,0,NonVascular,0.27,0.73,430.0,541.0,406.0,511.0,455.0,418.56705,525.1868
58,0,59,0,Vacular,0.85,0.15,1443.0,561.0,1424.0,544.0,248.0,1432.6814,551.9395
59,0,60,0,Vacular,0.73,0.27,1871.0,562.0,1856.0,544.0,212.0,1862.783,552.6745
60,0,61,0,NonVascular,0.07,0.93,466.0,572.0,445.0,545.0,329.0,454.53494,560.25836
61,0,62,0,Vacular,0.72,0.28,117.0,566.0,97.0,548.0,286.0,107.003494,557.007
62,0,63,0,Vacular,0.79,0.21,1919.0,576.0,1900.0,551.0,381.0,1909.1102,562.77954
63,0,64,0,NonVascular,0.33,0.67,414.0,577.0,391.0,552.0,346.0,401.77457,565.737
64,0,65,0,Vacular,0.96,0.04,98.0,597.0,69.0,575.0,414.0,81.710144,585.08936
65,0,66,0,NonVascular,0.23,0.77,1909.0,596.0,1900.0,587.0,57.0,1903.807,590.4211
66,0,67,0,NonVascular,0.2,0.8,1918.0,601.0,1907.0,594.0,60.0,1912.0167,597.15
67,0,68,0,Vacular,0.96,0.04,55.0,628.0,33.0,605.0,389.0,43.087402,616.60925
68,0,69,0,NonVascular,0.03,0.97,1034.0,650.0,998.0,623.0,586.0,1015.3754,635.273
69,0,70,0,NonVascular,0.07,0.93,96.0,660.0,76.0,631.0,389.0,85.41902,643.82263
70,0,71,0,NonVascular,0.15,0.85,1067.0,644.0,1055.0,631.0,96.0,1060.2084,637.8333
71,0,72,0,Vacular,0.94,0.06,1593.0,658.0,1571.0,639.0,333.0,1581.6847,647.6877
72,0,73,0,NonVascular,0.46,0.54,965.0,665.0,944.0,649.0,260.0,953.9808,657.2154
73,0,74,0,NonVascular,0.0,1.0,1102.0,701.0,1069.0,657.0,978.0,1084.8926,674.7536
74,0,75,0,Vacular,0.95,0.05,260.0,694.0,237.0,669.0,433.0,247.13857,681.07855
