object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Vacular,Probability of NonVascular,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Size in pixels,Center of the object_0,Center of the object_1
0,0,1,0,Vacular,0.93,0.07,324.0,11.0,301.0,0.0,200.0,311.175,4.53
1,0,2,0,Vacular,0.9,0.1,395.0,25.0,376.0,0.0,353.0,385.28046,12.189802
2,0,3,0,Vacular,0.61,0.39,863.0,10.0,838.0,0.0,188.0,849.9202,3.56383
3,0,4,0,NonVascular,0.03,0.97,1723.0,14.0,1706.0,0.0,184.0,1713.6414,5.6847825
4,0,5,0,NonVascular,0.02,0.98,1769.0,44.0,1706.0,0.0,1413.0,1739.7672,23.322718
5,0,6,0,Vacular,0.57,0.43,352.0,73.0,287.0,24.0,1133.0,315.76346,43.00353
6,0,7,0,Vacular,0.98,0.02,613.0,55.0,591.0,33.0,372.0,602.1828,43.47043
7,0,8,0,Vacular,0.92,0.08,969.0,50.0,952.0,33.0,227.0,960.1542,40.947136
8,0,9,0,Vacular,0.77,0.23,812.0,49.0,799.0,37.0,111.0,805.1982,42.306305
9,0,10,0,NonVascular,0.0,1.0,291.0,119.0,184.0,48.0,2696.0,239.18138,79.10645
10,0,11,0,Vacular,0.75,0.25,952.0,104.0,930.0,85.0,329.0,939.93616,93.696045
11,0,12,0,Vacular,0.86,0.14,1628.0,108.0,1607.0,91.0,267.0,1616.749,98.68914
12,0,13,0,Vacular,0.93,0.07,1045.0,120.0,1023.0,101.0,324.0,1033.3086,109.641975
13,0,14,0,Vacular,0.95,0.05,1154.0,139.0,1134.0,121.0,280.0,1143.725,129.26428
14,0,15,0,NonVascular,0.12,0.88,274.0,185.0,192.0,127.0,1530.0,234.14967,149.71307
15,0,16,0,NonVascular,0.45,0.55,612.0,171.0,589.0,154.0,313.0,599.94885,161.82428
16,0,17,0,Vacular,0.89,0.11,1197.0,175.0,1177.0,156.0,300.0,1186.3534,164.72667
17,0,18,0,Vacular,0.88,0.12,265.0,179.0,256.0,162.0,108.0,259.80554,170.40741
18,0,19,0,Vacular,0.82,0.18,1440.0,180.0,1421.0,162.0,261.0,1429.5403,170.60536
19,0,20,0,Vacular,0.9,0.1,1535.0,188.0,1516.0,164.0,374.0,1524.8717,175.3877
20,0,21,0,Vacular,0.84,0.16,75.0,188.0,55.0,171.0,258.0,64.98837,178.8527
21,0,22,0,Vacular,0.9,0.1,263.0,237.0,239.0,183.0,662.0,252.42447,211.99547
22,0,23,0,Vacular,0.95,0.05,1236.0,206.0,1216.0,188.0,284.0,1225.7922,196.2817
23,0,24,0,Vacular,0.88,0.12,475.0,212.0,453.0,190.0,368.0,463.44022,200.28261
24,0,25,0,NonVascular,0.1,0.9,685.0,207.0,669.0,193.0,176.0,676.3182,199.60796
25,0,26,0,NonVascular,0.0,1.0,212.0,289.0,170.0,207.0,1951.0,193.89236,251.00769
26,0,27,0,NonVascular,0.21,0.79,667.0,219.0,658.0,207.0,64.0,662.28125,211.3125
27,0,28,0,NonVascular,0.25,0.75,687.0,216.0,674.0,211.0,52.0,680.5192,212.75
28,0,29,0,Vacular,0.93,0.07,807.0,240.0,785.0,219.0,362.0,795.29834,229.20718
29,0,30,0,Vacular,0.88,0.12,662.0,253.0,639.0,232.0,384.0,649.1536,241.51302
30,0,31,0,NonVascular,0.23,0.77,686.0,246.0,665.0,232.0,186.0,674.72046,238.55376
31,0,32,0,NonVascular,0.43,0.57,8.0,263.0,0.0,249.0,93.0,3.032258,255.11829
32,0,33,0,Vacular,0.95,0.05,1102.0,273.0,1080.0,252.0,360.0,1090.3778,261.66388
33,0,34,0,Vacular,0.89,0.11,973.0,318.0,954.0,296.0,330.0,962.9697,306.19092
34,0,35,0,NonVascular,0.21,0.79,1827.0,352.0,1818.0,343.0,63.0,1821.6984,347.0635
35,0,36,0,Vacular,0.93,0.07,1321.0,376.0,1299.0,357.0,343.0,1309.726,365.68512
