object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Vacular,Probability of NonVascular,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Size in pixels,Center of the object_0,Center of the object_1
0,0,1,0,NonVascular,0.12,0.88,539.0,12.0,520.0,0.0,154.0,529.6948,5.5324674
1,0,2,0,Vacular,0.95,0.05,1645.0,12.0,1621.0,0.0,229.0,1632.8384,4.6419215
2,0,3,0,NonVascular,0.03,0.97,911.0,27.0,884.0,9.0,355.0,896.63947,17.898592
3,0,4,0,Vacular,0.95,0.05,1300.0,35.0,1280.0,14.0,330.0,1289.3424,23.91212
4,0,5,0,Vacular,1.0,0.0,963.0,41.0,940.0,21.0,362.0,950.6658,30.348066
5,0,6,0,NonVascular,0.06,0.94,1666.0,49.0,1649.0,21.0,243.0,1657.4238,35.851852
6,0,7,0,Vacular,1.0,0.0,72.0,60.0,52.0,36.0,395.0,61.810127,47.96962
7,0,8,0,NonVascular,0.43,0.57,993.0,50.0,982.0,39.0,94.0,987.0106,43.97872
8,0,9,0,Vacular,1.0,0.0,1696.0,72.0,1671.0,53.0,381.0,1683.0892,62.372704
9,0,10,0,Vacular,1.0,0.0,1105.0,85.0,1083.0,60.0,413.0,1093.9564,71.78208
10,0,11,0,NonVascular,0.36,0.64,569.0,74.0,563.0,63.0,54.0,565.4259,67.72222
11,0,12,0,NonVascular,0.03,0.97,690.0,86.0,657.0,64.0,570.0,673.81757,74.138596
12,0,13,0,NonVascular,0.39,0.61,1179.0,92.0,1161.0,78.0,199.0,1169.794,84.190956
13,0,14,0,NonVascular,0.04,0.96,1712.0,105.0,1682.0,78.0,408.0,1699.2009,92.96814
14,0,15,0,NonVascular,0.21,0.79,759.0,106.0,747.0,85.0,141.0,753.5603,94.07801
15,0,16,0,Vacular,0.99,0.01,1440.0,112.0,1422.0,88.0,351.0,1430.6895,99.46724
16,0,17,0,NonVascular,0.28,0.72,1174.0,116.0,1151.0,97.0,358.0,1161.8157,105.84916
17,0,18,0,NonVascular,0.01,0.99,701.0,132.0,664.0,101.0,779.0,682.4531,114.86393
18,0,19,0,Vacular,0.99,0.01,340.0,129.0,314.0,110.0,382.0,326.1309,119.28796
19,0,20,0,Vacular,1.0,0.0,1722.0,133.0,1701.0,110.0,393.0,1711.7125,120.84733
20,0,21,0,NonVascular,0.02,0.98,756.0,146.0,721.0,115.0,683.0,738.5066,130.84041
21,0,22,0,NonVascular,0.48,0.52,371.0,148.0,341.0,116.0,569.0,356.18628,131.62215
22,0,23,0,NonVascular,0.14,0.86,1752.0,140.0,1727.0,116.0,373.0,1739.394,127.33512
23,0,24,0,Vacular,0.92,0.08,20.0,139.0,0.0,119.0,334.0,8.832335,128.26347
24,0,25,0,Vacular,0.75,0.25,1650.0,148.0,1635.0,134.0,168.0,1641.8928,141.0238
25,0,26,0,Vacular,0.88,0.12,670.0,157.0,652.0,137.0,274.0,660.64233,146.4416
26,0,27,0,NonVascular,0.16,0.84,1770.0,164.0,1758.0,156.0,63.0,1764.127,159.85715
27,0,28,0,Vacular,0.98,0.02,1289.0,181.0,1264.0,162.0,355.0,1276.0986,170.84789
28,0,29,0,Vacular,0.98,0.02,1778.0,193.0,1756.0,171.0,381.0,1766.6168,181.78215
29,0,30,0,Vacular,0.92,0.08,560.0,201.0,537.0,180.0,359.0,548.54596,190.13092
30,0,31,0,Vacular,0.99,0.01,1494.0,208.0,1472.0,186.0,369.0,1482.9458,196.6775
31,0,32,0,NonVascular,0.43,0.57,1263.0,202.0,1251.0,193.0,83.0,1256.265,197.06024
32,0,33,0,Vacular,0.98,0.02,1125.0,215.0,1101.0,195.0,372.0,1112.9274,204.69354
