object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Vacular,Probability of NonVascular,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Size in pixels,Center of the object_0,Center of the object_1
0,0,1,0,NonVascular,0.0,1.0,101.0,68.0,0.0,0.0,2865.0,52.453403,26.318674
1,0,2,0,NonVascular,0.32,0.68,636.0,8.0,622.0,0.0,83.0,628.79517,2.7108433
2,0,3,0,NonVascular,0.01,0.99,1059.0,25.0,1016.0,0.0,685.0,1039.0803,9.09781
3,0,4,0,NonVascular,0.0,1.0,1168.0,31.0,1080.0,0.0,1369.0,1122.4565,9.964208
4,0,5,0,NonVascular,0.32,0.68,1191.0,20.0,1176.0,0.0,99.0,1182.8485,7.323232
5,0,6,0,NonVascular,0.1,0.9,1273.0,24.0,1244.0,0.0,444.0,1256.5879,11.272523
6,0,7,0,NonVascular,0.3,0.7,1322.0,19.0,1272.0,0.0,310.0,1296.7968,6.932258
7,0,8,0,NonVascular,0.22,0.78,1376.0,9.0,1360.0,0.0,71.0,1365.986,2.3943663
8,0,9,0,NonVascular,0.28,0.72,1345.0,19.0,1329.0,6.0,152.0,1335.954,11.776316
9,0,10,0,NonVascular,0.04,0.96,345.0,38.0,316.0,8.0,655.0,330.87482,21.778625
10,0,11,0,NonVascular,0.19,0.81,1278.0,73.0,1198.0,9.0,2066.0,1232.5702,43.74492
11,0,12,0,NonVascular,0.06,0.94,1436.0,128.0,1280.0,9.0,5842.0,1352.8395,71.21397
12,0,13,0,NonVascular,0.01,0.99,1530.0,37.0,1485.0,11.0,694.0,1504.2205,21.616714
13,0,14,0,Vacular,0.96,0.04,1733.0,38.0,1709.0,19.0,343.0,1720.5889,28.05831
14,0,15,0,Vacular,0.9,0.1,1196.0,61.0,1167.0,32.0,525.0,1180.2267,47.980953
15,0,16,0,NonVascular,0.01,0.99,1157.0,63.0,1105.0,39.0,692.0,1123.9683,48.356937
16,0,17,0,Vacular,0.96,0.04,284.0,74.0,255.0,50.0,454.0,267.28415,63.281937
17,0,18,0,NonVascular,0.48,0.52,107.0,129.0,0.0,51.0,3246.0,54.89187,96.84442
18,0,19,0,NonVascular,0.19,0.81,766.0,66.0,748.0,54.0,121.0,756.4545,59.55372
19,0,20,0,NonVascular,0.07,0.93,1115.0,99.0,1043.0,55.0,1699.0,1080.99,80.09123
20,0,21,0,Vacular,0.53,0.47,732.0,102.0,674.0,57.0,1324.0,701.284,79.00831
21,0,22,0,Vacular,0.96,0.04,679.0,80.0,655.0,59.0,331.0,666.63446,67.44713
22,0,23,0,NonVascular,0.25,0.75,652.0,107.0,578.0,61.0,1724.0,612.0684,80.5174
23,0,24,0,Vacular,0.97,0.03,566.0,85.0,545.0,62.0,369.0,555.55554,72.138214
24,0,25,0,Vacular,0.68,0.32,511.0,89.0,483.0,65.0,428.0,495.23364,78.06309
25,0,26,0,NonVascular,0.33,0.67,403.0,86.0,321.0,66.0,813.0,352.88193,74.835175
26,0,27,0,NonVascular,0.06,0.94,471.0,129.0,372.0,68.0,1428.0,418.20657,89.9944
