object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Vacular,Probability of NonVascular,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Size in pixels,Center of the object_0,Center of the object_1
0,0,1,0,NonVascular,0.01,0.99,787.0,115.0,639.0,0.0,7232.0,706.4765,44.329094
1,0,2,0,NonVascular,0.01,0.99,988.0,93.0,858.0,0.0,5727.0,916.9766,52.474594
2,0,3,0,NonVascular,0.22,0.78,967.0,24.0,944.0,0.0,437.0,954.50574,10.627003
3,0,4,0,NonVascular,0.14,0.86,1082.0,46.0,997.0,0.0,1928.0,1040.2728,22.709024
4,0,5,0,NonVascular,0.05,0.95,1137.0,64.0,1086.0,0.0,1239.0,1113.7135,31.11703
5,0,6,0,NonVascular,0.07,0.93,1184.0,42.0,1139.0,0.0,1073.0,1159.2339,17.849953
6,0,7,0,NonVascular,0.08,0.92,1228.0,56.0,1198.0,0.0,861.0,1210.3182,24.890825
7,0,8,0,NonVascular,0.0,1.0,1411.0,37.0,1331.0,0.0,1953.0,1371.5259,15.742448
8,0,9,0,NonVascular,0.02,0.98,1457.0,53.0,1427.0,0.0,1108.0,1441.0388,25.634476
9,0,10,0,NonVascular,0.1,0.9,1621.0,72.0,1505.0,0.0,2426.0,1565.4521,27.286068
10,0,11,0,NonVascular,0.03,0.97,1658.0,26.0,1634.0,0.0,412.0,1645.0364,11.446602
11,0,12,0,NonVascular,0.33,0.67,1798.0,25.0,1696.0,0.0,1272.0,1750.3467,8.129717
12,0,13,0,NonVascular,0.03,0.97,1899.0,91.0,1804.0,0.0,2261.0,1857.8408,46.59266
13,0,14,0,NonVascular,0.06,0.94,611.0,110.0,496.0,18.0,3135.0,556.0957,55.621372
14,0,15,0,NonVascular,0.18,0.82,1002.0,49.0,978.0,19.0,486.0,989.71606,32.51646
15,0,16,0,NonVascular,0.0,1.0,1319.0,69.0,1280.0,33.0,978.0,1299.7577,52.940697
16,0,17,0,NonVascular,0.23,0.77,1489.0,58.0,1466.0,35.0,286.0,1475.7797,48.67133
17,0,18,0,NonVascular,0.43,0.57,1748.0,55.0,1728.0,36.0,261.0,1737.7816,44.29885
