object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Vacular,Probability of NonVascular,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Size in pixels,Center of the object_0,Center of the object_1
0,0,1,0,NonVascular,0.07,0.93,300.0,27.0,260.0,0.0,748.0,278.0187,10.826203
1,0,2,0,Vacular,0.9,0.1,787.0,14.0,767.0,0.0,225.0,776.19556,5.5288887
2,0,3,0,NonVascular,0.17,0.83,852.0,8.0,838.0,0.0,90.0,844.74445,2.8111112
3,0,4,0,NonVascular,0.47,0.53,1528.0,13.0,1509.0,0.0,200.0,1518.1,5.145
4,0,5,0,NonVascular,0.02,0.98,620.0,59.0,576.0,3.0,1201.0,598.0458,26.019983
5,0,6,0,NonVascular,0.19,0.81,1713.0,17.0,1695.0,3.0,166.0,1703.0181,9.493976
6,0,7,0,Vacular,0.61,0.39,227.0,31.0,209.0,12.0,269.0,217.74721,21.57249
7,0,8,0,NonVascular,0.49,0.51,1116.0,24.0,1101.0,12.0,110.0,1108.509,17.5
8,0,9,0,NonVascular,0.43,0.57,804.0,28.0,791.0,16.0,116.0,797.14655,21.698277
9,0,10,0,NonVascular,0.0,1.0,211.0,92.0,164.0,19.0,1363.0,184.53851,53.473953
10,0,11,0,NonVascular,0.03,0.97,1809.0,60.0,1764.0,24.0,1021.0,1785.238,41.22527
11,0,12,0,NonVascular,0.22,0.78,11.0,41.0,0.0,27.0,108.0,3.8611112,32.5
12,0,13,0,Vacular,1.0,0.0,1097.0,50.0,1075.0,28.0,358.0,1085.3827,38.10894
13,0,14,0,NonVascular,0.09,0.91,1513.0,64.0,1478.0,34.0,632.0,1493.7168,48.003166
14,0,15,0,NonVascular,0.0,1.0,1453.0,87.0,1383.0,39.0,1639.0,1424.194,61.37706
15,0,16,0,NonVascular,0.0,1.0,349.0,104.0,315.0,45.0,1122.0,331.15775,72.85205
16,0,17,0,Vacular,0.59,0.41,1294.0,68.0,1274.0,47.0,323.0,1283.5635,56.88545
17,0,18,0,NonVascular,0.12,0.88,421.0,67.0,406.0,52.0,172.0,412.46512,59.802326
18,0,19,0,NonVascular,0.14,0.86,582.0,74.0,561.0,58.0,227.0,570.86346,65.78414
19,0,20,0,Vacular,0.78,0.22,1388.0,87.0,1365.0,60.0,494.0,1375.4493,73.30567
20,0,21,0,NonVascular,0.42,0.58,1585.0,81.0,1567.0,63.0,236.0,1575.8856,71.919495
21,0,22,0,NonVascular,0.37,0.63,411.0,77.0,394.0,68.0,90.0,402.47778,72.35555
22,0,23,0,Vacular,0.81,0.19,437.0,99.0,410.0,77.0,431.0,423.05338,86.82599
23,0,24,0,NonVascular,0.08,0.92,1788.0,196.0,1703.0,83.0,3834.0,1747.2543,139.82211
24,0,25,0,Vacular,0.87,0.13,630.0,95.0,621.0,84.0,70.0,625.5857,88.542854
25,0,26,0,NonVascular,0.01,0.99,1548.0,176.0,1473.0,86.0,2496.0,1507.0397,130.36578
26,0,27,0,NonVascular,0.36,0.64,578.0,130.0,552.0,91.0,631.0,566.07764,112.59429
27,0,28,0,Vacular,1.0,0.0,638.0,119.0,620.0,95.0,331.0,628.148,107.16314
28,0,29,0,NonVascular,0.0,1.0,1700.0,167.0,1597.0,102.0,2577.0,1646.2732,130.99223
29,0,30,0,Vacular,0.63,0.37,622.0,161.0,590.0,108.0,782.0,600.80945,132.85039
30,0,31,0,Vacular,0.86,0.14,455.0,124.0,444.0,110.0,123.0,448.68292,116.13008
31,0,32,0,NonVascular,0.35,0.65,808.0,126.0,797.0,112.0,116.0,802.5431,118.52586
32,0,33,0,NonVascular,0.39,0.61,168.0,143.0,147.0,116.0,302.0,155.90729,131.61258
33,0,34,0,Vacular,0.66,0.34,256.0,159.0,237.0,116.0,459.0,245.59041,139.5512
34,0,35,0,NonVascular,0.2,0.8,329.0,132.0,318.0,123.0,72.0,322.72223,127.05556
35,0,36,0,NonVascular,0.22,0.78,827.0,133.0,816.0,126.0,52.0,821.0,128.57692
36,0,37,0,NonVascular,0.17,0.83,275.0,165.0,262.0,147.0,124.0,268.25806,155.87097
37,0,38,0,NonVascular,0.19,0.81,1560.0,163.0,1539.0,147.0,223.0,1548.9193,154.39462
38,0,39,0,NonVascular,0.18,0.82,620.0,166.0,612.0,157.0,55.0,614.94543,161.25455
39,0,40,0,NonVascular,0.39,0.61,1086.0,177.0,1073.0,161.0,152.0,1079.0592,167.63158
40,0,41,0,NonVascular,0.27,0.73,1472.0,192.0,1441.0,163.0,569.0,1456.6995,177.62039
41,0,42,0,NonVascular,0.05,0.95,246.0,188.0,226.0,164.0,209.0,235.16747,174.88995
42,0,43,0,NonVascular,0.37,0.63,1412.0,186.0,1390.0,166.0,279.0,1401.7455,175.25449
43,0,44,0,NonVascular,0.0,1.0,1591.0,242.0,1487.0,173.0,3056.0,1550.9924,203.32133
44,0,45,0,Vacular,0.8,0.2,146.0,202.0,127.0,182.0,300.0,136.30667,191.14333
45,0,46,0,Vacular,0.67,0.33,222.0,207.0,203.0,182.0,263.0,210.94676,193.35742
46,0,47,0,Vacular,0.94,0.06,419.0,210.0,397.0,185.0,415.0,407.90845,197.20964
47,0,48,0,Vacular,0.85,0.15,295.0,209.0,264.0,186.0,475.0,280.9579,198.18736
48,0,49,0,NonVascular,0.09,0.91,1516.0,374.0,1376.0,188.0,8227.0,1427.7262,277.12665
49,0,50,0,NonVascular,0.18,0.82,1049.0,205.0,1041.0,193.0,72.0,1044.2222,198.48611
50,0,51,0,NonVascular,0.01,0.99,1866.0,234.0,1843.0,197.0,443.0,1854.8668,215.57788
51,0,52,0,Vacular,0.91,0.09,225.0,228.0,208.0,202.0,291.0,216.13402,215.26804
52,0,53,0,NonVascular,0.0,1.0,1929.0,291.0,1803.0,204.0,3930.0,1873.8883,254.17914
53,0,54,0,NonVascular,0.4,0.6,539.0,227.0,517.0,207.0,310.0,526.86127,215.96129
54,0,55,0,NonVascular,0.15,0.85,1752.0,226.0,1732.0,210.0,201.0,1742.7661,218.4378
55,0,56,0,NonVascular,0.15,0.85,814.0,237.0,788.0,216.0,413.0,800.59564,225.39467
56,0,57,0,NonVascular,0.39,0.61,1740.0,249.0,1722.0,221.0,297.0,1729.7778,236.54546
57,0,58,0,NonVascular,0.35,0.65,644.0,235.0,636.0,226.0,62.0,639.0323,230.0
58,0,59,0,NonVascular,0.45,0.55,917.0,258.0,897.0,231.0,376.0,906.15424,244.53723
59,0,60,0,Vacular,0.5,0.5,972.0,250.0,952.0,233.0,266.0,961.3534,240.56015
60,0,61,0,NonVascular,0.3,0.7,1031.0,258.0,1002.0,234.0,386.0,1019.12177,244.55182
61,0,62,0,NonVascular,0.0,1.0,646.0,260.0,624.0,237.0,337.0,633.4243,247.52226
62,0,63,0,NonVascular,0.42,0.58,571.0,255.0,563.0,238.0,99.0,566.2525,245.9596
63,0,64,0,Vacular,0.52,0.48,1565.0,330.0,1527.0,244.0,1600.0,1543.2906,288.85687
64,0,65,0,NonVascular,0.42,0.58,953.0,283.0,931.0,246.0,475.0,941.7579,262.93683
65,0,66,0,NonVascular,0.05,0.95,1514.0,274.0,1481.0,250.0,327.0,1498.5199,262.9847
66,0,67,0,NonVascular,0.04,0.96,1486.0,319.0,1430.0,253.0,980.0,1450.7867,287.24695
67,0,68,0,Vacular,0.98,0.02,657.0,280.0,637.0,257.0,338.0,646.51184,268.78403
68,0,69,0,NonVascular,0.28,0.72,1731.0,294.0,1680.0,259.0,1194.0,1705.5938,276.41205
69,0,70,0,NonVascular,0.49,0.51,576.0,290.0,553.0,265.0,422.0,563.8839,276.67062
70,0,71,0,NonVascular,0.05,0.95,659.0,305.0,644.0,288.0,192.0,651.5208,296.50522
71,0,72,0,Vacular,0.97,0.03,313.0,313.0,292.0,289.0,378.0,301.3598,299.88623
72,0,73,0,NonVascular,0.14,0.86,79.0,354.0,13.0,294.0,1327.0,48.687263,323.65637
73,0,74,0,NonVascular,0.34,0.66,198.0,323.0,183.0,296.0,239.0,190.49791,309.74896
74,0,75,0,Vacular,0.8,0.2,129.0,329.0,91.0,303.0,532.0,105.016914,314.93796
75,0,76,0,Vacular,0.82,0.18,471.0,323.0,453.0,303.0,248.0,460.8992,313.2097
76,0,77,0,NonVascular,0.01,0.99,1792.0,345.0,1738.0,315.0,973.0,1763.1891,330.19116
77,0,78,0,NonVascular,0.32,0.68,147.0,330.0,138.0,320.0,61.0,142.39345,324.7213
78,0,79,0,NonVascular,0.29,0.71,339.0,345.0,316.0,326.0,198.0,327.83334,333.85355
79,0,80,0,Vacular,0.98,0.02,1055.0,352.0,1037.0,327.0,363.0,1045.1791,338.76035
80,0,81,0,NonVascular,0.2,0.8,370.0,346.0,356.0,329.0,150.0,361.54,336.82
81,0,82,0,NonVascular,0.25,0.75,1659.0,484.0,1441.0,332.0,7987.0,1548.0558,410.22263
82,0,83,0,Vacular,0.55,0.45,1730.0,352.0,1706.0,332.0,380.0,1717.5421,341.93683
83,0,84,0,NonVascular,0.04,0.96,514.0,373.0,476.0,335.0,628.0,495.9188,353.77228
84,0,85,0,Vacular,0.89,0.11,184.0,371.0,162.0,340.0,509.0,172.05501,355.3929
85,0,86,0,Vacular,0.83,0.17,370.0,380.0,334.0,354.0,751.0,351.30893,366.68976
86,0,87,0,NonVascular,0.22,0.78,740.0,367.0,732.0,358.0,60.0,735.5,362.43332
87,0,88,0,NonVascular,0.0,1.0,1874.0,404.0,1845.0,359.0,771.0,1857.4812,382.7315
88,0,89,0,NonVascular,0.02,0.98,1811.0,391.0,1787.0,361.0,420.0,1797.5857,375.5238
