object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Vacular,Probability of NonVascular,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Size in pixels,Center of the object_0,Center of the object_1
0,0,1,0,NonVascular,0.47,0.53,557.0,24.0,531.0,0.0,297.0,545.4411,7.3434343
1,0,2,0,Vacular,0.99,0.01,629.0,29.0,608.0,6.0,366.0,617.97266,16.945354
2,0,3,0,Vacular,0.93,0.07,1701.0,31.0,1666.0,6.0,502.0,1682.7112,19.394423
3,0,4,0,NonVascular,0.46,0.54,534.0,45.0,513.0,13.0,457.0,522.0569,30.391685
4,0,5,0,NonVascular,0.07,0.93,510.0,29.0,497.0,16.0,109.0,502.37616,22.036697
5,0,6,0,NonVascular,0.48,0.52,1712.0,31.0,1704.0,18.0,76.0,1707.1842,24.078947
6,0,7,0,Vacular,0.99,0.01,29.0,59.0,0.0,41.0,391.0,11.670076,48.80051
7,0,8,0,Vacular,0.99,0.01,1632.0,62.0,1608.0,42.0,363.0,1619.3636,51.374657
8,0,9,0,Vacular,0.93,0.07,701.0,81.0,661.0,47.0,649.0,680.0293,65.16795
9,0,10,0,Vacular,0.74,0.26,99.0,62.0,52.0,49.0,396.0,75.078285,54.7399
10,0,11,0,Vacular,0.95,0.05,135.0,74.0,112.0,54.0,353.0,122.04816,62.954674
11,0,12,0,Vacular,1.0,0.0,340.0,82.0,321.0,57.0,379.0,330.31662,69.34565
12,0,13,0,Vacular,0.96,0.04,1309.0,92.0,1281.0,63.0,551.0,1295.3866,75.42468
13,0,14,0,NonVascular,0.31,0.69,1656.0,88.0,1635.0,65.0,325.0,1645.0123,76.04615
14,0,15,0,NonVascular,0.21,0.79,164.0,81.0,150.0,71.0,91.0,156.6044,75.50549
15,0,16,0,NonVascular,0.16,0.84,1096.0,103.0,1087.0,90.0,79.0,1090.9873,95.544304
16,0,17,0,NonVascular,0.02,0.98,353.0,134.0,297.0,92.0,1099.0,328.86533,112.29663
17,0,18,0,NonVascular,0.43,0.57,848.0,120.0,829.0,93.0,408.0,838.4167,105.928925
18,0,19,0,NonVascular,0.02,0.98,493.0,120.0,466.0,94.0,480.0,477.9521,106.972916
19,0,20,0,NonVascular,0.24,0.76,266.0,113.0,254.0,103.0,83.0,259.13254,107.09638
20,0,21,0,NonVascular,0.29,0.71,292.0,120.0,273.0,106.0,137.0,283.0365,111.40146
21,0,22,0,NonVascular,0.24,0.76,1838.0,127.0,1823.0,111.0,122.0,1829.4263,118.42623
22,0,23,0,Vacular,1.0,0.0,740.0,138.0,716.0,115.0,436.0,727.7706,125.56881
23,0,24,0,NonVascular,0.22,0.78,1612.0,129.0,1595.0,118.0,83.0,1604.2771,123.25301
24,0,25,0,NonVascular,0.4,0.6,1102.0,146.0,1075.0,119.0,533.0,1088.2645,131.55159
25,0,26,0,NonVascular,0.25,0.75,106.0,152.0,80.0,124.0,584.0,92.071915,137.33562
26,0,27,0,Vacular,0.94,0.06,405.0,155.0,377.0,131.0,503.0,391.3519,142.44931
27,0,28,0,NonVascular,0.38,0.62,538.0,159.0,525.0,146.0,132.0,530.5379,151.92424
28,0,29,0,NonVascular,0.13,0.87,478.0,187.0,416.0,154.0,1076.0,446.0762,171.40335
29,0,30,0,Vacular,0.98,0.02,140.0,186.0,115.0,165.0,398.0,126.59799,175.9799
30,0,31,0,NonVascular,0.49,0.51,1380.0,198.0,1357.0,165.0,567.0,1367.7073,181.24867
31,0,32,0,Vacular,0.53,0.47,1060.0,201.0,1037.0,181.0,363.0,1047.8512,190.427
32,0,33,0,NonVascular,0.43,0.57,1503.0,205.0,1483.0,183.0,328.0,1492.1433,194.07317
33,0,34,0,NonVascular,0.21,0.79,1210.0,200.0,1195.0,188.0,118.0,1202.4407,192.91525
34,0,35,0,NonVascular,0.0,1.0,598.0,225.0,564.0,201.0,389.0,577.9512,212.38046
35,0,36,0,NonVascular,0.03,0.97,704.0,239.0,674.0,202.0,423.0,689.32623,217.4279
36,0,37,0,Vacular,1.0,0.0,1742.0,222.0,1719.0,202.0,374.0,1729.7808,211.18182
37,0,38,0,Vacular,0.92,0.08,659.0,234.0,627.0,203.0,476.0,645.0966,216.07983
38,0,39,0,Vacular,0.61,0.39,931.0,220.0,920.0,208.0,106.0,925.15094,213.59435
39,0,40,0,NonVascular,0.13,0.87,611.0,223.0,599.0,211.0,104.0,604.875,215.9327
40,0,41,0,NonVascular,0.09,0.91,851.0,237.0,829.0,219.0,264.0,838.1932,228.02272
41,0,42,0,Vacular,0.93,0.07,13.0,261.0,0.0,229.0,347.0,5.8126802,244.44957
42,0,43,0,Vacular,0.9,0.1,736.0,282.0,713.0,249.0,422.0,724.1706,267.03555
43,0,44,0,Vacular,0.89,0.11,439.0,282.0,418.0,257.0,386.0,427.56476,269.23056
44,0,45,0,Vacular,0.82,0.18,1484.0,301.0,1463.0,266.0,510.0,1473.4117,281.22354
45,0,46,0,NonVascular,0.13,0.87,1103.0,289.0,1088.0,271.0,152.0,1094.8816,280.32236
46,0,47,0,Vacular,0.61,0.39,1289.0,306.0,1265.0,283.0,417.0,1276.235,293.59714
47,0,48,0,Vacular,0.99,0.01,1086.0,318.0,1065.0,290.0,438.0,1075.0433,304.13242
48,0,49,0,NonVascular,0.17,0.83,1501.0,307.0,1490.0,292.0,121.0,1495.2975,298.22314
49,0,50,0,Vacular,0.98,0.02,761.0,325.0,738.0,302.0,357.0,749.2437,313.14847
50,0,51,0,NonVascular,0.48,0.52,643.0,325.0,624.0,307.0,269.0,632.82153,315.70633
51,0,52,0,NonVascular,0.19,0.81,561.0,342.0,548.0,328.0,98.0,552.8674,335.60205
52,0,53,0,NonVascular,0.05,0.95,166.0,359.0,149.0,340.0,261.0,156.69731,349.29886
53,0,54,0,Vacular,0.98,0.02,788.0,366.0,767.0,342.0,388.0,777.3505,352.6598
54,0,55,0,NonVascular,0.25,0.75,1936.0,364.0,1925.0,344.0,176.0,1930.8466,352.83524
55,0,56,0,Vacular,0.99,0.01,650.0,370.0,629.0,348.0,351.0,639.4587,358.1054
56,0,57,0,NonVascular,0.07,0.93,1723.0,382.0,1687.0,350.0,674.0,1702.4689,364.61276
57,0,58,0,NonVascular,0.14,0.86,1062.0,366.0,1046.0,352.0,148.0,1052.0879,359.0811
58,0,59,0,NonVascular,0.19,0.81,1667.0,373.0,1653.0,357.0,120.0,1658.55,363.61667
59,0,60,0,Vacular,0.89,0.11,411.0,404.0,390.0,381.0,384.0,399.7604,392.55728
60,0,61,0,NonVascular,0.19,0.81,156.0,407.0,144.0,392.0,96.0,150.13542,400.35416
61,0,62,0,NonVascular,0.32,0.68,782.0,408.0,769.0,398.0,101.0,775.0495,402.54456
62,0,63,0,NonVascular,0.42,0.58,1449.0,428.0,1428.0,404.0,380.0,1438.0342,415.0421
63,0,64,0,NonVascular,0.0,1.0,1700.0,434.0,1668.0,404.0,620.0,1682.6096,417.09354
