object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Vacular,Probability of NonVascular,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Size in pixels,Center of the object_0,Center of the object_1
0,0,1,0,Vacular,0.97,0.03,255.0,13.0,232.0,0.0,237.0,243.60338,5.185654
1,0,2,0,Vacular,0.91,0.09,566.0,16.0,544.0,0.0,281.0,553.27405,7.5373664
2,0,3,0,Vacular,0.6,0.4,589.0,10.0,578.0,0.0,83.0,582.6747,4.0361447
3,0,4,0,NonVascular,0.01,0.99,854.0,32.0,810.0,0.0,921.0,834.9859,13.525516
4,0,5,0,NonVascular,0.02,0.98,902.0,25.0,871.0,0.0,439.0,883.877,11.747152
5,0,6,0,Vacular,1.0,0.0,1159.0,22.0,1132.0,0.0,346.0,1144.37,9.341041
6,0,7,0,Vacular,0.95,0.05,1487.0,19.0,1463.0,0.0,310.0,1475.7838,7.1903224
7,0,8,0,Vacular,0.99,0.01,685.0,33.0,665.0,8.0,374.0,674.5294,20.877005
8,0,9,0,Vacular,0.82,0.18,1514.0,32.0,1501.0,13.0,199.0,1506.4271,22.653267
9,0,10,0,Vacular,0.96,0.04,1371.0,36.0,1348.0,17.0,335.0,1359.0388,25.874626
10,0,11,0,Vacular,0.96,0.04,1841.0,51.0,1822.0,28.0,352.0,1830.6562,39.136364
11,0,12,0,NonVascular,0.0,1.0,97.0,75.0,53.0,33.0,1199.0,76.847374,52.316933
12,0,13,0,Vacular,0.9,0.1,227.0,101.0,204.0,81.0,342.0,214.99707,90.55848
13,0,14,0,Vacular,0.96,0.04,987.0,107.0,965.0,86.0,352.0,975.50854,96.139206
14,0,15,0,Vacular,0.89,0.11,1307.0,106.0,1285.0,87.0,316.0,1295.3639,95.58861
15,0,16,0,Vacular,0.99,0.01,556.0,120.0,536.0,98.0,341.0,545.60706,108.234604
16,0,17,0,NonVascular,0.23,0.77,1262.0,150.0,1242.0,133.0,205.0,1250.3414,141.89757
17,0,18,0,Vacular,0.94,0.06,254.0,160.0,231.0,144.0,304.0,241.41777,151.73027
18,0,19,0,NonVascular,0.33,0.67,72.0,164.0,54.0,149.0,197.0,61.954315,156.20811
