object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Vacular,Probability of NonVascular,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Size in pixels,Center of the object_0,Center of the object_1
0,0,1,0,NonVascular,0.01,0.99,1158.0,33.0,1122.0,0.0,682.0,1141.0586,16.02346
1,0,2,0,NonVascular,0.42,0.58,1459.0,7.0,1445.0,0.0,84.0,1451.5834,2.702381
2,0,3,0,NonVascular,0.21,0.79,1936.0,12.0,1923.0,0.0,142.0,1929.514,5.1549296
3,0,4,0,Vacular,0.98,0.02,1096.0,36.0,1073.0,10.0,417.0,1085.765,23.10072
4,0,5,0,NonVascular,0.17,0.83,1755.0,27.0,1744.0,15.0,89.0,1748.6967,20.898876
5,0,6,0,NonVascular,0.19,0.81,1936.0,68.0,1923.0,19.0,461.0,1930.1757,43.993492
6,0,7,0,NonVascular,0.04,0.96,643.0,51.0,622.0,25.0,412.0,632.0922,36.9733
7,0,8,0,NonVascular,0.01,0.99,1465.0,81.0,1419.0,26.0,724.0,1441.4296,57.838398
8,0,9,0,NonVascular,0.22,0.78,601.0,49.0,583.0,34.0,181.0,591.54694,41.27624
9,0,10,0,NonVascular,0.45,0.55,478.0,79.0,456.0,50.0,464.0,466.96768,62.85129
10,0,11,0,NonVascular,0.26,0.74,138.0,64.0,126.0,54.0,82.0,131.42683,58.67073
11,0,12,0,Vacular,0.88,0.12,453.0,118.0,434.0,72.0,642.0,443.13553,95.41901
12,0,13,0,NonVascular,0.15,0.85,1484.0,89.0,1469.0,74.0,156.0,1476.9423,80.910255
13,0,14,0,Vacular,0.66,0.34,851.0,95.0,831.0,75.0,299.0,840.74915,84.565216
14,0,15,0,NonVascular,0.13,0.87,483.0,122.0,471.0,105.0,147.0,475.87076,112.85714
15,0,16,0,Vacular,1.0,0.0,1092.0,130.0,1070.0,105.0,377.0,1081.6445,116.67374
16,0,17,0,NonVascular,0.11,0.89,1350.0,134.0,1331.0,108.0,377.0,1339.6499,120.12732
17,0,18,0,Vacular,0.67,0.33,358.0,152.0,337.0,131.0,334.0,347.3503,140.84132
18,0,19,0,NonVascular,0.02,0.98,507.0,165.0,485.0,135.0,441.0,496.4127,150.07936
19,0,20,0,NonVascular,0.19,0.81,566.0,166.0,551.0,150.0,177.0,557.6384,158.03955
20,0,21,0,NonVascular,0.24,0.76,1855.0,163.0,1839.0,154.0,106.0,1847.0,158.46227
21,0,22,0,NonVascular,0.19,0.81,1426.0,169.0,1412.0,161.0,61.0,1417.6066,163.54099
22,0,23,0,Vacular,0.64,0.36,1073.0,212.0,1037.0,164.0,611.0,1059.5188,192.2946
23,0,24,0,NonVascular,0.03,0.97,451.0,189.0,430.0,169.0,263.0,440.73004,177.47908
24,0,25,0,Vacular,0.78,0.22,877.0,194.0,852.0,169.0,362.0,863.2707,181.7652
25,0,26,0,Vacular,0.97,0.03,1705.0,189.0,1683.0,169.0,351.0,1693.4331,178.53847
26,0,27,0,NonVascular,0.28,0.72,704.0,180.0,692.0,170.0,107.0,697.7196,174.52336
27,0,28,0,NonVascular,0.07,0.93,1399.0,195.0,1376.0,172.0,250.0,1388.076,181.54
28,0,29,0,NonVascular,0.13,0.87,175.0,186.0,165.0,173.0,98.0,168.77551,178.87755
29,0,30,0,NonVascular,0.02,0.98,962.0,195.0,937.0,173.0,422.0,949.26776,183.56398
30,0,31,0,NonVascular,0.32,0.68,1060.0,189.0,1053.0,179.0,50.0,1056.12,183.68
31,0,32,0,Vacular,1.0,0.0,1103.0,204.0,1082.0,185.0,310.0,1091.9806,194.29033
32,0,33,0,NonVascular,0.03,0.97,1879.0,233.0,1849.0,195.0,638.0,1865.4326,214.59404
33,0,34,0,Vacular,0.82,0.18,1381.0,222.0,1363.0,206.0,211.0,1370.6304,212.91943
34,0,35,0,Vacular,0.96,0.04,236.0,232.0,210.0,209.0,413.0,222.50847,220.17676
35,0,36,0,Vacular,0.97,0.03,599.0,239.0,580.0,212.0,354.0,588.9096,225.06497
36,0,37,0,NonVascular,0.04,0.96,1353.0,239.0,1322.0,212.0,496.0,1336.8629,225.9879
37,0,38,0,NonVascular,0.2,0.8,546.0,253.0,521.0,219.0,626.0,532.7013,235.14537
38,0,39,0,Vacular,0.91,0.09,1041.0,246.0,1002.0,225.0,439.0,1017.2893,234.11162
39,0,40,0,Vacular,0.61,0.39,1525.0,290.0,1487.0,239.0,1375.0,1506.1658,262.54617
40,0,41,0,Vacular,0.79,0.21,586.0,266.0,567.0,245.0,300.0,575.04333,255.90334
41,0,42,0,Vacular,0.79,0.21,998.0,277.0,977.0,259.0,291.0,987.24744,266.87973
42,0,43,0,NonVascular,0.21,0.79,431.0,278.0,411.0,260.0,240.0,421.1125,268.34167
43,0,44,0,NonVascular,0.19,0.81,758.0,280.0,749.0,262.0,111.0,753.17114,270.5946
44,0,45,0,Vacular,0.85,0.15,966.0,304.0,919.0,269.0,825.0,937.2303,284.84
45,0,46,0,Vacular,0.97,0.03,1333.0,290.0,1309.0,269.0,381.0,1320.2625,278.97375
46,0,47,0,Vacular,0.76,0.24,1554.0,296.0,1532.0,274.0,335.0,1542.8687,284.82388
47,0,48,0,NonVascular,0.18,0.82,1130.0,308.0,1106.0,279.0,525.0,1117.762,293.05142
48,0,49,0,NonVascular,0.0,1.0,1936.0,390.0,1858.0,281.0,2996.0,1906.8147,347.62418
49,0,50,0,Vacular,0.83,0.17,751.0,310.0,730.0,287.0,362.0,739.4337,297.97513
50,0,51,0,NonVascular,0.37,0.63,169.0,302.0,159.0,293.0,66.0,163.80302,296.98486
51,0,52,0,NonVascular,0.18,0.82,720.0,316.0,706.0,299.0,174.0,712.1322,307.21838
52,0,53,0,NonVascular,0.17,0.83,1275.0,319.0,1263.0,306.0,100.0,1268.13,311.39
53,0,54,0,NonVascular,0.41,0.59,1766.0,328.0,1747.0,306.0,308.0,1755.9253,316.87012
54,0,55,0,Vacular,0.8,0.2,1223.0,325.0,1197.0,308.0,341.0,1209.3079,315.99707
55,0,56,0,Vacular,0.93,0.07,927.0,342.0,904.0,314.0,478.0,915.22595,327.46863
56,0,57,0,Vacular,0.97,0.03,156.0,347.0,137.0,320.0,370.0,145.42973,333.3027
57,0,58,0,NonVascular,0.16,0.84,407.0,356.0,389.0,330.0,274.0,396.93066,343.30658
58,0,59,0,Vacular,0.62,0.38,497.0,352.0,480.0,331.0,297.0,488.633,341.00336
59,0,60,0,Vacular,0.85,0.15,564.0,356.0,517.0,331.0,690.0,539.3522,342.56232
60,0,61,0,Vacular,0.93,0.07,894.0,369.0,874.0,344.0,378.0,883.1164,356.36243
61,0,62,0,NonVascular,0.19,0.81,1104.0,356.0,1087.0,344.0,145.0,1095.8,349.2138
62,0,63,0,Vacular,0.93,0.07,325.0,376.0,304.0,346.0,444.0,314.1509,360.732
63,0,64,0,NonVascular,0.45,0.55,374.0,391.0,348.0,362.0,509.0,360.22202,376.64047
64,0,65,0,NonVascular,0.06,0.94,853.0,411.0,819.0,373.0,708.0,838.62854,390.3065
65,0,66,0,Vacular,0.9,0.1,940.0,414.0,908.0,388.0,494.0,922.415,400.13766
66,0,67,0,NonVascular,0.1,0.9,1831.0,403.0,1807.0,389.0,156.0,1818.5706,395.76282
67,0,68,0,NonVascular,0.0,1.0,1096.0,445.0,1031.0,390.0,1739.0,1063.0685,416.3157
68,0,69,0,NonVascular,0.23,0.77,1803.0,423.0,1765.0,396.0,490.0,1785.4061,408.55103
69,0,70,0,NonVascular,0.02,0.98,980.0,420.0,944.0,398.0,565.0,960.8566,409.04956
70,0,71,0,NonVascular,0.19,0.81,616.0,419.0,606.0,402.0,84.0,610.1667,409.7619
71,0,72,0,Vacular,0.7,0.3,806.0,454.0,769.0,407.0,986.0,787.16534,429.71805
72,0,73,0,Vacular,0.86,0.14,1612.0,432.0,1590.0,413.0,322.0,1601.2142,421.40683
73,0,74,0,NonVascular,0.18,0.82,830.0,434.0,821.0,422.0,72.0,824.875,427.02777
74,0,75,0,NonVascular,0.03,0.97,1582.0,448.0,1553.0,424.0,454.0,1566.9978,435.88327
75,0,76,0,NonVascular,0.08,0.92,898.0,469.0,864.0,441.0,673.0,877.9019,455.25854
76,0,77,0,Vacular,0.94,0.06,830.0,468.0,812.0,445.0,291.0,821.17523,455.75946
77,0,78,0,NonVascular,0.18,0.82,1936.0,480.0,1928.0,465.0,92.0,1932.1086,471.94565
78,0,79,0,NonVascular,0.22,0.78,793.0,515.0,769.0,476.0,572.0,780.6608,496.25174
79,0,80,0,Vacular,0.92,0.08,824.0,498.0,799.0,476.0,419.0,810.61816,486.02625
80,0,81,0,Vacular,0.97,0.03,91.0,511.0,68.0,486.0,400.0,79.415,498.39
81,0,82,0,Vacular,0.94,0.06,1433.0,511.0,1410.0,487.0,418.0,1420.2799,498.6866
82,0,83,0,NonVascular,0.35,0.65,1834.0,502.0,1825.0,490.0,62.0,1828.758,495.1613
83,0,84,0,NonVascular,0.09,0.91,828.0,516.0,815.0,499.0,113.0,820.6637,505.49557
84,0,85,0,Vacular,0.85,0.15,540.0,523.0,521.0,501.0,334.0,529.7515,511.3533
85,0,86,0,NonVascular,0.05,0.95,148.0,536.0,125.0,515.0,420.0,136.04762,524.99286
86,0,87,0,NonVascular,0.29,0.71,786.0,546.0,761.0,520.0,410.0,772.69025,534.33905
87,0,88,0,NonVascular,0.19,0.81,60.0,539.0,51.0,524.0,86.0,55.7907,531.8837
88,0,89,0,Vacular,1.0,0.0,857.0,547.0,835.0,525.0,391.0,846.1867,535.3376
89,0,90,0,NonVascular,0.04,0.96,758.0,560.0,745.0,534.0,176.0,751.5341,548.82385
90,0,91,0,Vacular,0.89,0.11,358.0,575.0,336.0,542.0,511.0,348.04892,559.62427
91,0,92,0,NonVascular,0.0,1.0,1936.0,614.0,1910.0,542.0,1299.0,1924.8475,574.81525
92,0,93,0,Vacular,0.95,0.05,1046.0,573.0,1022.0,546.0,482.0,1034.0208,559.3382
93,0,94,0,NonVascular,0.18,0.82,515.0,577.0,499.0,547.0,219.0,506.54794,563.1096
94,0,95,0,Vacular,0.98,0.02,628.0,583.0,608.0,549.0,501.0,617.0978,564.42114
95,0,96,0,Vacular,0.91,0.09,1583.0,574.0,1560.0,553.0,356.0,1571.2135,562.9663
96,0,97,0,NonVascular,0.18,0.82,1634.0,573.0,1613.0,558.0,199.0,1621.5779,565.4422
97,0,98,0,Vacular,0.98,0.02,752.0,590.0,727.0,566.0,420.0,738.76904,577.8262
98,0,99,0,NonVascular,0.15,0.85,350.0,594.0,336.0,574.0,219.0,341.7854,583.2146
99,0,100,0,NonVascular,0.02,0.98,168.0,604.0,135.0,580.0,535.0,150.26355,591.95514
100,0,101,0,NonVascular,0.02,0.98,1217.0,631.0,1144.0,581.0,2043.0,1178.5658,605.3847
101,0,102,0,NonVascular,0.2,0.8,857.0,633.0,828.0,589.0,603.0,840.5307,612.6667
102,0,103,0,NonVascular,0.17,0.83,216.0,617.0,193.0,592.0,398.0,203.95226,603.9899
103,0,104,0,NonVascular,0.06,0.94,1020.0,632.0,990.0,592.0,639.0,1003.38654,610.89355
104,0,105,0,NonVascular,0.0,1.0,1093.0,694.0,1035.0,594.0,2550.0,1066.511,636.04706
105,0,106,0,NonVascular,0.16,0.84,137.0,614.0,129.0,603.0,58.0,131.75862,608.3276
106,0,107,0,NonVascular,0.0,1.0,1568.0,648.0,1525.0,609.0,884.0,1548.0656,626.94006
107,0,108,0,Vacular,0.94,0.06,765.0,637.0,748.0,610.0,351.0,756.03705,622.93164
108,0,109,0,NonVascular,0.02,0.98,1905.0,688.0,1863.0,611.0,1597.0,1882.3325,653.7007
109,0,110,0,NonVascular,0.32,0.68,982.0,634.0,964.0,615.0,201.0,972.55225,623.52734
110,0,111,0,Vacular,0.65,0.35,1936.0,656.0,1909.0,617.0,646.0,1923.9907,638.51855
111,0,112,0,NonVascular,0.02,0.98,1703.0,681.0,1617.0,624.0,1414.0,1655.215,649.12305
112,0,113,0,NonVascular,0.01,0.99,1751.0,648.0,1717.0,630.0,411.0,1734.6935,637.9805
113,0,114,0,Vacular,1.0,0.0,868.0,657.0,845.0,635.0,363.0,856.9256,646.5179
114,0,115,0,NonVascular,0.11,0.89,1816.0,683.0,1699.0,642.0,1925.0,1755.7621,662.174
115,0,116,0,Vacular,0.52,0.48,546.0,710.0,513.0,645.0,985.0,530.5005,674.0508
116,0,117,0,NonVascular,0.01,0.99,484.0,691.0,455.0,653.0,707.0,469.74258,671.1047
117,0,118,0,NonVascular,0.01,0.99,743.0,702.0,703.0,665.0,883.0,719.04193,682.6251
118,0,119,0,NonVascular,0.19,0.81,1019.0,676.0,1007.0,666.0,90.0,1012.3333,671.04443
119,0,120,0,NonVascular,0.04,0.96,1679.0,741.0,1530.0,672.0,3649.0,1603.9751,711.7772
120,0,121,0,NonVascular,0.0,1.0,1825.0,735.0,1776.0,676.0,1554.0,1798.9048,702.35846
121,0,122,0,NonVascular,0.42,0.58,1020.0,701.0,980.0,677.0,598.0,1002.35956,690.0719
122,0,123,0,Vacular,0.94,0.06,1705.0,700.0,1688.0,680.0,254.0,1695.2205,689.54333
123,0,124,0,Vacular,0.94,0.06,1354.0,707.0,1331.0,684.0,411.0,1341.545,695.80536
124,0,125,0,Vacular,1.0,0.0,887.0,709.0,865.0,688.0,362.0,875.3563,698.0663
125,0,126,0,Vacular,0.81,0.19,1300.0,712.0,1279.0,691.0,338.0,1289.9674,700.9763
126,0,127,0,NonVascular,0.0,1.0,170.0,717.0,148.0,700.0,234.0,158.87607,708.7222
127,0,128,0,NonVascular,0.03,0.97,1936.0,804.0,1761.0,707.0,7368.0,1871.9587,760.2036
128,0,129,0,NonVascular,0.44,0.56,1087.0,728.0,1070.0,710.0,242.0,1077.9338,718.49176
129,0,130,0,Vacular,0.96,0.04,519.0,745.0,502.0,714.0,420.0,510.47144,728.93335
130,0,131,0,NonVascular,0.23,0.77,922.0,728.0,913.0,719.0,56.0,916.9464,722.5179
131,0,132,0,NonVascular,0.01,0.99,1727.0,759.0,1649.0,721.0,1183.0,1697.9873,740.32544
132,0,133,0,Vacular,0.61,0.39,915.0,770.0,835.0,733.0,1285.0,872.5502,748.64435
133,0,134,0,NonVascular,0.2,0.8,994.0,745.0,983.0,737.0,62.0,987.79034,740.0323
134,0,135,0,Vacular,0.98,0.02,1533.0,758.0,1508.0,737.0,385.0,1519.7819,746.8519
135,0,136,0,Vacular,0.96,0.04,1802.0,759.0,1780.0,738.0,364.0,1789.7638,747.70605
136,0,137,0,NonVascular,0.21,0.79,994.0,759.0,982.0,750.0,70.0,987.7,754.4429
137,0,138,0,Vacular,0.53,0.47,325.0,824.0,271.0,753.0,1757.0,293.56802,793.2533
138,0,139,0,NonVascular,0.31,0.69,944.0,772.0,915.0,756.0,216.0,928.3657,763.16205
139,0,140,0,NonVascular,0.22,0.78,214.0,771.0,200.0,757.0,148.0,206.18243,763.5946
140,0,141,0,Vacular,0.62,0.38,992.0,790.0,967.0,763.0,497.0,979.2837,776.24146
141,0,142,0,Vacular,0.53,0.47,839.0,818.0,741.0,765.0,1764.0,803.5329,790.1457
142,0,143,0,Vacular,0.61,0.39,12.0,785.0,0.0,766.0,167.0,4.6227546,775.3653
143,0,144,0,NonVascular,0.06,0.94,962.0,804.0,889.0,766.0,1003.0,920.3659,787.05383
144,0,145,0,NonVascular,0.34,0.66,325.0,793.0,309.0,776.0,69.0,318.971,784.6087
145,0,146,0,Vacular,0.91,0.09,547.0,800.0,505.0,781.0,534.0,523.6685,790.9513
146,0,147,0,Vacular,0.75,0.25,1341.0,804.0,1318.0,783.0,343.0,1330.5831,792.08453
147,0,148,0,Vacular,0.65,0.35,435.0,818.0,409.0,787.0,538.0,422.1115,804.64685
148,0,149,0,Vacular,0.97,0.03,1159.0,809.0,1137.0,787.0,363.0,1147.1157,797.41876
149,0,150,0,Vacular,0.84,0.16,11.0,812.0,0.0,795.0,139.0,3.942446,803.8921
150,0,151,0,NonVascular,0.02,0.98,1013.0,844.0,989.0,796.0,549.0,1000.0546,823.2659
151,0,152,0,NonVascular,0.24,0.76,272.0,877.0,241.0,797.0,1163.0,256.2184,837.67926
152,0,153,0,NonVascular,0.21,0.79,628.0,815.0,622.0,801.0,61.0,624.93445,807.4918
153,0,154,0,Vacular,1.0,0.0,1334.0,828.0,1312.0,808.0,325.0,1322.6708,816.9569
154,0,155,0,Vacular,0.98,0.02,538.0,831.0,513.0,813.0,310.0,525.3387,820.9258
155,0,156,0,NonVascular,0.36,0.64,1498.0,832.0,1480.0,814.0,255.0,1489.0863,822.16473
156,0,157,0,NonVascular,0.02,0.98,1416.0,838.0,1391.0,820.0,273.0,1403.652,828.1612
157,0,158,0,Vacular,0.84,0.16,821.0,839.0,799.0,824.0,104.0,808.75964,831.4711
158,0,159,0,NonVascular,0.3,0.7,539.0,846.0,525.0,832.0,95.0,532.8947,838.0632
159,0,160,0,NonVascular,0.16,0.84,1322.0,845.0,1310.0,836.0,66.0,1315.3334,840.5606
160,0,161,0,NonVascular,0.2,0.8,316.0,851.0,304.0,844.0,64.0,309.73438,846.9219
161,0,162,0,Vacular,0.94,0.06,1264.0,864.0,1237.0,846.0,381.0,1250.3044,854.5171
162,0,163,0,NonVascular,0.01,0.99,1859.0,948.0,1773.0,847.0,3650.0,1820.826,894.82983
163,0,164,0,Vacular,0.93,0.07,1035.0,867.0,1021.0,848.0,203.0,1026.931,856.9803
164,0,165,0,Vacular,0.83,0.17,546.0,881.0,516.0,851.0,548.0,529.88684,867.87225
165,0,166,0,NonVascular,0.03,0.97,368.0,881.0,340.0,852.0,536.0,354.20337,868.5205
166,0,167,0,Vacular,0.7,0.3,1060.0,867.0,1047.0,861.0,64.0,1052.8906,863.7031
167,0,168,0,NonVascular,0.17,0.83,1423.0,872.0,1409.0,861.0,101.0,1415.2772,865.3366
168,0,169,0,Vacular,0.95,0.05,1029.0,883.0,1007.0,863.0,299.0,1017.45483,872.85956
169,0,170,0,NonVascular,0.07,0.93,1591.0,888.0,1572.0,864.0,298.0,1581.6074,874.6611
170,0,171,0,Vacular,0.98,0.02,1534.0,890.0,1512.0,870.0,357.0,1522.5742,879.13165
171,0,172,0,NonVascular,0.19,0.81,1785.0,887.0,1769.0,879.0,79.0,1775.6202,881.9747
172,0,173,0,Vacular,0.99,0.01,268.0,906.0,243.0,883.0,417.0,255.47002,893.88007
173,0,174,0,NonVascular,0.4,0.6,559.0,896.0,547.0,887.0,72.0,552.3889,891.0972
174,0,175,0,NonVascular,0.05,0.95,1936.0,911.0,1921.0,888.0,259.0,1928.2703,899.62164
175,0,176,0,Vacular,0.91,0.09,1782.0,914.0,1755.0,890.0,431.0,1767.6195,901.2459
176,0,177,0,Vacular,0.96,0.04,371.0,926.0,350.0,903.0,380.0,360.65527,913.88947
177,0,178,0,NonVascular,0.09,0.91,584.0,919.0,566.0,905.0,194.0,573.8299,911.7938
178,0,179,0,Vacular,0.75,0.25,1936.0,936.0,1924.0,911.0,243.0,1930.358,923.35803
179,0,180,0,NonVascular,0.11,0.89,244.0,930.0,227.0,912.0,188.0,236.35638,920.20215
180,0,181,0,NonVascular,0.21,0.79,1759.0,931.0,1734.0,914.0,178.0,1745.2191,923.8315
181,0,182,0,NonVascular,0.11,0.89,715.0,952.0,684.0,919.0,683.0,697.8741,934.52124
182,0,183,0,Vacular,0.96,0.04,749.0,947.0,727.0,923.0,431.0,736.7703,934.0023
183,0,184,0,NonVascular,0.05,0.95,1603.0,941.0,1588.0,926.0,165.0,1595.2848,933.40607
184,0,185,0,Vacular,0.83,0.17,403.0,948.0,362.0,927.0,571.0,383.3485,937.613
185,0,186,0,Vacular,0.9,0.1,959.0,959.0,933.0,934.0,501.0,945.17566,944.5988
186,0,187,0,NonVascular,0.05,0.95,632.0,955.0,606.0,936.0,381.0,618.65094,944.32806
187,0,188,0,NonVascular,0.04,0.96,217.0,966.0,196.0,937.0,419.0,205.84726,952.3413
188,0,189,0,NonVascular,0.14,0.86,1407.0,1023.0,1351.0,938.0,2249.0,1375.0427,982.783
189,0,190,0,Vacular,0.97,0.03,654.0,965.0,633.0,941.0,394.0,642.99493,952.7538
190,0,191,0,NonVascular,0.41,0.59,469.0,984.0,446.0,961.0,360.0,458.1361,972.05554
191,0,192,0,Vacular,0.83,0.17,196.0,1006.0,162.0,975.0,512.0,176.61914,987.91016
192,0,193,0,NonVascular,0.01,0.99,677.0,1026.0,625.0,976.0,1156.0,652.13324,1000.5199
193,0,194,0,NonVascular,0.44,0.56,1128.0,995.0,1119.0,981.0,92.0,1123.0326,988.01086
194,0,195,0,NonVascular,0.18,0.82,1631.0,1095.0,1312.0,982.0,7889.0,1488.5533,1036.0938
195,0,196,0,NonVascular,0.14,0.86,164.0,1086.0,48.0,996.0,2448.0,106.38644,1036.4615
196,0,197,0,Vacular,0.96,0.04,339.0,1017.0,313.0,997.0,392.0,324.07907,1005.65814
197,0,198,0,Vacular,0.71,0.29,451.0,1021.0,427.0,1000.0,366.0,438.1175,1009.8579
198,0,199,0,Vacular,0.98,0.02,1674.0,1022.0,1651.0,1000.0,394.0,1663.1649,1011.34265
199,0,200,0,Vacular,0.73,0.27,212.0,1023.0,189.0,1002.0,363.0,200.6033,1012.8402
200,0,201,0,NonVascular,0.32,0.68,282.0,1060.0,220.0,1002.0,1603.0,255.78914,1028.2339
201,0,202,0,NonVascular,0.44,0.56,1743.0,1030.0,1721.0,1004.0,466.0,1731.97,1016.6931
202,0,203,0,NonVascular,0.13,0.87,1329.0,1041.0,1298.0,1006.0,591.0,1314.3706,1023.5702
203,0,204,0,NonVascular,0.03,0.97,621.0,1035.0,594.0,1010.0,507.0,606.68243,1022.18146
204,0,205,0,NonVascular,0.03,0.97,1852.0,1044.0,1807.0,1013.0,911.0,1830.1548,1028.4742
205,0,206,0,Vacular,0.83,0.17,1359.0,1058.0,1331.0,1019.0,633.0,1344.9463,1036.5719
