object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Vacular,Probability of NonVascular,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Size in pixels,Center of the object_0,Center of the object_1
0,0,1,0,NonVascular,0.03,0.97,463.0,128.0,394.0,0.0,2280.0,424.95703,69.471054
1,0,2,0,NonVascular,0.24,0.76,513.0,94.0,438.0,0.0,2093.0,478.45963,46.628284
2,0,3,0,NonVascular,0.41,0.59,529.0,6.0,519.0,0.0,52.0,523.5,2.1538463
3,0,4,0,Vacular,0.52,0.48,582.0,53.0,541.0,0.0,1227.0,560.8223,24.1467
4,0,5,0,NonVascular,0.01,0.99,630.0,31.0,593.0,0.0,687.0,610.4163,11.989811
5,0,6,0,NonVascular,0.23,0.77,756.0,11.0,732.0,0.0,173.0,742.3584,3.4855492
6,0,7,0,Vacular,0.5,0.5,881.0,63.0,828.0,0.0,1552.0,851.8415,33.84085
7,0,8,0,NonVascular,0.12,0.88,980.0,33.0,868.0,0.0,1677.0,931.0185,10.915325
8,0,9,0,NonVascular,0.11,0.89,1181.0,37.0,1155.0,0.0,485.0,1167.5299,13.744329
9,0,10,0,NonVascular,0.21,0.79,1387.0,90.0,1219.0,0.0,4621.0,1307.9681,38.893097
10,0,11,0,NonVascular,0.47,0.53,1430.0,16.0,1382.0,0.0,662.0,1405.5377,6.738671
11,0,12,0,NonVascular,0.01,0.99,1561.0,67.0,1444.0,0.0,3679.0,1501.6238,39.169067
12,0,13,0,NonVascular,0.23,0.77,818.0,26.0,787.0,3.0,497.0,801.3823,13.796781
13,0,14,0,NonVascular,0.0,1.0,676.0,83.0,596.0,5.0,2463.0,639.6687,50.44052
14,0,15,0,NonVascular,0.32,0.68,1131.0,98.0,1075.0,11.0,1907.0,1105.4651,48.824856
15,0,16,0,NonVascular,0.0,1.0,1434.0,111.0,1384.0,17.0,2111.0,1406.5851,68.63098
16,0,17,0,NonVascular,0.34,0.66,1002.0,41.0,990.0,28.0,117.0,995.1624,33.905983
17,0,18,0,NonVascular,0.11,0.89,815.0,84.0,744.0,29.0,1789.0,782.948,59.801563
18,0,19,0,NonVascular,0.01,0.99,708.0,83.0,669.0,33.0,818.0,685.4438,57.015892
19,0,20,0,Vacular,0.88,0.12,734.0,59.0,711.0,39.0,371.0,722.027,48.690025
20,0,21,0,Vacular,0.96,0.04,1215.0,57.0,1191.0,41.0,271.0,1201.6753,48.13653
21,0,22,0,Vacular,1.0,0.0,1056.0,65.0,1029.0,42.0,429.0,1040.8252,53.23543
22,0,23,0,NonVascular,0.06,0.94,1165.0,93.0,1132.0,43.0,939.0,1146.8701,67.80298
23,0,24,0,NonVascular,0.27,0.73,545.0,136.0,503.0,49.0,1753.0,521.9247,94.15402
24,0,25,0,Vacular,0.88,0.12,1190.0,63.0,1180.0,51.0,81.0,1184.4938,56.4321
25,0,26,0,NonVascular,0.17,0.83,919.0,112.0,818.0,55.0,2205.0,875.67664,85.53016
26,0,27,0,NonVascular,0.48,0.52,952.0,91.0,931.0,64.0,347.0,941.5533,74.5389
27,0,28,0,NonVascular,0.27,0.73,1074.0,93.0,1047.0,65.0,451.0,1059.7605,79.29269
28,0,29,0,NonVascular,0.13,0.87,1675.0,101.0,1616.0,65.0,1236.0,1642.8511,82.364075
29,0,30,0,NonVascular,0.18,0.82,587.0,78.0,575.0,69.0,65.0,580.83075,73.86154
30,0,31,0,Vacular,0.79,0.21,1229.0,91.0,1202.0,70.0,397.0,1214.1814,80.806046
31,0,32,0,NonVascular,0.37,0.63,497.0,88.0,487.0,71.0,106.0,492.06604,78.68868
32,0,33,0,NonVascular,0.18,0.82,363.0,85.0,348.0,72.0,143.0,355.4056,77.937065
33,0,34,0,NonVascular,0.07,0.93,1594.0,93.0,1577.0,74.0,252.0,1585.5952,83.55556
34,0,35,0,NonVascular,0.12,0.88,1565.0,198.0,1241.0,80.0,8044.0,1409.7003,135.1063
35,0,36,0,NonVascular,0.02,0.98,1482.0,118.0,1444.0,81.0,875.0,1461.8378,99.528
36,0,37,0,Vacular,0.98,0.02,975.0,107.0,951.0,85.0,393.0,963.8626,95.54962
37,0,38,0,NonVascular,0.31,0.69,1254.0,102.0,1232.0,85.0,173.0,1244.63,92.138725
38,0,39,0,NonVascular,0.04,0.96,685.0,182.0,555.0,86.0,3088.0,614.69495,133.84975
39,0,40,0,NonVascular,0.19,0.81,1215.0,129.0,1166.0,89.0,993.0,1189.0382,104.26687
40,0,41,0,NonVascular,0.3,0.7,1086.0,177.0,983.0,95.0,2826.0,1041.0205,127.99611
41,0,42,0,NonVascular,0.31,0.69,487.0,109.0,481.0,97.0,51.0,483.52942,102.76471
42,0,43,0,NonVascular,0.02,0.98,346.0,125.0,328.0,105.0,231.0,337.08658,114.97403
43,0,44,0,NonVascular,0.39,0.61,1135.0,220.0,1079.0,106.0,1934.0,1109.9912,161.26628
44,0,45,0,NonVascular,0.1,0.9,931.0,195.0,857.0,107.0,2658.0,887.4202,149.05945
45,0,46,0,NonVascular,0.0,1.0,1703.0,136.0,1669.0,111.0,548.0,1683.0511,122.99818
46,0,47,0,NonVascular,0.16,0.84,390.0,129.0,370.0,113.0,239.0,379.5565,120.66109
47,0,48,0,NonVascular,0.26,0.74,1439.0,127.0,1433.0,115.0,55.0,1435.5636,120.92727
48,0,49,0,NonVascular,0.17,0.83,668.0,157.0,644.0,116.0,602.0,656.3638,132.47675
49,0,50,0,NonVascular,0.02,0.98,970.0,189.0,935.0,119.0,1627.0,952.3374,151.92317
50,0,51,0,NonVascular,0.4,0.6,1474.0,130.0,1468.0,119.0,51.0,1470.6666,124.07843
51,0,52,0,NonVascular,0.2,0.8,1178.0,182.0,1138.0,123.0,869.0,1160.5753,150.36018
52,0,53,0,NonVascular,0.45,0.55,1754.0,148.0,1721.0,125.0,593.0,1736.688,136.52614
53,0,54,0,NonVascular,0.14,0.86,961.0,442.0,716.0,127.0,15494.0,816.1093,274.8082
54,0,55,0,NonVascular,0.36,0.64,1654.0,180.0,1542.0,128.0,2266.0,1588.703,155.23654
55,0,56,0,NonVascular,0.21,0.79,1237.0,213.0,1199.0,137.0,1272.0,1215.184,174.13914
56,0,57,0,NonVascular,0.42,0.58,616.0,225.0,523.0,148.0,2955.0,566.4491,183.49171
57,0,58,0,Vacular,0.63,0.37,523.0,197.0,478.0,149.0,1433.0,500.231,170.91835
58,0,59,0,Vacular,0.65,0.35,1345.0,207.0,1302.0,150.0,1231.0,1318.7612,175.78229
59,0,60,0,Vacular,0.92,0.08,1264.0,184.0,1241.0,162.0,354.0,1251.2543,172.8757
60,0,61,0,NonVascular,0.08,0.92,1360.0,182.0,1346.0,164.0,167.0,1353.0779,171.47305
61,0,62,0,NonVascular,0.3,0.7,415.0,232.0,343.0,174.0,1318.0,376.7261,207.06221
62,0,63,0,NonVascular,0.2,0.8,713.0,198.0,688.0,177.0,355.0,699.63947,185.98592
63,0,64,0,NonVascular,0.42,0.58,1652.0,194.0,1635.0,179.0,183.0,1643.0547,185.62296
64,0,65,0,NonVascular,0.16,0.84,1102.0,272.0,969.0,181.0,5481.0,1038.2933,230.5521
65,0,66,0,NonVascular,0.46,0.54,1653.0,250.0,1601.0,182.0,1611.0,1620.3389,217.05214
66,0,67,0,Vacular,0.55,0.45,1295.0,208.0,1275.0,183.0,216.0,1286.0509,195.12038
67,0,68,0,NonVascular,0.1,0.9,1586.0,391.0,1443.0,183.0,6193.0,1515.2942,286.3827
68,0,69,0,Vacular,0.64,0.36,1205.0,240.0,1148.0,185.0,1249.0,1172.7598,213.80705
69,0,70,0,NonVascular,0.05,0.95,1587.0,207.0,1572.0,185.0,225.0,1579.04,194.93333
70,0,71,0,NonVascular,0.0,1.0,1388.0,249.0,1314.0,188.0,1999.0,1353.7399,220.00801
71,0,72,0,Vacular,0.66,0.34,1309.0,272.0,1241.0,208.0,1378.0,1273.5269,235.37953
72,0,73,0,NonVascular,0.11,0.89,956.0,258.0,871.0,211.0,1350.0,915.7215,233.57185
73,0,74,0,NonVascular,0.01,0.99,721.0,246.0,655.0,212.0,1387.0,687.9178,228.37779
74,0,75,0,Vacular,0.85,0.15,1809.0,240.0,1781.0,217.0,435.0,1794.0667,228.10345
75,0,76,0,NonVascular,0.0,1.0,1568.0,272.0,1533.0,224.0,1131.0,1548.9788,245.33333
76,0,77,0,NonVascular,0.04,0.96,526.0,289.0,341.0,228.0,5133.0,447.7179,253.2556
77,0,78,0,NonVascular,0.09,0.91,1603.0,258.0,1575.0,228.0,440.0,1586.284,243.57272
78,0,79,0,NonVascular,0.16,0.84,1237.0,258.0,1219.0,237.0,241.0,1227.2324,247.47717
79,0,80,0,NonVascular,0.03,0.97,662.0,321.0,541.0,238.0,4563.0,602.49133,274.33377
80,0,81,0,NonVascular,0.31,0.69,890.0,252.0,882.0,241.0,60.0,886.0833,245.26666
81,0,82,0,Vacular,0.96,0.04,1171.0,266.0,1146.0,246.0,382.0,1157.7618,256.38742
82,0,83,0,NonVascular,0.02,0.98,925.0,291.0,902.0,254.0,550.0,912.6436,274.09637
83,0,84,0,Vacular,0.97,0.03,961.0,281.0,941.0,257.0,359.0,950.8858,268.20056
84,0,85,0,NonVascular,0.12,0.88,1344.0,334.0,1301.0,268.0,1350.0,1326.0029,299.9526
85,0,86,0,NonVascular,0.15,0.85,1031.0,428.0,960.0,270.0,4149.0,991.6614,361.31573
86,0,87,0,NonVascular,0.08,0.92,1718.0,351.0,1649.0,270.0,2016.0,1679.7991,315.5367
87,0,88,0,NonVascular,0.22,0.78,1238.0,288.0,1228.0,278.0,72.0,1232.8055,282.5139
88,0,89,0,NonVascular,0.0,1.0,1627.0,331.0,1596.0,281.0,1065.0,1613.0676,302.77557
89,0,90,0,NonVascular,0.0,1.0,914.0,333.0,861.0,283.0,1243.0,886.2534,311.95978
90,0,91,0,NonVascular,0.45,0.55,1169.0,294.0,1161.0,286.0,55.0,1164.4,289.67273
91,0,92,0,Vacular,0.67,0.33,1296.0,354.0,1250.0,295.0,1226.0,1276.2472,319.5057
92,0,93,0,Vacular,0.57,0.43,1434.0,357.0,1405.0,301.0,855.0,1416.8281,323.9111
93,0,94,0,NonVascular,0.21,0.79,1177.0,354.0,1128.0,302.0,1106.0,1154.6772,333.0633
94,0,95,0,NonVascular,0.02,0.98,1491.0,351.0,1432.0,302.0,988.0,1456.2844,322.51114
95,0,96,0,NonVascular,0.0,1.0,503.0,357.0,460.0,306.0,1159.0,481.4547,331.8818
96,0,97,0,NonVascular,0.12,0.88,1073.0,337.0,1038.0,308.0,669.0,1056.2212,321.47385
97,0,98,0,Vacular,0.56,0.44,729.0,386.0,655.0,313.0,1303.0,690.53955,349.61856
98,0,99,0,NonVascular,0.0,1.0,579.0,410.0,527.0,317.0,2992.0,551.35297,358.47528
99,0,100,0,NonVascular,0.17,0.83,1248.0,342.0,1233.0,320.0,210.0,1239.7667,330.6143
100,0,101,0,Vacular,0.98,0.02,1103.0,356.0,1080.0,325.0,442.0,1090.7556,337.7828
101,0,102,0,NonVascular,0.41,0.59,648.0,349.0,636.0,332.0,141.0,641.87946,339.4539
102,0,103,0,NonVascular,0.18,0.82,440.0,351.0,428.0,335.0,117.0,432.81195,343.17947
103,0,104,0,NonVascular,0.0,1.0,1634.0,380.0,1600.0,337.0,788.0,1614.5748,359.31726
104,0,105,0,NonVascular,0.05,0.95,1502.0,446.0,1369.0,346.0,3707.0,1439.3955,403.64633
105,0,106,0,Vacular,0.87,0.13,750.0,372.0,724.0,352.0,368.0,736.18475,360.89944
106,0,107,0,NonVascular,0.01,0.99,1103.0,400.0,1087.0,357.0,440.0,1095.2113,379.79544
107,0,108,0,NonVascular,0.37,0.63,1876.0,392.0,1851.0,363.0,538.0,1863.0204,377.60223
108,0,109,0,NonVascular,0.01,0.99,630.0,389.0,602.0,364.0,501.0,617.0679,375.04193
109,0,110,0,NonVascular,0.01,0.99,1757.0,442.0,1703.0,368.0,1919.0,1727.274,407.29962
110,0,111,0,NonVascular,0.25,0.75,426.0,381.0,416.0,369.0,86.0,420.5465,374.75583
111,0,112,0,NonVascular,0.02,0.98,1225.0,409.0,1169.0,369.0,1154.0,1198.9723,387.52078
112,0,113,0,Vacular,0.95,0.05,1148.0,395.0,1123.0,370.0,444.0,1135.5946,381.13965
113,0,114,0,Vacular,1.0,0.0,1447.0,392.0,1423.0,370.0,392.0,1434.0255,380.0944
114,0,115,0,Vacular,0.93,0.07,460.0,405.0,438.0,379.0,428.0,448.3902,392.58646
115,0,116,0,NonVascular,0.0,1.0,1667.0,464.0,1612.0,380.0,1668.0,1643.6979,419.03717
116,0,117,0,NonVascular,0.39,0.61,1125.0,400.0,1111.0,383.0,154.0,1117.2922,390.7987
117,0,118,0,NonVascular,0.45,0.55,1272.0,442.0,1224.0,388.0,1141.0,1250.0377,416.8326
118,0,119,0,NonVascular,0.11,0.89,429.0,422.0,404.0,390.0,367.0,415.7929,407.0436
119,0,120,0,NonVascular,0.26,0.74,902.0,417.0,872.0,393.0,467.0,886.82227,404.2184
120,0,121,0,NonVascular,0.01,0.99,1602.0,536.0,1531.0,397.0,2970.0,1559.8734,473.3751
121,0,122,0,NonVascular,0.15,0.85,1323.0,411.0,1306.0,398.0,168.0,1314.3392,403.75595
122,0,123,0,NonVascular,0.17,0.83,868.0,419.0,853.0,400.0,181.0,860.29834,408.74585
123,0,124,0,NonVascular,0.34,0.66,1178.0,417.0,1166.0,403.0,136.0,1171.375,409.71323
124,0,125,0,NonVascular,0.01,0.99,795.0,501.0,694.0,404.0,2418.0,739.11334,449.65262
