object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Vacular,Probability of NonVascular,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Size in pixels,Center of the object_0,Center of the object_1
0,0,1,0,Vacular,1.0,0.0,306.0,16.0,284.0,0.0,290.0,294.03793,6.827586
1,0,2,0,Vacular,0.86,0.14,630.0,81.0,587.0,32.0,938.0,608.677,57.196163
2,0,3,0,Vacular,0.95,0.05,407.0,55.0,385.0,34.0,351.0,395.45013,43.79772
3,0,4,0,Vacular,0.86,0.14,888.0,73.0,866.0,55.0,293.0,876.6792,64.07167
4,0,5,0,NonVascular,0.21,0.79,1500.0,73.0,1477.0,55.0,184.0,1487.2065,63.445652
5,0,6,0,Vacular,0.9,0.1,673.0,86.0,650.0,59.0,487.0,660.69403,71.965096
6,0,7,0,Vacular,0.94,0.06,1012.0,87.0,992.0,66.0,309.0,1001.2848,75.84466
7,0,8,0,NonVascular,0.2,0.8,434.0,94.0,413.0,70.0,351.0,422.7493,81.46154
8,0,9,0,Vacular,1.0,0.0,1473.0,95.0,1451.0,79.0,286.0,1461.0105,86.26224
9,0,10,0,NonVascular,0.2,0.8,169.0,107.0,160.0,90.0,69.0,163.50725,97.37681
10,0,11,0,NonVascular,0.11,0.89,796.0,113.0,775.0,95.0,256.0,785.89844,103.20703
11,0,12,0,Vacular,0.86,0.14,1371.0,143.0,1352.0,125.0,274.0,1360.9708,133.4416
12,0,13,0,Vacular,0.96,0.04,279.0,172.0,257.0,149.0,397.0,267.60706,160.15617
13,0,14,0,Vacular,0.99,0.01,1586.0,173.0,1564.0,151.0,353.0,1574.4985,162.27478
14,0,15,0,Vacular,1.0,0.0,998.0,177.0,975.0,153.0,428.0,985.6846,163.99533
15,0,16,0,Vacular,0.54,0.46,872.0,172.0,859.0,159.0,120.0,864.6667,164.93333
16,0,17,0,Vacular,0.86,0.14,1469.0,186.0,1450.0,168.0,274.0,1459.5146,176.5146
17,0,18,0,NonVascular,0.32,0.68,491.0,204.0,468.0,181.0,394.0,479.34518,191.36548
18,0,19,0,Vacular,0.5,0.5,195.0,203.0,181.0,192.0,121.0,187.15703,196.6281
19,0,20,0,Vacular,0.5,0.5,1361.0,240.0,1343.0,219.0,276.0,1351.8695,229.09058
20,0,21,0,NonVascular,0.48,0.52,1097.0,244.0,1085.0,236.0,77.0,1090.117,239.45454
21,0,22,0,Vacular,0.88,0.12,1057.0,264.0,1039.0,244.0,273.0,1047.6776,253.9011
